cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,p3asset,p3re,p3renus,IDP3REDM,p3recons,P3recnfm,p3recnot,p3reag,p3reres,p3remult,p3renres,P3RENROW,P3RENROT,p3refor,p3dep,p3depnus,p3ag,p3ci,p3cinus,p3con,p3crcd,P3AUTO,P3CONOTH,p3fg,p3othln,p3ls,p3scdebt,p3agsm,P3LNSALE,P3GTYPAR,P3LTOT,p9asset,p9re,p9renus,IDP9REDM,p9recons,P9recnfm,p9recnot,p9reag,p9reres,p9remult,p9renres,P9RENROW,P9RENROT,p9refor,p9dep,p9depnus,p9ag,p9ci,p9cinus,p9con,p9crcd,P9AUTO,P9CONOTH,p9fg,p9othln,p9ls,p9scdebt,p9agsm,P9LNSALE,P9GTYPAR,P9LTOT,naasset,nare,narenus,IDNAREDM,narecons,narecnfm,narecnot,nareag,nareres,naremult,narenres,NARENROW,NARENROT,narefor,nadep,nadepnus,naag,naci,nacinus,nacon,nacrcd,NAAUTO,NACONOTH,nafg,naothln,nals,nascdebt,naagsm,NALNSALE,NAGTYPAR,NALTOT
"3305","15937","630658","2504285","The First National Bank of Livingston","Livingston","TX","77351","9/30/2018","11/14/2018","N","2121 Highway 190 West","FNB COMPANY","3","0","0","7","1","Polk","","","3/17/1902","1/1/1934","10/10/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.fnblivingston.com","590","343","","343","0","0","0","0","334","0","9","9","0","","0","","","14","","183","0","84","99","","50","0","0","0","0","0","0","22","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","22","0","21","1","","0","0","0","0","0","0","0","627","394","","394","0","0","0","0","394","0","0","0","0","","0","","","168","","65","0","14","51","","0","0","0","0","0","0","0"
"7072","0","837000","1048894","The First National Bank of Long Island","Glen Head","NY","11545","9/30/2018","11/14/2018","N","10 Glen Head Road","FIRST OF LONG ISLAND CORPORATION, THE","52","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","10/1/1927","1/1/1934","6/9/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.fnbli.com","1138","934","0","934","0","0","0","0","934","0","0","0","0","","0","0","","195","0","9","0","0","9","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","4853","4829","0","4829","2777","0","2777","0","2052","0","0","0","0","","0","0","","24","0","0","0","0","0","","0","0","0","0","0","0","0"
"4722","0","132451","0","The First National Bank of Louisburg","Louisburg","KS","66053","9/30/2018","11/14/2018","N","1201 West Amity Street","","3","0","0","8","1","Miami","28140","Kansas City, MO-KS","8/10/1920","1/1/1934","8/24/2007","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.ibankfirst.com","105","80","","80","0","0","0","0","80","0","0","0","0","","0","","","0","","25","0","25","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"2708","11148","719610","1427220","The First National Bank of Manchester","Manchester","KY","40962","9/30/2018","11/14/2018","N","120 Town Branch Road","FIRST NATIONAL FINANCIAL CORPORATION","4","0","0","8","0","Clay","","","2/5/1905","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.fnb-manchester.com","797","715","","715","398","0","398","0","272","0","45","45","0","","0","","","27","","55","0","18","37","","0","0","0","0","0","0","0","163","161","","161","0","0","0","0","161","0","0","0","0","","0","","","0","","2","0","2","0","","0","0","0","0","0","0","0","1202","1202","","1202","0","0","0","0","368","0","834","548","286","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"4951","9274","290230","1085488","The First National Bank of Manchester","Manchester","TN","37355","9/30/2018","11/14/2018","N","100 West High Street","FCB CORPORATION","4","0","0","4","0","Coffee","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.fnbmwm.com","1816","1065","","1065","216","0","216","0","620","212","17","17","0","","0","","","475","","266","0","147","119","","10","0","0","0","0","0","0","162","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","71","0","46","25","","91","0","0","0","0","0","0","1194","830","","830","18","0","18","8","651","153","0","0","0","","0","","","108","","256","0","91","165","","0","0","0","0","0","0","0"
"4477","15806","818540","1491838","The First National Bank of Manning","Manning","IA","51455","9/30/2018","11/14/2018","N","401 Main Street","MANNING FINANCIAL SERVICES, INC.","1","0","0","2","0","Carroll","","","1/1/1886","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.fnbmanning.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"6637","14205","44929","1137891","The First National Bank of McConnelsville","Mcconnelsville","OH","43756","9/30/2018","11/14/2018","N","86 North Kennebec Avenue","FNB SHARES, INC.","6","0","0","8","0","Morgan","","","7/1/1863","1/1/1934","1/20/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.first-national.com","864","826","","826","0","0","0","0","826","0","0","0","0","","0","","","0","","38","0","37","1","","0","0","0","0","0","0","0","426","420","","420","0","0","0","0","420","0","0","0","0","","0","","","0","","6","0","6","0","","0","0","0","0","0","0","0","299","180","","180","0","0","0","0","180","0","0","0","0","","0","","","119","","0","0","0","0","","0","0","0","0","0","0","0"
"3330","0","895055","4619437","The First National Bank of McGregor","Mc Gregor","TX","76657","9/30/2018","11/14/2018","N","401 South Main Street","MCGREGOR BANCSHARES, INC.","3","0","0","4","0","Mclennan","47380","Waco, TX","1/1/1889","1/1/1934","4/10/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.tfnbtx.com","774","502","","502","0","0","0","0","502","0","0","0","0","","0","","","93","","179","0","151","28","","0","0","0","0","0","0","0","235","179","","179","139","0","139","0","40","0","0","0","0","","0","","","2","","0","0","0","0","","54","0","0","0","0","0","0","279","136","","136","0","0","0","0","136","0","0","0","0","","0","","","107","","36","0","36","0","","0","0","0","0","0","0","0"
"20081","0","231336","1204065","The First National Bank of McHenry","Mchenry","IL","60050","9/30/2018","11/14/2018","N","3814 West Elm Street","FIRST MCHENRY CORPORATION","3","0","0","7","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/28/1969","11/28/1969","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.firstmchenry.com","1257","1025","","1025","0","0","0","0","1025","0","0","0","0","","0","","","230","","2","0","2","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","115","115","","115","0","0","0","0","115","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"5196","0","988256","0","The First National Bank of McIntosh","Mcintosh","MN","56556","9/30/2018","11/14/2018","N","260 Cleveland Ave. Sw","","1","0","0","2","1","Polk","24220","Grand Forks, ND-MN","8/22/1889","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbmcintosh.com","9","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","9","0","0","9","","0","0","0","0","0","0","0","2","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","2","0","0","2","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"3339","0","500256","0","The First National Bank of Mertzon","Mertzon","TX","76941","9/30/2018","11/14/2018","N","Main And Broadway","","3","0","0","2","0","Irion","41660","San Angelo, TX","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fnbmertzon.com","130","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","125","0","5","0","0","5","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","0","0"
"4952","9343","87234","1086449","The First National Bank of Middle Tennessee","Mcminnville","TN","37110","9/30/2018","11/14/2018","N","200 East Main Street","FIRST MCMINNVILLE CORPORATION","8","0","0","4","0","Warren","","","10/30/1874","1/1/1934","7/1/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.fnbmt.com","1331","1260","","1260","0","0","0","0","334","0","926","926","0","","0","","","0","","71","0","0","71","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","636","636","","636","0","0","0","0","636","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"5198","0","924357","3342411","The First National Bank of Milaca","Milaca","MN","56353","9/30/2018","11/14/2018","N","190 Second Avenue S.W.","RUM RIVER BANCORPORATION, INC.","3","0","0","4","1","Mille Lacs","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/24/1897","1/1/1934","5/4/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.fnbmilaca.com","2207","1120","","1120","0","0","0","393","527","0","200","200","0","","0","","","703","","159","4","115","40","","225","0","0","0","0","307","0","780","316","","316","0","0","0","0","252","0","64","64","0","","0","","","0","","8","0","3","5","","456","0","0","0","0","0","0","1158","529","","529","0","0","0","122","304","0","103","103","0","","0","","","122","","0","0","0","0","","507","0","0","507","0","0","0"
"4364","14637","44040","0","The First National Bank of Monterey","Monterey","IN","46960","9/30/2018","11/14/2018","N","6222 E. Main Street","","4","0","0","2","0","Pulaski","","","8/1/1910","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.fnbmonterey.com","885","820","","820","0","0","0","84","662","0","74","69","5","","0","","","0","","47","0","33","14","","0","18","0","0","0","0","0","10","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","10","0","8","2","","0","0","0","0","0","0","0","1338","824","","824","0","0","0","0","446","0","378","378","0","","0","","","0","","0","0","0","0","","514","0","0","514","0","0","0"
"3351","0","108269","3147353","The First National Bank of Moody","Moody","TX","76557","9/30/2018","11/14/2018","N","101 7th St","REYNOLDS, TEAGUE, THURMAN FINANCIAL CORP.","1","0","0","8","1","Mclennan","47380","Waco, TX","1/1/1893","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbmoody.com","418","335","","335","0","0","0","0","335","0","0","0","0","","0","","","0","","83","0","41","42","","0","0","0","0","0","0","0","2","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","2","0","0","2","","0","0","0","0","0","0","0","581","513","","513","0","0","0","0","0","0","513","513","0","","0","","","68","","0","0","0","0","","0","0","0","0","0","0","0"
"5214","15570","706058","2992396","The First National Bank of Moose Lake","Moose Lake","MN","55767","9/30/2018","11/14/2018","N","400 Elm Avenue","FIRST NATIONAL BANK OF MOOSE LAKE PROFIT SHARING AND ESOP","2","0","0","4","1","Carlton","20260","Duluth, MN-WI","6/21/1926","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.firstmooselake.com","530","447","","447","0","0","0","29","418","0","0","0","0","","0","","","71","","12","0","3","9","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","748","740","","740","303","0","303","0","250","0","187","187","0","","0","","","0","","8","0","8","0","","0","0","0","0","0","0","0"
"3579","16000","61832","5113763","The First National Bank of Mount Dora","Mount Dora","FL","32757","9/30/2018","11/14/2018","N","714 N Donnelly Street","FNBMD BANCSHARES, INC.","4","0","0","8","0","Lake","36740","Orlando-Kissimmee-Sanford, FL","9/1/1925","1/1/1934","7/26/2007","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.fnbmd.com","771","771","","771","0","0","0","0","402","0","369","369","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","4353","4314","","4314","2458","0","2458","1008","848","0","0","0","0","","0","","","21","","0","0","0","0","","18","0","0","0","0","1453","0"
"3355","10223","111661","1132850","The First National Bank of Mount Vernon","Mount Vernon","TX","75457","9/30/2018","11/14/2018","N","101 W. Main Street","MOUNT VERNON BANKSHARES, INC.","3","0","0","5","1","Franklin","","","5/1/1900","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbmv.com","935","860","","860","0","0","0","0","860","0","0","0","0","","0","","","3","","63","0","33","30","","9","0","0","0","0","0","0","411","376","","376","0","0","0","0","38","0","338","338","0","","0","","","0","","35","0","35","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"4598","0","827355","2090751","The First National Bank of Nevada, Missouri","Nevada","MO","64772","9/30/2018","11/14/2018","N","100 W. Walnut St","1889 BANCSHARES, INC.","1","0","0","2","0","Vernon","","","1/1/1889","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","www.fnbnevada.com","276","190","","190","0","0","0","0","190","0","0","0","0","","0","","","15","","21","0","0","21","","50","0","0","0","0","0","0","17","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","6","0","0","6","","11","0","0","0","0","0","0","1570","1570","","1570","0","0","0","986","562","0","22","0","22","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"5218","0","782351","3481776","The First National Bank of Northfield","Northfield","MN","55057","9/30/2018","11/14/2018","N","329 Division Street","HEYWOOD BANCSHARES, INC.","2","0","0","4","1","Rice","","","12/31/1872","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.firstnationalnorthfield.com","2","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","2","0","0","2","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","9","7","","7","0","0","0","0","0","0","7","7","0","","0","","","0","","2","0","0","2","","0","0","0","0","0","0","0"
"3826","15548","333940","0","The First National Bank of Okawville","Okawville","IL","62271","9/30/2018","11/14/2018","N","203 East Walnut Street","","1","0","0","2","0","Washington","","","6/26/1920","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fnbokaw.com","9","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","9","0","9","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"4958","0","966731","0","The First National Bank of Oneida","Oneida","TN","37841","9/30/2018","11/14/2018","N","18418 Alberta Street","","5","0","0","4","1","Scott","","","1/1/1904","1/1/1934","11/12/2013","Stock","0","1","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.fnboneida.com","1552","1489","","1489","97","0","97","110","872","0","410","192","218","","0","","","12","","51","0","49","2","","0","0","0","0","0","0","0","103","103","","103","0","0","0","0","103","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1209","1207","","1207","1","0","1","0","582","0","624","624","0","","0","","","0","","2","0","2","0","","0","0","0","0","0","0","0"
"6280","12254","177500","0","The First National Bank of Orwell","Orwell","VT","5760","9/30/2018","11/14/2018","N","441 Main Street","","2","0","0","5","0","Addison","","","1/1/1863","1/1/1934","1/1/2016","Stock","0","0","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","http://www.fnborwell.com","319","303","","303","0","0","0","0","303","0","0","0","0","","0","","","0","","16","0","1","15","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1681","1453","","1453","0","0","0","175","1208","0","70","0","70","","0","","","27","","2","0","0","2","","199","0","0","0","0","0","0"
"5221","12598","726458","1124967","The First National Bank of Osakis","Osakis","MN","56360","9/30/2018","11/14/2018","N","211-213 Central Avenue","OSAKIS BANCSHARES","1","0","0","8","1","Douglas","","","6/8/1903","1/1/1934","6/24/2016","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbosakis.com","1158","1139","","1139","0","0","0","901","238","0","0","0","0","","0","","","0","","18","0","5","13","","1","0","0","1","0","0","0","569","526","","526","0","0","0","492","34","0","0","0","0","","0","","","0","","5","0","0","5","","38","0","0","38","0","0","0","568","568","","568","0","0","0","0","314","0","254","254","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"3719","0","856243","2791816","The First National Bank of Ottawa","Ottawa","IL","61350","9/30/2018","11/14/2018","N","701 La Salle Street","FIRST OTTAWA BANCSHARES, INC.","8","0","0","4","0","La Salle","","","6/1/1865","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.firstottawa.com","998","972","","972","0","0","0","0","432","0","540","348","192","","0","","","23","","3","1","0","2","","0","0","0","0","0","0","0","144","119","","119","36","36","0","0","83","0","0","0","0","","0","","","0","","25","11","0","14","","0","0","0","0","0","0","0","4725","3235","","3235","714","33","681","0","207","0","2314","2314","0","","0","","","1490","","0","0","0","0","","0","0","0","0","0","154","0"
"3377","0","1014965","2341565","The First National Bank of Paducah","Paducah","TX","79248","9/30/2018","11/14/2018","N","Tenth And Bacus Streets","FIRST PADUCAH BANCSHARES OF TEXAS, INC.","2","0","0","2","0","Cottle","","","1/1/1909","1/1/1934","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fnbpaducah.com","8","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","8","0","0","8","","0","0","0","0","0","0","0","6","6","","6","0","0","0","0","6","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","268","0","","0","0","0","0","0","0","0","0","0","0","","0","","","256","","12","0","0","12","","0","0","0","0","0","0","0"
"6671","10937","571920","1139149","The First National Bank of Pandora","Pandora","OH","45877","9/30/2018","11/14/2018","N","102 East Main Street","PANDORA BANCSHARES, INCORPORATED","5","0","0","4","0","Putnam","","","6/21/1919","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.e-fnb.com","1174","1118","","1118","52","52","0","0","750","0","316","178","138","","0","","","10","","46","0","27","19","","0","0","0","0","0","0","0","112","101","","101","0","0","0","26","75","0","0","0","0","","0","","","0","","11","0","11","0","","0","0","0","0","0","0","0","241","241","","241","0","0","0","0","0","0","241","241","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"5358","0","34452","1122543","The First National Bank of Park Falls","Park Falls","WI","54552","9/30/2018","11/14/2018","N","2nd Ave. & Division St.","PARK FALLS AGENCY, INC.","3","0","0","8","1","Price","","","2/26/1914","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.firstnationalbankparkfalls.com","23","22","","22","0","0","0","0","22","0","0","0","0","","0","","","0","","1","0","1","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"4177","52809","639651","1055397","The First National Bank of Pawnee","Pawnee","OK","74058","9/30/2018","11/14/2018","N","601 Harrison Street","GEORGE MADISON CORPORATION, THE","1","0","0","2","1","Pawnee","46140","Tulsa, OK","2/8/1894","1/1/1934","6/23/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","fnbpawnee.com","625","466","","466","0","0","0","107","159","0","200","22","178","","0","","","65","","51","0","39","12","","43","0","0","43","0","0","0","115","16","","16","0","0","0","0","0","0","16","0","16","","0","","","0","","31","0","11","20","","68","0","0","68","0","0","0","284","180","","180","0","0","0","0","88","0","92","0","92","","0","","","0","","0","0","0","0","","104","0","0","104","0","0","0"
"6787","0","719030","2942805","The First National Bank of Peterstown","Peterstown","WV","24963","9/30/2018","11/14/2018","N","380 Market Street","PETERSTOWN BANCORP, INC.","2","0","1","5","0","Monroe","","","1/27/1910","1/1/1934","1/19/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.fnbp.com","2080","2060","","2060","0","0","0","82","1507","0","471","471","0","","0","","","0","","20","0","9","11","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","575","470","","470","0","0","0","277","174","0","19","19","0","","0","","","59","","46","0","31","15","","0","0","0","0","0","0","0"
"13567","14496","138725","2183886","The First National Bank of Powhatan Point","Powhatan Point","OH","43942","9/30/2018","11/14/2018","N","345 Highway 7 North","POWHATAN POINT COMMUNITY BANCSHARES, INC.","1","0","0","7","0","Belmont","48540","Wheeling, WV-OH","3/9/1905","1/6/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","fnbpowhatan.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"4494","0","343248","0","The First National Bank of Primghar","Primghar","IA","51245","9/30/2018","11/14/2018","N","108 South Hayes Avenue","","1","0","0","2","0","Obrien","","","11/11/1889","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.fnbprimghar.com","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
"5232","0","731957","0","The First National Bank of Proctor","Proctor","MN","55810","9/30/2018","11/14/2018","N","211 2nd Street","","1","0","0","8","0","Saint Louis","20260","Duluth, MN-WI","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.proctorbank.com","86","86","","86","0","0","0","0","86","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","25","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","25","0","0","25","","0","0","0","0","0","0","0"
"3401","0","644963","3141034","The First National Bank of Quitaque","Quitaque","TX","79255","9/30/2018","11/14/2018","N","Main And First Streets","QUITAQUE NATIONAL CORPORATION","1","0","0","2","0","Briscoe","","","8/20/1920","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.fnbquitaque.com","253","30","","30","0","0","0","30","0","0","0","0","0","","0","","","76","","71","0","71","0","","76","0","0","0","0","0","0","93","0","","0","0","0","0","0","0","0","0","0","0","","0","","","45","","0","0","0","0","","48","0","0","0","0","0","0","1176","0","","0","0","0","0","0","0","0","0","0","0","","0","","","349","","0","0","0","0","","827","0","0","0","0","0","0"
"3830","12205","421445","1131303","The First National Bank of Raymond","Raymond","IL","62560","9/30/2018","11/14/2018","N","403 East Broad Street","RAYMOND BANCORP, INC.","5","0","0","2","1","Montgomery","","","10/1/1903","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.fnbraymond.com","255","219","","219","0","0","0","0","219","0","0","0","0","","0","","","31","","5","0","1","4","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","781","754","","754","0","0","0","411","298","0","45","0","45","","0","","","0","","27","0","5","22","","0","0","0","0","0","0","0"
"13841","0","590145","0","The First National Bank of Rembrandt","Rembrandt","IA","50576","9/30/2018","11/14/2018","N","101 E Main St","","1","0","0","2","0","Buena Vista","","","5/15/1915","2/2/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","116","47","","47","0","0","0","0","47","0","0","0","0","","0","","","2","","67","0","32","35","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0","1080","182","","182","0","0","0","76","106","0","0","0","0","","0","","","131","","25","0","22","3","","742","0","0","742","0","0","0"
"5364","0","956255","2577159","The First National Bank of River Falls","River Falls","WI","54022","9/30/2018","11/14/2018","N","104 East Locust Street","FIRST NATIONAL BANCORP OF RIVER FALLS, INC.","4","0","0","4","1","Pierce","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/4/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.fnbrf.com","520","149","","149","0","0","0","0","149","0","0","0","0","","0","","","175","","195","0","0","195","","1","0","0","0","0","370","0","94","0","","0","0","0","0","0","0","0","0","0","0","","0","","","0","","94","0","0","94","","0","0","0","0","0","94","0","267","267","","267","0","0","0","0","86","0","181","181","0","","0","","","0","","0","0","0","0","","0","0","0","0","0","0","0"
