cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"20479","0","625056","1128349","First Security Bank of Roundup","Roundup","MT","59072","9/30/2018","11/14/2018","NM","401 Main Street","CENTRAL MONTANA BANCORPORATION","1","0","0","2","1","Musselshell","","","9/3/1971","9/3/1971","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.1stsecurityroundup.com","3375","1948","700","2081","1612","930","2156","800","1356","0","0"
"15767","11221","949453","1857788","First Security Bank-Hendricks","Hendricks","MN","56136","9/30/2018","11/14/2018","NM","113 South Main Street","FOLDEN FINANCIAL CORPORATION","1","0","0","2","1","Lincoln","","","8/30/1940","8/30/1940","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.fsbhendricks.com","1748","3075","1771","2185","669","198","768","255","257","256","0"
"18508","10143","681043","1130726","First Security State Bank","Evansdale","IA","50707","9/30/2018","11/14/2018","NM","3600 Lafayette Road","EVANS BANCSHARES, INC.","2","0","0","4","1","Black Hawk","47940","Waterloo-Cedar Falls, IA","4/23/1962","4/23/1962","2/10/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.fssbonline.com","15301","15522","2068","10638","18117","0","3988","0","2192","1796","0"
"11932","15889","819154","1135057","First Security State Bank","Cranfills Gap","TX","76637","9/30/2018","11/14/2018","NM","303 Third Street","BOSQUE BANCSHARES, INC.","4","0","0","5","1","Bosque","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fssbtexas.com","9320","6709","3656","8672","3125","576","1924","0","773","1151","0"
"17224","0","592439","2125523","First Security Trust and Savings Bank","Elmwood Park","IL","60707","9/30/2018","11/14/2018","NM","7315 West Grand Avenue","FIRST SECURITY BANCORP, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/26/1946","5/27/1953","3/15/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.fstsb.com","9615","7499","12555","4558","0","0","12262","11962","300","0","0"
"31928","7612","920975","2702250","First Sentinel Bank","Richlands","VA","24641","9/30/2018","11/14/2018","SM","315 Railroad Avenue","FIRST REGION BANCSHARES, INC.","7","0","0","6","0","Tazewell","","","6/20/1978","6/20/1978","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.firstsentinelbank.com","45561","41029","5321","34885","36689","9695","28390","5896","18167","3489","838"
"18519","10182","458544","1137266","First Service Bank","Greenbrier","AR","72058","9/30/2018","11/14/2018","NM","134 South Broadview","FIRST SERVICE BANCSHARES, INC.","10","0","0","4","0","Faulkner","30780","Little Rock-North Little Rock-Conway, AR","5/7/1962","5/7/1962","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.firstservicebank.com","44573","31223","10179","41246","22085","2285","14317","4440","8123","1753","0"
"30680","5740","59370","0","First Shore Federal Savings and Loan Association","Salisbury","MD","21801","9/30/2018","11/14/2018","SA","106 S. Division Street","","8","0","1","5","0","Wicomico","41540","Salisbury, MD-DE","12/18/1953","12/18/1953","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.firstshorefederal.com","86256","45273","5223","35225","66442","24639","14538","0","1436","9840","3262"
"57799","0","3282692","0","First Sound Bank","Seattle","WA","98104","9/30/2018","11/14/2018","NM","925 4th Avenue, Suite 2350","","1","0","0","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","7/19/2004","7/19/2004","1/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.firstsoundbank.com","3575","14414","2445","12257","2751","536","3494","2726","768","0","0"
"34222","0","2491291","2817314","First South Bank","Spartanburg","SC","29306","9/30/2018","11/14/2018","NM","1450 John B White Sr Blvd","FIRST SOUTH BANCORP, INC.","4","0","0","4","0","Spartanburg","43900","Spartanburg, SC","8/19/1996","8/19/1996","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.firstsouthbancorp.com","46751","44364","15553","48432","26725","404","17938","4379","7812","5747","0"
"10576","12917","22552","1137510","First Southeast Bank","Harmony","MN","55939","9/30/2018","11/14/2018","NM","3 Main Ave N","FIRST SOUTHEASTERN BANC GROUP, INC.","3","0","0","2","1","Fillmore","40340","Rochester, MN","3/15/1893","1/1/1934","8/27/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","https://www.firstsoutheastbank.com","16173","11810","2829","10731","14405","16","1548","263","285","1000","0"
"10055","11949","631039","0","First Southern Bank","Patterson","GA","31557","9/30/2018","11/14/2018","NM","6365 Highway 84","","3","0","0","4","0","Pierce","","","6/19/1907","1/1/1934","4/19/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.firstsouthernga.com","13084","7858","4525","15076","1270","71","1921","0","654","1267","0"
"31158","6468","954671","3394643","First Southern Bank","Columbia","MS","39429","9/30/2018","11/14/2018","NM","1075 Highway 98","FIRST FEDERAL BANCORP","6","0","0","4","1","Marion","","","3/28/1960","3/28/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.fsb-ms.com","16002","15549","4985","13796","8571","4199","8062","1350","3353","1414","1945"
"15565","0","382649","2603450","First Southern Bank","Marion","IL","62959","9/30/2018","11/14/2018","NM","300 Tower Square","MIDWEST COMMUNITY BANCSHARES, INC.","16","0","0","4","0","Williamson","16060","Carbondale-Marion, IL","12/15/1937","12/15/1937","12/6/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.firstsouthernbank.net","51517","55390","12201","53403","36316","4987","17472","1923","9467","6082","0"
"29332","3294","66275","5141195","First Southern Bank","Florence","AL","35630","9/30/2018","11/14/2018","NM","301 South Court Street","FSB, LLC","5","0","0","4","0","Lauderdale","22520","Florence-Muscle Shoals, AL","1/1/1934","1/25/1935","2/24/2011","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.firstsouthern.com","20978","23401","1863","18648","20005","3863","19139","5001","6955","4762","2421"
"2700","10561","702612","1247987","First Southern National Bank","Lancaster","KY","40444","9/30/2018","11/14/2018","N","27 Public Square","FIRST SOUTHERN BANCORP, INC.","18","0","0","4","0","Garrard","","","4/13/1865","1/1/1934","7/24/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","WWW.FSNB.NET","77443","36847","22083","46669","29848","15690","24702","8828","6091","5862","3921"
"2829","12485","246134","1869987","First Southern State Bank","Stevenson","AL","35772","9/30/2018","11/14/2018","NM","80 Bank Street","FIRST BANCSHARES OF STEVENSON, INC.","8","0","0","8","0","Jackson","","","10/1/1910","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.fssbank.com","57431","41996","12060","36305","26538","24524","16387","288","3185","5808","7106"
"57741","0","3224302","3228681","First Southwest Bank","Alamosa","CO","81101","9/30/2018","11/14/2018","NM","720 Main Street","FIRST SOUTHWEST BANCORPORATION, INC.","6","0","0","2","0","Alamosa","","","7/9/2004","7/9/2004","3/18/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.fswb.bank","10685","15041","7322","8802","7649","1953","14938","5567","3239","3189","2943"
"57910","0","3285246","3285219","First State Bank","Nashua","IA","50658","9/30/2018","11/14/2018","NM","401 Main Street","FNSB BANCORPORATION CORP.","1","0","0","2","0","Chickasaw","","","2/21/2005","2/21/2005","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://WWW.FSB-NASHUA.COM","11691","4706","7991","2236","5108","1062","6778","2566","3925","287","0"
"22448","0","522454","2550602","First State Bank","Tahlequah","OK","74464","9/30/2018","11/14/2018","NM","1111 South Muskogee Avenue","MAXLOU BANCSHARES, INC.","2","0","0","4","1","Cherokee","","","4/13/1977","4/13/1977","5/18/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.fsbtahlequah.com","12101","10223","4058","11155","5826","1285","841","0","271","266","304"
"10588","0","773546","1100028","First State Bank","Holly Springs","MS","38635","9/30/2018","11/14/2018","NM","146 W College Avenue","FIRST STATE CAPITAL CORPORATION","3","0","0","4","0","Marshall","32820","Memphis, TN-MS-AR","7/1/1916","1/1/1934","2/24/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","http://www.firststatenet.com","15798","10003","5397","16930","3474","0","8673","1977","6696","0","0"
"15271","12547","801047","1975459","First State Bank","New London","WI","54961","9/30/2018","11/14/2018","NM","113 North Water Street","FIRST STATE BANCSHARES, INC.","8","0","0","8","0","Waupaca","","","1/1/1911","1/1/1934","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.bankfirststate.com","47050","16173","24290","21015","14197","3721","8339","704","4668","2967","0"
"18924","0","116554","4349837","First State Bank","Elmore City","OK","73433","9/30/2018","11/14/2018","NM","206 S Main St","BLUECHIP BANCSHARES, LLC","1","0","0","8","0","Garvin","","","1/1/1903","10/24/1963","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","fsbec.com","331","200","350","181","0","0","0","0","0","0","0"
"10704","0","498456","3179662","First State Bank","Abilene","TX","79602","9/30/2018","11/14/2018","SM","2118 S. Treadaway Blvd.","BSA BANKSHARES, INC.","3","0","0","2","0","Taylor","10180","Abilene, TX","6/3/1903","1/1/1934","2/4/2008","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fsbabilene.com","1757","1718","1173","2220","83","0","852","452","400","0","0"
"8522","10333","795249","1139327","First State Bank","Britt","IA","50423","9/30/2018","11/14/2018","NM","183 Main Avenue North","READLYN BANCSHARES, INC.","2","0","0","2","0","Hancock","","","11/12/1927","1/1/1934","1/24/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://fsb-britt.com","17865","5382","2124","8791","8957","3374","7660","2363","3934","371","992"
"12149","9559","565143","1119404","First State Bank","Irvington","KY","40146","9/30/2018","11/14/2018","NM","240 North First Street","FIRST BRECKINRIDGE BANCSHARES, INC.","3","0","0","8","0","Breckinridge","","","1/1/1903","1/1/1934","8/17/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.firststatebankky.com","39020","7180","11401","24325","7208","3266","2217","0","2217","0","0"
"19163","0","36933","1493672","First State Bank","Wrens","GA","30833","9/30/2018","11/14/2018","NM","300 Broad Street","CSRA BANK CORP.","4","0","0","4","0","Jefferson","","","7/6/1964","7/6/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.firstate.net","20553","28293","5823","21169","13923","7931","7542","0","3561","2620","1361"
"17775","0","719964","3938720","First State Bank","Paint Rock","TX","76866","9/30/2018","11/14/2018","NM","Truehart And Moss Streets","PAINT ROCK BANCSHARES, INC.","2","0","0","2","1","Concho","","","1/1/1910","6/20/1957","9/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fsbpaintrock.com","6925","9231","7430","8622","104","0","4306","2715","1591","0","0"
"10709","0","564463","1107812","First State Bank","Yoakum","TX","77995","9/30/2018","11/14/2018","NM","406 West Grand Avenue","FIRST STATE BANCSHARES OF YOAKUM, INC.","3","0","0","8","1","De Witt","","","1/1/1931","1/1/1934","6/15/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.ourhometownbank.com","20500","16216","7126","18720","8714","2156","8685","3909","2094","526","2156"
"5791","11776","854847","1204887","First State Bank","Belmond","IA","50421","9/30/2018","11/14/2018","NM","304 East Main Street","FIRST BELMOND BANCORPORATION","1","0","0","2","0","Wright","","","7/1/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://WWW.FSBBELMOND.COM","17630","7298","10027","2526","5153","7222","4105","3701","0","0","404"
"8500","15780","822846","2592705","First State Bank","Ida Grove","IA","51445","9/30/2018","11/14/2018","NM","200 Moorehead Avenue","FIRST STATE BANCSHARES, INC.","5","0","0","2","1","Ida","","","1/1/1933","1/1/1934","7/8/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.firststbk.com","33702","20246","14997","32192","6759","0","27014","3280","20806","713","2215"
"13632","10298","114840","1096448","First State Bank","Russellville","AR","72802","9/30/2018","11/14/2018","SM","3103 East Main Street","FIRST STATE BANKING CORP","5","0","0","4","0","Pope","","","1/12/1934","1/12/1934","8/22/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.fsbmybank.com","27007","22813","13596","21793","13875","556","18472","1803","8460","8209","0"
"15206","0","264455","3072660","First State Bank","Athens","TX","75751","9/30/2018","11/14/2018","NM","130 East Corsicana Street","JANE AUSTIN CHAPMAN LIMITED PARTNERSHIP, L.P.","7","0","0","8","0","Henderson","","","5/1/1935","6/28/1935","8/26/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fsbathens.com","30439","19274","16259","20553","11033","1868","29603","10504","5476","13623","0"
"15898","11470","884358","1135909","First State Bank","Livingston","TX","77351","9/30/2018","11/14/2018","SM","112 West Polk Street","EAST TEXAS BANCSHARES, INC.","5","0","0","8","0","Polk","","","10/5/1910","6/27/1942","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.fsblivingston.com","32624","14192","7984","19860","18972","0","16413","8643","1667","6103","0"
"11634","11637","548641","1210468","First State Bank","Sumner","IA","50674","9/30/2018","11/14/2018","NM","1150 West 1st Street","PSB CORPORATION","2","0","0","2","0","Bremer","47940","Waterloo-Cedar Falls, IA","1/1/1900","1/1/1934","10/8/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.fsbsumner.com","9808","3081","2293","4732","3604","2260","7840","3142","2165","2533","0"
"18301","0","524766","3361506","First State Bank","Shallowater","TX","79363","9/30/2018","11/14/2018","NM","One Commerce Park","SOUTH TEXAS BANCSHARES, INC.","3","0","0","2","1","Lubbock","31180","Lubbock, TX","10/8/1960","10/8/1960","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.fsbshallowater.com","4625","15190","2609","14389","2658","160","5122","1072","2449","1601","0"
"15050","9924","10849","1491614","First State Bank","Lonoke","AR","72086","9/30/2018","11/14/2018","NM","101 South Center Street","LONOKE BANCSHARES, INC.","6","0","0","4","0","Lonoke","30780","Little Rock-North Little Rock-Conway, AR","3/18/1935","3/18/1935","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","https://www.firststatebk.com","46237","59201","23087","53370","28444","538","23308","3994","14774","4540","0"
"16177","9704","190947","0","First State Bank","Stuart","IA","50250","9/30/2018","11/14/2018","NM","215 North Division Street","","4","0","0","2","0","Guthrie","19780","Des Moines-West Des Moines, IA","1/1/1934","7/31/1944","11/10/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.stuartbank.com","15133","4243","2309","9270","6041","1756","5402","3787","252","1363","0"
"15032","0","113740","1204177","First State Bank","Eastpointe","MI","48021","9/30/2018","11/14/2018","NM","16100 9 Mile Road","FIRST STATE FINANCIAL CORPORATION","11","0","0","4","0","Macomb","19820","Detroit-Warren-Dearborn, MI","1/1/1917","2/21/1935","4/30/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.fsb.bank","50659","21082","18742","30697","16981","5321","51290","34828","13563","2899","0"
"5821","0","677448","1207114","First State Bank","Lynnville","IA","50153","9/30/2018","11/14/2018","NM","413 East Street","FIRST STATE BANK HOLDING COMPANY","5","0","0","2","1","Jasper","","","1/1/1912","1/1/1934","7/12/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.fsbankia.com","24430","16750","6342","15048","14977","4813","7637","1015","5329","1293","0"
"16332","15612","899642","2310217","First State Bank","Monticello","IL","61856","9/30/2018","11/14/2018","NM","201 West Main Street","FIRST STATE BANCORP OF MONTICELLO, INC. EMPLOYEE STOCK OWNERSHIP PLAN","6","0","0","2","1","Piatt","16580","Champaign-Urbana, IL","11/10/1945","11/10/1945","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.fsbcorp.com","25930","10459","14599","13451","7382","957","36034","3119","6600","26315","0"
"12283","0","41553","0","First State Bank","Anadarko","OK","73005","9/30/2018","11/14/2018","SM","102 West Main Street","","2","0","0","2","1","Caddo","","","2/5/1909","1/1/1934","6/22/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fsbanadarko.com","8383","5594","3316","7940","2719","0","816","0","816","0","0"
"9879","0","99853","1050178","First State Bank","Noble","OK","73068","9/30/2018","11/14/2018","NM","102 North Third Street","NOBLE BANCSHARES, INC.","1","0","0","7","0","Cleveland","36420","Oklahoma City, OK","7/4/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fsbnoble.com","6013","2465","2216","4519","1743","0","0","0","0","0","0"
"15511","0","435750","1132243","First State Bank","Gainesville","TX","76240","9/30/2018","11/14/2018","SM","801 East California Street","RED RIVER BANCORP, INC.","12","0","0","4","1","Cooke","","","8/16/1905","7/9/1937","1/31/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.f-s-b.com","44570","34186","18716","40950","17124","1966","29690","6178","18057","3873","1582"
"12244","15666","488756","1054765","First State Bank","Farnam","NE","69029","9/30/2018","11/14/2018","NM","222 Main Street","NEBRASKA BANKSHARES, INC.","5","0","0","2","1","Dawson","","","7/26/1904","1/1/1934","11/7/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.1ststatebank4me.com","12811","8351","4999","8049","5040","3074","19348","3015","11044","5289","0"
"18987","0","454340","1134797","First State Bank","Crossett","AR","71635","9/30/2018","11/14/2018","NM","200 Pine Street","EVERGREEN BANCSHARES, INC.","2","0","0","4","0","Ashley","","","1/9/1964","1/9/1964","3/10/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://WWW.FSBCROSSETT.COM","3394","5150","1702","5675","1130","37","1385","506","879","0","0"
"24498","0","216164","1133044","First State Bank","Graham","TX","76450","9/30/2018","11/14/2018","NM","1526 Fourth Street","WOODSON BANCSHARES, INC.","6","0","0","2","1","Young","","","5/26/1983","5/26/1983","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fsbgraham.bank","9834","16932","6036","13073","6462","1195","6808","1938","3734","1136","0"
"17856","0","750154","2088208","First State Bank","Chico","TX","76431","9/30/2018","11/14/2018","NM","201 S. Weatherford Street","CHICO BANCORP, INC.","4","0","0","8","1","Wise","19100","Dallas-Fort Worth-Arlington, TX","4/18/1958","4/18/1958","11/18/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fsbwise.com","25825","18935","10029","17838","14218","2675","13772","2450","6455","4867","0"
"13622","15476","151957","1054765","First State Bank","Gothenburg","NE","69138","9/30/2018","11/14/2018","NM","914 Lake Street","NEBRASKA BANKSHARES, INC.","7","0","0","2","0","Dawson","","","1/1/1906","1/1/1934","7/9/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.1stStateBank.com","71495","26976","35423","34616","20520","7912","15885","4151","8249","3485","0"
"15752","12733","887340","1139345","First State Bank","Mendota","IL","61342","9/30/2018","11/14/2018","NM","706-8 Washington Street","TRI-COUNTY FINANCIAL GROUP, INC.","20","0","0","4","0","La Salle","","","7/6/1940","7/6/1940","6/21/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","WWW.FIRSTSTATEBANK.BIZ","176095","160120","75116","162184","86081","12834","28914","5477","16588","5120","1729"
"15364","52489","861854","2812832","First State Bank","Randolph","NE","68771","9/30/2018","11/14/2018","NM","Broadway And Main Streets","FIRST STATE BANCORP, INC.","1","0","0","2","1","Cedar","","","7/1/1935","3/14/1936","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","http://www.fsbrandolph.bank","4300","9763","3305","9456","1266","36","1000","0","1000","0","0"
"16643","0","603755","4848237","First State Bank","Junction","TX","76849","9/30/2018","11/14/2018","SM","601 College","KIMBLE COUNTY BANCSHARES, INC.","1","0","0","4","1","Kimble","","","11/8/1947","11/8/1947","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.fsbjunction.com","3267","2040","1727","1758","673","1149","1903","774","829","300","0"
"1218","0","407168","1417137","First State Bank","Spearman","TX","79081","9/30/2018","11/14/2018","NM","1 Ne Court Street","FIRST STATE BANKSHARES, INC.","2","0","0","2","1","Hansford","","","1/1/1917","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fsbspearman.com","8989","17859","7573","15150","4125","0","14058","1240","8393","4425","0"
"15663","0","924236","1083587","First State Bank","Waynesboro","MS","39367","9/30/2018","11/14/2018","NM","708 Azalea Drive","FIRST STATE CORPORATION","14","0","0","4","0","Wayne","","","5/1/1934","5/1/1939","1/2/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.firststatebnk.com","71167","64000","24113","51218","51958","7878","91955","14514","45386","27422","4634"
"9437","0","294023","2376941","First State Bank","Winchester","OH","45697","9/30/2018","11/14/2018","NM","19230 State Route 136","FIRST STATE BANCORP, INC.","13","0","0","8","0","Adams","","","1/1/1934","1/1/1934","8/5/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","http://www.fsb4me.com","66670","46541","21735","37024","30386","24067","7851","1016","3787","1325","1723"
"16333","0","172859","1058071","First State Bank","Loomis","NE","68958","9/30/2018","11/14/2018","NM","211 Commercial St.","LOOMIS COMPANY","3","0","0","2","0","Phelps","","","10/22/1945","11/5/1945","1/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","fsbloomis.com","16908","20170","12549","14940","8532","1057","1377","0","1073","304","0"
"15787","0","624152","1842971","First State Bank","Wilmot","SD","57279","9/30/2018","11/14/2018","NM","709 Main Street","NORTHEAST BANCORP, INC.","2","0","0","2","1","Roberts","","","1/1/1941","1/1/1941","9/18/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.firststatebanksd.com","8367","5676","938","3572","3641","5892","1942","0","707","617","618"
"15586","9363","744256","1057850","First State Bank","Scottsbluff","NE","69361","9/30/2018","11/14/2018","NM","2002 Broadway","FIRST STATE BANCSHARES, INC.","3","0","1","4","1","Scotts Bluff","","","9/12/1935","3/5/1938","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.fsbcentral.com","44093","23966","8219","26227","29986","3627","11501","3118","3249","4880","254"
"8604","53544","284958","2684589","First State Bank","Hordville","NE","68846","9/30/2018","11/14/2018","NM","201 Main St","FIRSTAND CO.","1","0","0","2","0","Hamilton","24260","Grand Island, NE","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","FSBHORDVILLE.COM","4892","2947","1492","5131","1216","0","587","300","0","287","0"
"15321","13381","561145","1205026","First State Bank","Webster City","IA","50595","9/30/2018","11/14/2018","NM","505 - 2nd Street","VAN DIEST INVESTMENT COMPANY","7","0","0","2","0","Hamilton","","","10/15/1935","12/16/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.fsbwc.com","49934","34703","27672","39162","14179","3624","30634","3273","26913","448","0"
"16182","0","53752","0","First State Bank","Hemphill","TX","75948","9/30/2018","11/14/2018","NM","101 Worth St","","1","0","0","7","0","Sabine","","","9/9/1944","9/9/1944","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.firststatebankhemphill.com","7144","6967","2381","5546","3248","2936","2644","1695","697","252","0"
"21752","13339","965051","1061110","First State Bank","Watonga","OK","73772","9/30/2018","11/14/2018","NM","321 West Main","FIRST STATE BANCORPORATION OF WATONGA, INC.","1","0","0","2","1","Blaine","","","9/5/1974","9/5/1974","3/7/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fsbwatonga.com","5656","4873","4135","5927","466","0","2744","1129","1615","0","0"
"12757","14420","513854","0","First State Bank","Valliant","OK","74764","9/30/2018","11/14/2018","NM","Dalton Ave. & Harris St.","","3","0","0","4","1","Mccurtain","","","1/1/1911","1/1/1934","5/18/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.fsbvalliant.com","5694","13821","1443","10271","6954","846","7424","933","4084","2106","301"
"17950","0","796152","2344650","First State Bank","Clute","TX","77531","9/30/2018","11/14/2018","NM","200 N. Brazosport Blvd.","FSB BANCSHARES, INC.","3","0","0","4","1","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","10/16/1958","1/2/1959","6/1/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.bankatfsb.com","7875","15225","3850","10017","4603","4631","3351","0","3351","0","0"
