cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"28533","1784","419675","2624398","First Bank Richmond","Richmond","IN","47374","9/30/2018","11/14/2018","NM","20 North 9th Street","FIRST MUTUAL OF RICHMOND, INC.","13","0","1","4","0","Wayne","","","1/1/1887","10/10/1935","4/21/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.firstbankrichmond.com","140501","3","19","7","18","17426","24026","6157","8678","840","1922","6937","9675","62412","2381","2762"
"14276","11028","239556","1978414","First Bank, Upper Michigan","Gladstone","MI","49837","9/30/2018","11/14/2018","NM","1400 Delta Avenue","FIRST BANCSHARES CORPORATION","10","0","0","4","1","Delta","","","8/14/1916","4/23/1934","11/4/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","www.first-bank.com","56509","115","0","0","533","8131","0","2753","2500","2304","6060","13385","10384","9990","354","8364"
"16501","10232","344647","1404632","First Bankers Trust Company, National Association","Quincy","IL","62301","9/30/2018","11/14/2018","N","12th And Broadway","FIRST BANKERS TRUSTSHARES, INC.","10","0","0","4","0","Adams","","","10/23/1946","10/23/1946","11/23/2009","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.firstbankers.com","355655","0","1716","0","0","74569","56570","4652","8373","3268","8827","78161","61683","57836","0","13811"
"4228","11338","988452","1051175","First Bethany Bank & Trust","Bethany","OK","73008","9/30/2018","11/14/2018","SM","6500 Northwest 39th Expwy.","FIRST BETHANY BANCORP, INC.","3","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1923","1/1/1934","7/21/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.firstbethany.com","89639","0","0","56","552","25567","1665","15792","16548","100","1630","999","1800","12406","12524","1731"
"15229","10824","537449","1247428","First Business Bank","Madison","WI","53719","9/30/2018","11/14/2018","NM","401 Charmany Drive","FIRST BUSINESS FINANCIAL SERVICES, INC.","8","0","1","4","0","Dane","31540","Madison, WI","5/1/1909","1/1/1934","6/1/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","0","http://www.firstbusiness.com","185862","0","0","1266","10353","25112","2204","18054","84205","15675","1168","7470","7846","12509","0","16843"
"58636","0","3633016","0","First Cahawba Bank","Selma","AL","36701","9/30/2018","11/14/2018","NM","2610 Citizens Parkway","","3","0","0","4","0","Dallas","","","9/10/2007","9/10/2007","1/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://firstcahawba.com","11708","0","0","0","0","3894","0","0","0","700","199","3157","1493","2265","0","899"
"57552","0","3177426","3684746","First Capital Bank","Germantown","TN","38138","9/30/2018","11/14/2018","NM","7575 Poplar Avenue","GERMANTOWN CAPITAL CORPORATION, INC.","2","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","5/19/2003","5/19/2003","5/4/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","http://www.firstcapitalbanktn.com","4256","0","0","0","196","610","0","0","0","0","0","0","497","2953","0","0"
"3399","15546","919568","2366755","First Capital Bank","Quanah","TX","79252","9/30/2018","11/14/2018","SM","Third And Mercer Streets","QUANAH FINANCIAL CORPORATION EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","2","0","Hardeman","","","1/1/1907","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fcbqt.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34966","15575","2849463","3836385","First Capital Bank","Laurinburg","NC","28352","9/30/2018","11/14/2018","NM","909 South Main Street","FIRST CAPITAL BANCSHARES, INC.","3","0","1","4","0","Scotland","","","9/27/1999","9/27/1999","1/2/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.fcbcarolinas.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35530","0","2963266","4346706","First Carolina Bank","Rocky Mount","NC","27804","9/30/2018","11/14/2018","NM","171 North Winstead Avenue","FIRST CAROLINA FINANCIAL SERVICES, INC.","4","0","0","4","0","Nash","40580","Rocky Mount, NC","11/29/2000","11/29/2000","8/29/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.firstcarolinabank.com","157018","0","0","2","1","573","1783","64721","39827","42641","2757","2541","1925","247","0","1757"
"10637","0","134156","1050495","First Central Bank","Cambridge","NE","69022","9/30/2018","11/14/2018","NM","623 Patterson","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Furnas","","","6/15/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.firstcentral.com","12552","0","0","0","0","0","0","0","0","660","1898","5864","2879","1251","0","2556"
"34995","0","2726050","1050495","First Central Bank McCook","Mccook","NE","69001","9/30/2018","11/14/2018","NM","904 North Highway 83","CENTRAL BANCSHARES, INC.","2","0","0","2","0","Red Willow","","","1/4/1999","1/4/1999","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.firstcentral.com","10819","0","0","0","0","0","0","0","0","660","1317","4607","3044","1091","100","0"
"34969","0","2797359","0","First Central Savings Bank","Glen Cove","NY","11542","9/30/2018","11/14/2018","SB","70 Glen Street","","9","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","4/5/1999","4/5/1999","7/26/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://FIRSTCENTRALSAVINGS.COM","54303","2896","2614","0","665","1597","13892","2499","14123","3962","0","3110","858","6987","1100","91"
"19716","9647","639549","1200311","First Central State Bank","Dewitt","IA","52742","9/30/2018","11/14/2018","NM","914 Sixth Avenue","OHNWARD BANCSHARES, INC.","4","0","0","2","0","Clinton","","","6/12/1967","6/12/1967","8/24/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.firstcentralsb.com","73599","0","0","0","0","410","0","15","0","2174","6010","33456","6890","22618","2026","8184"
"1700","12840","999935","1135646","First Century Bank","Tazewell","TN","37879","9/30/2018","11/14/2018","NM","1780 North Broad Street","CLAIBORNE HOLDING COMPANY, INC.","9","0","0","4","0","Claiborne","","","10/10/1899","1/1/1934","7/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.fcbtn.com","10208","0","0","0","1512","3470","0","0","0","1996","0","186","0","1780","1264","1996"
"57123","0","2997748","2997739","First Century Bank, National Association","Gainesville","GA","30501","9/30/2018","11/14/2018","N","807 Dorsey Street","FIRST CENTURY BANCORP.","1","0","0","7","0","Hall","23580","Gainesville, GA","3/25/2002","3/25/2002","9/25/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.myfirstcenturybank.com","25898","534","0","0","0","2228","1855","4432","9846","201","0","3285","3017","500","0","201"
"57252","0","3075474","3031902","First Chatham Bank","Savannah","GA","31401","9/30/2018","11/14/2018","NM","111 Barnard Street","FCB FINANCIAL CORP.","8","0","0","4","0","Chatham","42340","Savannah, GA","1/23/2002","1/23/2002","1/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.firstchatham.com","24877","0","0","0","0","1462","1548","0","476","0","0","383","4062","12821","4125","0"
"57966","0","3374878","5163003","First Choice Bank","Cerritos","CA","90703","9/30/2018","11/14/2018","NM","17785 Center Court Dr N","FIRST CHOICE BANCORP","12","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/18/2005","8/18/2005","7/31/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.firstchoicebankca.com","33806","0","0","0","0","3731","4574","1174","10554","0","0","0","0","4278","9495","0"
"5006","13028","968744","2524911","First Choice Bank","Pontotoc","MS","38863","9/30/2018","11/14/2018","SM","19 South Main Street","PONTOTOC BANCSHARES CORP.","3","0","0","4","0","Pontotoc","","","1/1/1900","1/1/1934","6/29/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","https://www.firstchoice.bank","80755","194","126","492","0","7158","0","6492","29952","1060","2406","5276","4786","22813","0","3521"
"23152","14558","541231","1143379","First Citizens Bank","Luverne","AL","36049","9/30/2018","11/14/2018","NM","100 West Third Street","FIRST CITIZENS-CRENSHAW BANCSHARES, INC.","5","0","0","4","0","Crenshaw","","","7/8/1980","7/8/1980","3/19/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.fcbl.com","70106","0","0","165","1010","16103","1966","1284","3189","851","2704","6165","6660","27443","2566","3639"
"4433","11448","186744","1203509","First Citizens Bank","Mason City","IA","50401","9/30/2018","11/14/2018","SM","2601 Fourth Street, S.W.","FIRST CITIZENS FINANCIAL CORP.","9","0","1","2","1","Cerro Gordo","","","1/9/1892","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.myfcb.bank","309616","2297","6629","569","671","34341","5255","8058","67949","31819","21862","23667","19988","59431","27080","26559"
"22502","0","666358","2351247","First Citizens Bank of Butte","Butte","MT","59701","9/30/2018","11/14/2018","SM","3220 Harrison Avenue","BUTTE BANK SHARES, INC.","2","0","0","4","1","Silver Bow","","","7/27/1977","7/27/1977","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.fcbob.com","11980","0","1","68","232","0","0","0","0","998","988","5342","3389","962","0","1987"
"21478","12088","620752","1128330","First Citizens Bank of Polson, National Association","Polson","MT","59860","9/30/2018","11/14/2018","N","213 First Street West","FLATHEAD LAKE BANCORPORATION, INC.","1","0","0","4","0","Lake","","","3/5/1974","3/5/1974","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.thehometownbank.com","1745","0","0","0","0","0","0","0","0","0","1149","496","0","100","0","1149"
"7593","9836","978118","1118368","First Citizens Community Bank","Mansfield","PA","16933","9/30/2018","11/14/2018","SM","15 South Main Street","CITIZENS FINANCIAL SERVICES, INC.","28","0","1","2","0","Tioga","","","6/11/1932","1/1/1934","12/9/2017","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.firstcitizensbank.com","240428","0","1946","3101","3462","17468","1036","2298","0","19612","18091","50999","52440","62066","7909","29035"
"4972","10429","133850","1098796","First Citizens National Bank","Dyersburg","TN","38024","9/30/2018","11/14/2018","N","One First Citizens Place","FIRST CITIZENS BANCSHARES, INC.","25","0","0","4","0","Dyer","","","1/1/1889","1/1/1934","9/30/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","0","http://www.firstcnb.com","521136","49","334","0","0","31189","140929","17","117456","848","8516","14726","20431","127159","59482","9362"
"11228","12845","831642","1203536","First Citizens State Bank","Whitewater","WI","53190","9/30/2018","11/14/2018","NM","207 West Main Street","WHITEWATER BANCORP., INC.","8","0","0","4","0","Walworth","","","10/25/1863","1/1/1934","2/22/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.firstcitizensww.com","91341","0","0","0","0","0","0","0","0","22924","26681","31519","7965","2252","0","49105"
"34899","0","2765602","3547841","First Citrus Bank","Tampa","FL","33618","9/30/2018","11/14/2018","NM","10824 N. Dale Mabry Highway","FIRST CITRUS BANCORPORATION, INC.","5","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","2/1/1999","2/1/1999","7/10/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.firstcitrus.com","269","0","0","0","0","230","39","0","0","0","0","0","0","0","0","0"
"741","9425","978417","0","First City Bank","Columbus","OH","43212","9/30/2018","11/14/2018","NM","1885 Northwest Boulevard","","1","0","0","4","1","Franklin","18140","Columbus, OH","1/1/1907","1/1/1934","5/31/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.myfirstcitybank.com","2569","13","13","172","160","1572","0","0","0","543","0","0","96","0","0","506"
"16748","11266","695134","1246382","First City Bank of Florida","Fort Walton Beac","FL","32548","9/30/2018","11/14/2018","NM","135 Perry Avenue, S.E.","FLORIDA FIRST CITY BANKS, INC.","2","0","0","4","0","Okaloosa","18880","Crestview-Fort Walton Beach-Destin, FL","11/17/1948","11/17/1948","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.firstcitybank.com","10305","0","11","0","0","1739","0","1380","2315","1520","0","0","0","541","2799","0"
"58644","0","3688548","0","First Colony Bank of Florida","Maitland","FL","32751","9/30/2018","11/14/2018","NM","711 North Orlando Avenue","","1","0","0","4","1","Orange","36740","Orlando-Kissimmee-Sanford, FL","1/28/2008","1/28/2008","3/9/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.firstcolonybank.net","27311","0","0","235","38","870","0","0","2484","0","0","1970","1916","11850","7948","0"
"3047","0","587752","3556375","First Colorado National Bank","Paonia","CO","81428","9/30/2018","11/14/2018","N","133 Grand Avenue","FIRST COLORADO FINANCIAL CORP.","2","0","0","4","1","Delta","","","1/4/1903","1/1/1934","3/14/2012","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.firstcoloradobank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"686","11521","881012","1118283","First Columbia Bank & Trust Co.","Bloomsburg","PA","17815","9/30/2018","11/14/2018","NM","232 East Street","CCFNB BANCORP, INC.","14","0","0","8","0","Columbia","14100","Bloomsburg-Berwick, PA","2/1/1926","1/1/1934","12/31/2008","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.firstcolumbiabank.com","178212","2255","7659","43","884","17317","2051","63","0","7511","17992","69606","28811","22004","2016","25503"
"34415","13570","2568063","0","First Command Bank","Fort Worth","TX","76109","9/30/2018","11/14/2018","SA","1 Firstcomm Plaza","","1","0","0","7","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","4/18/1997","4/18/1997","7/21/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.firstcommandbank.com","424101","87","4567","709","0","2744","0","54430","140030","32536","23993","47626","31383","85996","0","28787"
"58054","0","3404373","0","First Commerce Bank","Lakewood","NJ","8701","9/30/2018","11/14/2018","NM","105 River Avenue","","10","0","0","4","0","Ocean","35620","New York-Newark-Jersey City, NY-NJ-PA","1/30/2006","1/30/2006","6/25/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.firstcommercebk.com","54848","0","0","0","0","21793","8537","0","2481","0","576","2025","3820","12515","3101","576"
"57273","52503","3041358","3123366","First Commerce Bank","Marysville","KS","66508","9/30/2018","11/14/2018","NM","902 Broadway","FIRST COMMERCE FINANCIAL CORPORATION","2","0","0","2","1","Marshall","","","8/21/2002","8/21/2002","9/9/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","firstcommercebankonline.com","9730","0","0","0","0","1986","0","0","0","1857","957","1006","2088","1836","0","2814"
"57465","0","3153297","3465909","First Commerce Bank","Lewisburg","TN","37091","9/30/2018","11/14/2018","NM","500 North Ellington Parkway","FIRST COMMERCE BANCORP, INC.","4","0","0","4","0","Marshall","","","12/2/2002","12/2/2002","1/11/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.firstcommercebank.net","58000","0","0","112","0","987","298","0","0","5993","8953","7379","3994","10992","19292","14947"
"57069","0","2948058","3374935","FIRST COMMERCIAL BANK","Jackson","MS","39211","9/30/2018","11/14/2018","NM","1300 Meadowbrook Road","FIRST COMMERCIAL BANCSHARES, INC.","4","0","0","4","0","Hinds","27140","Jackson, MS","10/12/2000","10/12/2000","5/1/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.firstcommercialbk.com","19319","215","25","192","477","4929","0","281","735","251","2114","2995","2922","4183","0","2116"
