cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"12444","14423","116358","1128200","State Bank of Cold Spring","Cold Spring","MN","56320","9/30/2018","11/14/2018","NM","401 Main Street","LINDELL BANCSHARES, INC.","1","0","0","8","1","Stearns","41060","St. Cloud, MN","1/1/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.statebankcoldspring.com","37734","3635","3897","148","7991","13387","25","366","1","","","0"
"8323","0","1008450","0","State Bank of Colon","Colon","NE","68018","9/30/2018","11/14/2018","NM","102 Spruce Street","","1","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","4/28/1899","1/1/1934","11/17/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","12651","745","604","61","4805","1229","3","0","0","","","258"
"15091","9868","525549","2336806","State Bank of Cross Plains","Cross Plains","WI","53528","9/30/2018","11/14/2018","NM","1205 Main Street","S.B.C.P. BANCORP, INC.","9","0","0","4","0","Dane","31540","Madison, WI","1/1/1908","1/1/1934","7/5/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","https://www.crossplainsbank.com","467480","30190","28242","1219","120713","303374","342","3036","6","","","13462"
"1401","0","283157","3042841","State Bank of Danvers","Benson","MN","56215","9/30/2018","11/14/2018","NM","2010 Minnesota Ave","WEST 12 BANCORPORATION, INC.","1","0","0","2","1","Swift","","","7/9/1902","1/1/1934","7/9/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.sbdanvers.com","25644","1289","2685","103","8235","11470","22","626","2","","","625"
"5740","0","45038","1137453","State Bank of Davis","Davis","IL","61019","9/30/2018","11/14/2018","NM","100 Route 75","FORESIGHT FINANCIAL GROUP, INC.","1","0","0","4","0","Stephenson","","","7/14/1928","1/1/1934","4/2/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.statebankofdavis.com","85617","6438","12648","512","52868","23761","39","1435","4","","","11481"
"15463","0","621357","0","State Bank of De Kalb","De Kalb","TX","75559","9/30/2018","11/14/2018","NM","102 S.W. Runnels Street","","6","0","0","4","1","Bowie","45500","Texarkana, TX-AR","2/19/1937","2/20/1937","3/26/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.statebankofdekalb.com","109102","7275","5802","191","39897","71134","120","0","0","","","13883"
"9659","0","792453","1143575","State Bank of Downs","Downs","KS","67437","9/30/2018","11/14/2018","NM","900 Morgan Avenue","B BANK, INC.","2","0","1","2","1","Osborne","","","1/1/1892","1/1/1934","10/6/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.statebankofdowns.com","49745","4356","3780","126","15962","20920","42","0","0","","","252"
"18145","0","403656","0","State Bank of Eagle Butte","Eagle Butte","SD","57625","9/30/2018","11/14/2018","NM","124 Main St","","1","0","0","2","0","Dewey","","","2/1/1960","2/1/1960","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.statebankofeaglebutte.com","21245","3122","622","16","5724","34362","40","0","0","","","10553"
"16561","0","379050","1134863","State Bank of Easton","Easton","MN","56025","9/30/2018","11/14/2018","NM","50 Main Street","EASTON BANCSHARES, INCORPORATED","1","0","0","2","1","Faribault","","","5/21/1934","4/9/1947","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","10464","780","1378","40","5513","1909","5","558","1","","","385"
"8541","15645","723158","1126112","State Bank of Fairmont","Fairmont","MN","56031","9/30/2018","11/14/2018","NM","918 East Blue Earth Avenue","WEB, INC.","1","0","0","2","1","Martin","","","6/1/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.sbof.com","71030","4429","3168","129","38397","20509","41","0","0","","","2473"
"10434","0","937339","1718209","State Bank of Graymont","Graymont","IL","61743","9/30/2018","11/14/2018","NM","204 Main Street","GRAYMONT BANCORP, INC.","3","0","0","2","0","Livingston","","","1/1/1913","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.sbofgray.com","109012","7936","14943","603","33856","47163","94","6264","14","","","7583"
"8199","0","80552","1128086","State Bank of Hamburg","Hamburg","MN","55339","9/30/2018","11/14/2018","NM","591 Park Avenue","HAMBURG FINANCIAL, INC.","1","0","0","2","1","Carver","33460","Minneapolis-St. Paul-Bloomington, MN-WI","12/5/1904","1/1/1934","5/15/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.statebankofhamburg.com","15434","1341","1293","59","6269","6702","13","0","0","","","312"
"11671","15537","879336","1137453","State Bank of Herscher","Herscher","IL","60941","9/30/2018","11/14/2018","NM","10 Tobey Drive","FORESIGHT FINANCIAL GROUP, INC.","1","0","0","4","0","Kankakee","28100","Kankakee, IL","5/20/1902","1/1/1934","12/21/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.sbherscher.com","74439","5275","13965","448","33326","37634","39","258","1","","","1059"
"33682","0","95716","0","State Bank of India","New York","NY","10022","9/30/2018","11/14/2018","OI","460 Park Avenue","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","7/5/1955","12/8/1971","2/23/2018","Stock","0","0","FDIC","DIF","New York","SAN FRANCISCO","New York City","New York","Northeastern","Northeast","0","0","","5792301","","0","","","300583","329","0","0","0","0",""
"33664","0","217237","0","State Bank of India","Chicago","IL","60603","9/30/2018","11/14/2018","OI","19 S. Lasalle St., 2nd Fl.","","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/5/1955","12/29/1975","1/18/2017","Stock","0","0","FDIC","DIF","Chicago","SAN FRANCISCO","Chicago","Chicago","Central","Central","0","0","","1035853","","21641","","","235735","172","0","0","0","0",""
"23998","0","779968","1242562","State Bank of India (California)","Los Angeles","CA","90017","9/30/2018","11/14/2018","NM","707 Wilshire Blvd, # 2900","STATE BANK OF INDIA","8","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/3/1982","9/3/1982","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","http://www.sbical.com","360892","18395","692","22","213843","237113","334","0","0","","","91438"
"10820","0","944935","0","State Bank of Industry","Industry","IL","61440","9/30/2018","11/14/2018","NM","101 W. Main Street","","1","0","0","2","1","Mcdonough","","","3/25/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.statebankofindustry.com","31454","1628","1744","52","19456","13956","25","0","0","","","10009"
"10200","0","1014255","0","State Bank of Jeffers","Jeffers","MN","56145","9/30/2018","11/14/2018","NM","104 East Whited Street","","1","0","0","2","0","Cottonwood","","","6/27/1900","1/1/1934","2/23/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.statebankofjeffers.com","22779","1748","0","0","4319","672","2","0","0","","","301"
"9351","0","912756","1132793","State Bank of Lake Park","Lake Park","MN","56554","9/30/2018","11/14/2018","NM","2049 2nd Street","LAKE PARK BANCSHARES, INC.","2","0","0","8","1","Becker","","","10/11/1926","1/1/1934","5/10/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.statebankoflakepark.com","27363","2071","1623","207","10350","3682","9","618","1","","","1368"
"16477","0","678258","1124994","State Bank of Lakota","Lakota","ND","58344","9/30/2018","11/14/2018","NM","125 Main Street","LAKOTA BANK HOLDING COMPANY, INC.","1","0","0","2","1","Nelson","","","1/1/1900","9/16/1946","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.statebankoflakota.com","27993","2120","3615","79","9093","10434","18","1175","3","","","4181"
"12396","0","490535","1204775","State Bank of Lincoln","Lincoln","IL","62656","9/30/2018","11/14/2018","NM","508 Broadway","LINCOLN S.B. CORP.","6","0","0","2","1","Logan","","","1/16/1904","1/1/1934","7/2/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.sblincoln.com","168288","13769","7778","601","46441","133672","135","1109","2","","","9555"
"8190","0","916259","1129186","State Bank of Lismore","Lismore","MN","56155","9/30/2018","11/14/2018","NM","190 South 3rd Avenue","LISMORE FINANCIAL SERVICES, INC.","1","0","0","2","1","Nobles","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.statebankoflismore.com","30778","1966","1640","155","16020","10526","18","0","0","","","6184"
"1833","0","345747","1129618","State Bank of Lizton","Lizton","IN","46149","9/30/2018","11/14/2018","NM","206 North State Street","LIZTON FINANCIAL CORPORATION","11","0","0","4","0","Hendricks","26900","Indianapolis-Carmel-Anderson, IN","12/1/1910","1/1/1934","10/22/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.statebankoflizton.com","212412","15725","4929","277","48623","212096","192","306","1","","","61897"
"18525","0","2554","3615272","State Bank of Marietta","Marietta","MN","56257","9/30/2018","11/14/2018","NM","201 3rd Ave North","DAKOTA FINANCIAL, INC.","1","0","0","2","1","Lac Qui Parle","","","8/14/1941","5/21/1962","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.sbmarietta.com","8875","728","0","0","3169","2399","6","0","0","","","0"
"14561","0","50144","0","State Bank of Medora","Medora","IN","47260","9/30/2018","11/14/2018","NM","24 E Main St","","1","0","0","5","0","Jackson","","","9/19/1933","7/9/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","medorabank.com","46079","3943","6592","299","33073","18856","33","1044","4","","","5800"
"10623","12907","565844","1138786","State Bank of Missouri","Concordia","MO","64020","9/30/2018","11/14/2018","NM","101 N.W. 2nd Street","C.S. BANCSHARES, INC.","4","0","0","8","1","Lafayette","28140","Kansas City, MO-KS","7/28/1884","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.gostatebank.com","51667","5065","1716","99","9365","37110","27","0","0","","","2488"
"13582","0","783349","0","State Bank of Nauvoo","Nauvoo","IL","62354","9/30/2018","11/14/2018","NM","1205 Mulholland Street","","2","0","0","8","0","Hancock","","","1/17/1893","1/8/1934","11/28/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","21292","2412","1396","63","7924","4053","6","0","0","","","0"
"9735","0","874452","1487327","State Bank of New Richland","New Richland","MN","56072","9/30/2018","11/14/2018","NM","103 North Broadway","NEW RICHLAND BANCSHARES, INC.","1","0","0","2","1","Waseca","","","10/31/1898","1/1/1934","6/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","WWW.SBNR.BIZ","41950","2906","1098","54","29169","21986","24","300","1","","","2036"
"9529","0","228345","3089314","State Bank of Newburg","Newburg","WI","53060","9/30/2018","11/14/2018","NM","300 Congress Dr Hwy 33","SBN COMMUNITY BANCORP, INC.","1","0","0","2","0","Washington","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.newburgbank.com","89311","5480","24328","603","68042","18923","37","3816","13","","","10302"
"10644","0","218850","1051054","State Bank of Odell","Odell","NE","68415","9/30/2018","11/14/2018","NM","111 Main Street","S. & S. INVESTMENT COMPANY","2","0","0","2","1","Gage","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.statebankofodell.com","19353","1986","470","44","4140","2718","7","0","0","","","0"
"14960","0","159645","2629834","State Bank of Reeseville","Reeseville","WI","53579","9/30/2018","11/14/2018","NM","203 South Main Street","RW BANCORP., LTD.","2","0","0","2","0","Dodge","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.statebankofreeseville.com","32771","2131","3474","178","16085","21283","16","0","0","","","4646"
"12391","0","575647","0","State Bank of Saunemin","Saunemin","IL","61769","9/30/2018","11/14/2018","NM","59 North St","","2","0","0","2","1","Livingston","","","6/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.statebankofsaunemin.com","21352","1435","2247","65","6874","7857","14","0","0","","","0"
"13931","0","534242","2598118","State Bank of Schaller","Schaller","IA","51053","9/30/2018","11/14/2018","NM","100 West Second","CENTURY BANCSHARES, INC.","1","0","0","2","0","Sac","","","1/1/1898","2/24/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.netteller.com/statebankofschaller","18977","1406","1213","56","10110","7389","11","0","0","","","862"
"14069","0","926650","0","State Bank of Scotia","Scotia","NE","68875","9/30/2018","11/14/2018","NM","104 S Main St","","1","0","0","2","0","Greeley","","","1/1/1934","4/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","24339","1609","1895","59","13781","5667","10","0","0","","","753"
"17964","9795","656470","2169871","State Bank of Southern Utah","Cedar City","UT","84721","9/30/2018","11/14/2018","NM","377 North Main","SOUTHERN UTAH BANCORPORATION","12","0","0","4","0","Iron","","","11/25/1957","2/2/1959","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.sbsu.com","553091","48752","54909","1921","175427","296449","512","10320","29","","","33142"
"26358","0","293754","1404678","State Bank of Southwest Missouri","Springfield","MO","65804","9/30/2018","11/14/2018","NM","3310 East Sunshine Street","STATE BANCSHARES, INC.","1","0","0","5","1","Greene","44180","Springfield, MO","9/16/1985","9/16/1985","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.statebankonline.net","47344","3608","3539","273","14761","54295","56","268","1","","","2398"
"5730","0","362940","3957552","State Bank of St. Jacob","Saint Jacob","IL","62281","9/30/2018","11/14/2018","NM","102 W Fourth Street","ST. JACOB BANCSHARES, INC.","2","0","0","8","1","Madison","41180","St. Louis, MO-IL","11/3/1903","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.statebankofstjacob.com","35445","3451","3065","191","11955","14242","25","369","1","","","2245"
"9822","0","660253","1053973","State Bank of Table Rock","Table Rock","NE","68447","9/30/2018","11/14/2018","NM","402 Houston Street","DUROC INVESTMENT COMPANY","7","0","0","2","1","Pawnee","","","10/26/1885","1/1/1934","1/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.tablerockbank.com","50554","4519","2716","64","25664","8242","18","301","1","","","1222"
"16906","0","205458","3613540","State Bank of Taunton","Taunton","MN","56291","9/30/2018","11/14/2018","NM","101 N. Main St.","TAUNTON BANCSHARES, INC.","1","0","0","2","1","Lyon","","","2/1/1905","5/1/1950","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","statebankoftaunton.com","30248","2206","3600","126","11740","6770","15","0","0","","","2667"
"27074","16090","1157415","3308677","State Bank of Texas","Dallas","TX","75234","9/30/2018","11/14/2018","NM","11950 Webb Chapel Road","SBT BANCSHARES, INC.","6","0","1","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","10/19/1987","10/19/1987","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.statebnk.com","390829","5006","227","21","267977","301443","506","0","0","","","88344"
"5744","13880","595430","2260406","State Bank of the Lakes","Antioch","IL","60002","9/30/2018","11/14/2018","SM","440 Lake Street","WINTRUST FINANCIAL CORPORATION","9","0","1","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1926","1/1/1934","8/11/2014","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.sbotl.com","758719","47696","33191","2294","263595","232366","346","806","3","","","73432"
"12386","0","535940","1245769","State Bank of Toulon","Toulon","IL","61483","9/30/2018","11/14/2018","NM","102 West Main Street","STARK COUNTY BANCORP, INC.","3","0","0","2","1","Stark","37900","Peoria, IL","6/20/1903","1/1/1934","10/23/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","WWW.STATEBANKOFTOULON.COM","140281","8241","4597","192","45283","42351","84","0","0","","","7509"
"15308","0","200042","1210785","State Bank of Wapello","Wapello","IA","52653","9/30/2018","11/14/2018","NM","306 North Second Street","WAPELLO BANKSHARES, INC.","1","0","0","2","1","Louisa","","","10/18/1935","11/19/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.statebankofwapello.com","22326","1203","1454","101","5221","9253","11","0","0","","","0"
"12706","11093","266244","3939473","State Bank of Waterloo","Waterloo","IL","62298","9/30/2018","11/14/2018","NM","855 North Illinois Route 3","SBW BANCSHARES, INC.","3","0","0","4","0","Monroe","41180","St. Louis, MO-IL","1/4/1894","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.sbw.bank","101006","7403","4769","142","44865","29651","39","301","1","","","2764"
"8827","12495","808354","1124369","State Bank of Wheaton","Wheaton","MN","56296","9/30/2018","11/14/2018","NM","921 Broadway","TRAVERSE COUNTY INVESTMENT CORPORATION","2","0","0","2","1","Traverse","","","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.sbwheaton.com","39470","2270","3508","227","16506","15155","33","1797","5","","","5806"
"19689","0","270148","1140725","State Bank of Whittington","Benton","IL","62812","9/30/2018","11/14/2018","NM","200 North Main Street","WHITTINGTON BANCORP, INC.","5","0","0","8","1","Franklin","","","8/5/1919","3/16/1967","7/14/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.statebankofwhittington.com","89033","7956","2857","289","17396","24436","42","0","0","","","819"
"5820","9373","808345","3300215","State Central Bank","Bonaparte","IA","52620","9/30/2018","11/14/2018","NM","612 1st Street","LOGAN INVESTMENT CORPORATION","3","0","0","4","1","Van Buren","","","3/17/1858","1/1/1934","11/20/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.statecentralbank.com","22974","1970","449","65","4379","9750","13","0","0","","","0"
"34617","14640","2590037","0","State Farm Bank, F.S.B.","Bloomington","IL","61710","9/30/2018","11/14/2018","SA","One State Farm Plaza E-6","","1","0","0","6","0","Mclean","14010","Bloomington, IL","3/12/1999","3/12/1999","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","0","www.statefarm.com/finances/banking","7349202","512706","1285999","63521","5365840","1670273","4168","135545","409","","","773145"
"5995","0","102155","1058428","State Guaranty Bank","Okeene","OK","73763","9/30/2018","11/14/2018","NM","202 North Main Street","S G BANCSHARES, INC.","1","0","0","2","1","Blaine","","","1/1/1900","1/1/1934","3/9/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.sgbok.com","35382","1619","1000","51","18333","9415","18","272","1","","","2710"
"5490","0","581358","1965768","State Nebraska Bank & Trust","Wayne","NE","68787","9/30/2018","11/14/2018","NM","122 Main Street","STATE NATIONAL BANCSHARES, INC.","2","0","0","2","0","Wayne","","","1/1/1892","1/1/1934","12/31/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.statenebank.com","80321","6255","5738","522","29937","40187","43","0","0","","","5254"
"248","11064","762045","1201729","State Savings Bank","West Des Moines","IA","50265","9/30/2018","11/14/2018","NM","4800 George Mills Civic Park","SSB HOLDING CO., INC.","2","0","0","4","1","Polk","19780","Des Moines-West Des Moines, IA","7/4/1894","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.ssb.bank","70460","4806","2254","103","20098","26404","51","0","0","","","3116"
"14773","0","792640","1203022","State Savings Bank","Creston","IA","50801","9/30/2018","11/14/2018","NM","602 Sheldon Street","BEDFORD BANCORP, INC.","5","0","0","2","1","Union","","","1/1/1915","9/29/1934","10/1/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.yourfullservicebank.com","79380","6238","3414","117","38868","20989","39","0","0","","","4997"
"8513","0","286840","1210002","State Savings Bank","Rake","IA","50465","9/30/2018","11/14/2018","NM","102 N Main St.","RAKE BANCORPORATION","1","0","0","2","0","Winnebago","","","1/15/1914","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.rakestatesavingsbank.com","46712","1499","8162","149","46711","9211","20","891","3","","","6204"
"8162","11909","22543","1245666","State Savings Bank, Frankfort, Mich.","Frankfort","MI","49635","9/30/2018","11/14/2018","NM","703 Main Street","CENTRAL-STATE BANCORP, INC.","2","0","0","4","0","Benzie","","","1/1/1901","1/1/1934","9/30/2018","Stock","0","0","FDIC","DIF","Chicago","KANSAS CITY","Grand Rapids","Chicago","Central","Central","0","1","www.ssbankmi.com","67921","5864","2549","128","11725","46645","60","371","1","","","2076"
"14857","11082","352745","1095058","State Street Bank and Trust Company","Quincy","IL","62301","9/30/2018","11/14/2018","NM","801 State Street","BACKLUND INVESTMENT CO.","4","0","0","6","1","Adams","","","1/1/1890","11/8/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.statestreetbank.com","156167","14293","3370","209","38076","30472","57","0","0","","","1041"
"14","14278","35301","1111435","State Street Bank and Trust Company","Boston","MA","2111","9/30/2018","11/14/2018","SM","1 Lincoln St. Fl 1","STATE STREET CORPORATION","1","1","0","1","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1792","1/1/1934","10/30/2013","Stock","0","1","FED","DIF","New York","WASHINGTON","South Boston","Boston","Northeastern","Northeast","0","0","http://www.statestreet.com","832030","25203","0","0","0","107256018","12440","0","0","","","41282000"
"58127","0","3371309","3371297","STC Capital Bank","Saint Charles","IL","60174","9/30/2018","11/14/2018","NM","460 1st Street","STC BANCSHARES CORP.","4","0","0","4","1","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/17/2006","1/17/2006","9/24/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.stccapitalbank.com","123590","4487","3913","119","56965","105629","139","1049","4","","","31134"
"10160","9896","1011656","2295837","Stearns Bank Holdingford National Association","Holdingford","MN","56340","9/30/2018","11/14/2018","N","580 Main Street","STEARNS FINANCIAL SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","4","0","Stearns","41060","St. Cloud, MN","10/10/1910","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","www.stearnsbank.com","58342","2282","2069","178","37411","7805","16","0","0","","","2190"
"10988","10016","141556","2295837","Stearns Bank National Association","Saint Cloud","MN","56303","9/30/2018","11/14/2018","N","4191 Second Street South","STEARNS FINANCIAL SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","8","0","1","4","0","Stearns","41060","St. Cloud, MN","5/28/1912","1/1/1934","10/19/2012","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","www.stearnsbank.com","1116203","20038","54907","958","841657","301227","364","4284","8","","","31384"
"9336","9923","208459","2295837","Stearns Bank Upsala National Association","Upsala","MN","56384","9/30/2018","11/14/2018","N","105 S. Main Street","STEARNS FINANCIAL SERVICES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","4","0","Morrison","","","5/11/1914","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","0","www.stearnsbank.com","48369","1745","1067","105","31126","7523","16","0","0","","","2673"
"6195","0","628356","2176105","Sterling Bank","Barron","WI","54812","9/30/2018","11/14/2018","NM","234 East La Salle Avenue","NORTHWEST WISCONSIN BANCORP, INC.","4","0","0","4","1","Barron","","","5/1/1885","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.sterlingbank.ws","162621","11207","10709","443","60825","42649","90","280","1","","","12684"
"57813","0","3284490","3283587","Sterling Bank","Poplar Bluff","MO","63901","9/30/2018","11/14/2018","NM","1100 Sterling Drive","STERLING BANCSHARES, INC.","11","0","1","4","0","Butler","","","10/19/2004","10/19/2004","2/8/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.sterbank.com","707590","26116","27512","815","452137","316129","628","2884","11","","","69728"
"32232","8028","979375","0","Sterling Bank and Trust, FSB","Southfield","MI","48076","9/30/2018","11/14/2018","SA","1 Towne Square, Suite 1900","","28","0","1","5","0","Oakland","19820","Detroit-Warren-Dearborn, MI","4/18/1984","7/9/1984","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","0","www.sterlingbank.com","1437277","47332","35795","1663","635522","1085140","1757","1764","6","","","159915"
"27664","73","867070","0","Sterling Federal Bank, F.S.B.","Sterling","IL","61081","9/30/2018","11/14/2018","SA","110 E 4th St","","10","0","1","5","0","Whiteside","","","1/1/1885","10/22/1934","6/20/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.sterlingfederal.com","295744","25398","29482","954","151226","38871","91","1089","3","","","15495"
