cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"8892","12194","436953","2300768","Bank of Sullivan","Sullivan","MO","63080","9/30/2018","11/14/2018","NM","318 West Main Street","MID-MISSOURI HOLDING COMPANY, INC","8","0","0","4","0","Franklin","41180","St. Louis, MO-IL","4/1/1895","1/1/1934","12/14/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofsullivan.com","416873","22794","52181","40908","29361","2459","9957","62005","59815","81075","38537","9466","474"
"13565","15599","124344","3808113","Bank of Sun Prairie","Sun Prairie","WI","53590","9/30/2018","11/14/2018","NM","228 East Main Street","BOSP BANCSHARES, INC.","4","0","0","4","0","Dane","31540","Madison, WI","8/8/1903","1/6/1934","1/6/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.bankofsunprairie.com","328688","2393","2354","6335","8969","10380","2584","36064","33139","80374","92662","52741","1"
"11788","12686","910239","2376727","Bank of Sunset and Trust Company","Sunset","LA","70584","9/30/2018","11/14/2018","NM","863 Napoleon Avenue","SUNSET BANCORP, INC.","4","0","0","4","0","Saint Landry","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.bankofsunset.com","98788","752","2196","10440","11801","1729","0","18664","16979","19532","10068","3712","2896"
"21573","11347","340135","1135002","Bank of Tennessee","Kingsport","TN","37660","9/30/2018","11/14/2018","NM","301 East Center Street","BANCTENN CORP.","25","0","1","4","1","Sullivan","28700","Kingsport-Bristol-Bristol, TN-VA","5/13/1974","5/13/1974","2/22/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","http://www.bankoftennessee.com","1026013","6271","19185","23530","51275","46388","156445","136866","24588","96373","244698","208549","8195"
"35320","0","2823221","1245581","Bank of Terrell","Dawson","GA","39842","9/30/2018","11/14/2018","NM","250 East Lee Street","GEORGIA COMMUNITY BANCORP, INCORPORATED","3","0","0","4","1","Terrell","10500","Albany, GA","8/31/1999","8/31/1999","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.bankofterrell.com","133270","4275","5404","17117","6737","23976","768","13363","28774","19117","8260","2786","812"
"18576","0","925653","3929821","Bank of Texas","Midland","TX","79701","9/30/2018","11/14/2018","SM","306 West Wall Suite 100","TALL CITY BANCSHARES, INC.","3","0","0","4","1","Midland","33260","Midland, TX","8/4/1962","8/4/1962","1/5/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.bankoftexasonline.com","262435","7421","206","305","50","66","0","224895","2312","10544","16050","586","0"
"21161","0","1006513","1244801","Bank of the Bluegrass and Trust Company","Lexington","KY","40507","9/30/2018","11/14/2018","NM","101 East High Street","BLUEGRASS BANCSHARES, INC.","3","0","0","4","0","Fayette","30460","Lexington-Fayette, KY","4/10/1972","7/16/1973","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankofthebluegrass.com","196985","3862","8106","10460","4997","6217","21449","25587","5630","28611","57487","19277","4175"
"26539","0","718275","0","Bank of the Federated States of Micronesia","Pohnpei","FM","96941","9/30/2018","11/14/2018","NM","Corp Office, Kaselehlie St","","0","0","1","7","0","64040","","","2/7/1986","2/7/1986","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","N/A","5","1","","45795","0","0","631","989","34","0","2194","4351","19803","15323","1832","0"
"4791","15583","552059","1060524","Bank of the Flint Hills","Wamego","KS","66547","9/30/2018","11/14/2018","SM","806 Fifth Street","WAMEGO BANCSHARES, INC.","8","0","0","4","1","Pottawatomie","31740","Manhattan, KS","1/1/1875","1/1/1934","7/14/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.bankflinthills.com","228749","5852","9225","7489","655","9188","17469","33082","46691","15927","17138","30864","34846"
"35207","0","2787770","3217032","Bank of the James","Lynchburg","VA","24504","9/30/2018","11/14/2018","SM","615 Church Street","BANK OF THE JAMES FINANCIAL GROUP, INC.","16","0","0","4","0","Lynchburg City","31340","Lynchburg, VA","7/22/1999","7/22/1999","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.bankofthejames.bank","531195","10711","18681","35892","29460","16393","2376","124460","28325","59699","112720","51282","38846"
"21219","9926","422116","1071249","Bank of the Mountains, Inc.","West Liberty","KY","41472","9/30/2018","11/14/2018","NM","Main And Court Streets","MOUNTAIN BANCORP, INC.","3","0","0","8","0","Morgan","","","9/15/1973","9/15/1973","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.bankofthemountains.com","52637","3173","3110","4295","2419","1902","2694","5474","11046","8372","5046","2333","1794"
"20387","0","777366","1028533","Bank of the Orient","San Francisco","CA","94104","9/30/2018","11/14/2018","SM","233 Sansome Street","ORIENT BANCORPORATION","8","1","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","3/17/1971","3/17/1971","9/13/2016","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.bankorient.com","719548","48517","15680","23718","10202","9813","0","298255","113381","108108","62723","27574","51"
"23041","10584","307679","2560236","Bank of the Pacific","Aberdeen","WA","98520","9/30/2018","11/14/2018","NM","300 East Market Street","PACIFIC FINANCIAL CORPORATION","18","0","1","4","0","Grays Harbor","","","12/26/1979","12/26/1979","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.bankofthepacific.com","701116","11015","7979","16648","14993","14276","3630","144486","55375","121007","173846","132797","4369"
"22340","14345","192857","2623001","Bank of the Panhandle","Guymon","OK","73942","9/30/2018","11/14/2018","NM","13th And Main Streets","PANHANDLE BANCSHARES, INC.","1","0","0","4","1","Texas","","","10/12/1976","10/12/1976","1/19/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bopguymon.com","106999","1080","3253","2367","2562","1608","844","36091","12309","11580","7690","20975","6416"
"4626","52232","1007659","1058624","Bank of the Prairie","Olathe","KS","66062","9/30/2018","11/14/2018","NM","18675 West 151st Street","PRAIRIE STAR BANCSHARES, INC.","2","0","0","4","0","Johnson","28140","Kansas City, MO-KS","1/1/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.bankoftheprairie.com","103253","2903","956","7656","7822","3491","1065","24327","12588","16832","15951","3135","3820"
"2205","12491","475756","1134470","Bank of The Rockies, National Association","White Sulphur Sp","MT","59645","9/30/2018","11/14/2018","N","205 West Main Street","COUNTRICORP","6","0","0","2","1","Meagher","","","8/1/1883","1/1/1934","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","WWW.BANKOFTHEROCKIES.COM","107353","595","1985","561","469","1729","8249","8272","12004","6024","7366","14811","43150"
"22597","10050","662369","2976396","Bank of the Sierra","Porterville","CA","93257","9/30/2018","11/14/2018","NM","90 North Main Street","SIERRA BANCORP","41","0","0","4","0","Tulare","47300","Visalia-Porterville, CA","1/19/1978","1/19/1978","6/27/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.bankofthesierra.com","1697111","4300","4750","2485","1721","23310","180556","488432","106427","45279","119372","272188","437301"
"19125","0","83236","1129515","Bank of the South","Pensacola","FL","32506","9/30/2018","11/14/2018","NM","4410 W. Fairfield Drive","FIVE FLAGS BANKS, INC.","2","0","0","7","0","Escambia","37860","Pensacola-Ferry Pass-Brent, FL","5/20/1964","5/24/1964","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.bankofthesouth.com","24020","0","339","42","1982","791","0","2203","605","7584","9994","477","2"
"2247","14339","499752","2013947","Bank of the Southwest","Roswell","NM","88201","9/30/2018","11/14/2018","NM","226 North Main Street","NEW MEXICO NATIONAL FINANCIAL INCORPORATED","13","0","0","4","1","Chaves","","","3/18/1930","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.bankofsw.com","125718","1360","3761","5497","1381","5699","7975","21573","21066","39054","6576","10992","443"
"25291","0","478195","1983070","Bank of the Valley","Bellwood","NE","68624","9/30/2018","11/14/2018","NM","404 State Street","BELLWOOD COMMUNITY HOLDING COMPANY","5","0","0","2","0","Butler","","","5/11/1984","5/11/1984","7/1/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.bankofthevalley.com","197803","243","222","1768","3449","4343","97","67648","16368","22500","50212","29042","746"
"26627","0","859552","1141384","Bank of the West","Grapevine","TX","76051","9/30/2018","11/14/2018","NM","108 West Northwest Highway","GREATER SOUTHWEST BANCSHARES, INC.","11","0","0","4","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","4/1/1986","4/1/1986","5/2/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bnkwest.com","334741","5218","2255","5672","3335","2685","11597","76398","62914","72553","51817","19441","19373"
"3514","13975","804963","1231968","Bank of the West","San Francisco","CA","94104","9/30/2018","11/14/2018","NM","180 Montgomery Street","BNP PARIBAS","557","1","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","1/1/1874","1/1/1934","11/8/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.bankofthewest.com","62116268","88015","243135","359786","559976","1818411","5438537","23444471","859900","3094971","5368531","13623001","6919753"
"16389","10996","589523","2730383","Bank of Travelers Rest","Travelers Rest","SC","29690","9/30/2018","11/14/2018","NM","42 Plaza Drive","TRAVELERS REST BANCSHARES, INC.","10","0","0","4","1","Greenville","24860","Greenville-Anderson-Mauldin, SC","3/10/1946","3/18/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.bankoftravelersrest.com","453642","4907","3937","4711","4678","39324","35026","90095","15174","71866","56723","117755","7068"
"19480","0","831352","1126523","Bank of Turtle Lake","Turtle Lake","ND","58575","9/30/2018","11/14/2018","NM","205 Main Street","MCLEAN BANK HOLDING COMPANY","1","0","0","2","0","Mclean","","","9/1/1965","9/1/1965","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://btlnd.com","43661","1","37","125","127","42","0","7684","11377","13281","7412","1772","1683"
"17159","9533","933975","2935142","Bank of Utah","Ogden","UT","84401","9/30/2018","11/14/2018","SM","2605 Washington Blvd","BOU BANCORP, INC.","14","0","0","4","0","Weber","36260","Ogden-Clearfield, UT","2/5/1952","12/1/1952","3/9/2018","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","WWW.BANKOFUTAH.COM","967411","1869","1987","6078","4832","6726","6745","666099","32540","77842","52088","98604","11987"
"13397","0","254317","0","Bank of Utica","Utica","NY","13502","9/30/2018","11/14/2018","NM","222 Genesee Street","","1","0","0","9","0","Oneida","46540","Utica-Rome, NY","4/23/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.bankofutica.com","67917","0","12","33","40","1944","0","34813","1163","12825","16894","68","0"
"420","0","286251","1055605","Bank of Vici","Vici","OK","73859","9/30/2018","11/14/2018","NM","121 West Broadway Street","VICI BANCORPORATION","1","0","0","4","1","Dewey","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankofvici.com","18350","2","226","273","159","0","0","1685","3501","5986","5367","178","0"
"57640","0","3254297","3569049","Bank of Walker County","Jasper","AL","35501","9/30/2018","11/14/2018","NM","607 Hwy 78 East","RELATIONS BANCSHARES, INC.","1","0","0","4","1","Walker","13820","Birmingham-Hoover, AL","3/29/2004","3/29/2004","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.bankofwalkercounty.com","51090","832","4746","3136","1764","5394","1066","5949","12407","5213","7133","1568","1365"
"27496","0","1404481","2352842","Bank of Walterboro","Walterboro","SC","29488","9/30/2018","11/14/2018","NM","1100 N. Jefferies Boulevard","COMMUNITYCORP","4","0","0","4","0","Colleton","","","5/1/1989","5/1/1989","12/7/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.bankofwalterboro.com","112892","488","2437","6815","23222","764","0","3314","9654","16801","27489","15030","5889"
"12627","11216","565750","2294812","Bank of Washington","Washington","MO","63090","9/30/2018","11/14/2018","NM","200 West Main Street","DIAMOND BANCORP, INC","6","0","0","4","1","Franklin","41180","St. Louis, MO-IL","10/29/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.bankofwashington.com","558394","12180","8170","21428","6898","4385","21943","222890","33597","122553","52886","13977","1239"
"4087","0","175056","1062706","Bank of Western Oklahoma","Elk City","OK","73644","9/30/2018","11/14/2018","SM","201 East Broadway Street","WESTERN OKLAHOMA BANCSHARES, INC.","6","0","0","2","1","Beckham","","","4/1/1908","1/1/1934","6/17/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankofwesternoklahoma.com","229497","19339","17042","1940","1388","52","0","157488","17615","5688","4495","928","3483"
"1418","13991","393355","1060104","Bank of Weston","Weston","MO","64098","9/30/2018","11/14/2018","NM","18255 Highway 45 North","WILSON BANCSHARES, INC.","3","0","0","4","1","Platte","28140","Kansas City, MO-KS","3/21/1893","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.bankofweston.com","107468","1434","8170","7957","8807","143","84","9605","22631","12950","21355","11991","1916"
"24211","0","209362","1398692","Bank of Whittier, National Association","Whittier","CA","90609","9/30/2018","11/14/2018","N","15141 E. Whittier Boulevard","GREATER PACIFIC BANCSHARES","2","0","1","8","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/20/1982","12/20/1982","2/23/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.whittierbank.com","29078","1114","0","0","0","1507","2102","19020","90","159","470","4616","0"
"8250","0","179335","0","Bank of Wiggins","Wiggins","MS","39577","9/30/2018","11/14/2018","NM","109 West Pine Avenue","","3","0","0","4","0","Stone","","","12/4/1916","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.bankofwiggins.com","105142","576","491","1164","2530","20434","3748","6572","10300","26533","13223","17908","0"
"9323","0","625953","3723953","Bank of Winnfield & Trust Company","Winnfield","LA","71483","9/30/2018","11/14/2018","NM","Jones And Main Streets","BLACK CAT FINANCIAL CORP","2","0","0","8","1","Winn","","","1/1/1901","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.bankofwinnfield.com","60278","318","945","1057","2124","7225","10947","5405","6336","12227","9863","1096","206"
"12207","0","800442","3229503","Bank of Winona","Winona","MS","38967","9/30/2018","11/14/2018","NM","312 North Applegate","BANCORP OF WINONA, INC.","1","0","0","8","1","Montgomery","","","6/15/1885","1/1/1934","5/29/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.bankofwinona.com","48998","567","2683","7472","12055","396","0","2702","7213","6033","6341","2355","0"
"15136","0","894348","3059746","Bank of Wisconsin Dells","Wisconsin Dells","WI","53965","9/30/2018","11/14/2018","NM","716 Superior Street","DELLS BANCSHARES, INC.","3","0","0","4","0","Columbia","31540","Madison, WI","2/26/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.dellsbank.com","421415","2331","5568","24413","10927","557","751","57754","58548","156168","69967","34411","0"
"16201","0","729842","1210208","Bank of Wolcott","Wolcott","IN","47995","9/30/2018","11/14/2018","NM","105 North Range Street","WOLCOTT BANCORP","3","0","0","2","1","White","","","10/16/1944","10/16/1944","11/30/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.bankofwolcott.com","110339","157","1361","2949","4195","8568","3944","25723","5617","11102","14305","29791","1378"
"5699","0","176437","1138656","Bank of Wrightsville","Wrightsville","GA","31096","9/30/2018","11/14/2018","NM","156 N. Bradford St.","WRIGHTSVILLE BANCSHARES, INC.","1","0","0","4","1","Johnson","","","1/1/1897","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","WWW.BANKOFWRIGHTSVILLE.COM","32294","436","1606","4146","1847","576","0","3385","4394","8207","5849","1625","0"
"11715","0","371849","1142297","Bank of Yates City","Yates City","IL","61572","9/30/2018","11/14/2018","NM","107 E Main Street","FIRST BANCORP, INC.","2","0","0","8","1","Knox","","","1/1/1871","1/1/1934","9/8/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.bankofyatescity.com","44605","158","1016","5725","6452","2433","0","3130","4839","7323","10082","2469","310"
"11431","14695","118736","1083402","Bank of Yazoo City","Yazoo City","MS","39194","9/30/2018","11/14/2018","NM","104 North Main Street","YAZOO CAPITAL CORPORATION","7","0","0","8","0","Yazoo","27140","Jackson, MS","4/15/1876","1/1/1934","8/21/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.bankofyazoo.com","136885","993","4616","7891","19459","12175","356","19857","21936","21868","23717","4017","0"
"15104","0","922924","1076208","Bank of York","York","SC","29745","9/30/2018","11/14/2018","NM","13 W Liberty St","YORK BANCSHARES, INC.","4","0","0","7","0","York","16740","Charlotte-Concord-Gastonia, NC-SC","4/15/1935","4/24/1935","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.bankofyork.com","89324","1847","5133","7632","9930","524","0","11153","14365","15468","19174","2356","0"
"862","0","359838","0","Bank of York","York","AL","36925","9/30/2018","11/14/2018","NM","301 Broad Street","","2","0","0","4","1","Sumter","","","1/1/1911","1/1/1934","4/27/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.bankyork.com","44403","1085","1007","2002","1266","2314","0","5577","11026","7970","7162","3695","1025"
"306","13006","860334","1086056","Bank of Zachary","Zachary","LA","70791","9/30/2018","11/14/2018","NM","4743 Main Street","ZACHARY BANCSHARES, INC.","3","0","0","4","0","East Baton Rouge","12940","Baton Rouge, LA","1/1/1904","1/1/1934","5/15/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.bankofzachary.com","160927","2600","6735","15891","16643","33027","3898","15806","8746","17290","26245","13336","236"
"13654","13847","903455","1123111","Bank of Zumbrota","Zumbrota","MN","55992","9/30/2018","11/14/2018","NM","70 West Third","ZUMBROTA AGENCY, INC.","2","0","0","2","1","Goodhue","","","1/1/1925","2/7/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bankofzumbrota.bank","121729","1473","2371","6236","9636","1652","94","10383","16661","29804","28791","12534","694"
"110","9592","107244","0","Bank OZK","Little Rock","AR","72223","9/30/2018","11/14/2018","NM","17901 Chenal Parkway","","267","0","1","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","3/3/1903","1/1/1934","7/16/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","0","http://www.ozk.com","16725790","245945","38451","111951","102969","108732","249928","8960544","633509","1873938","1240429","1535346","1553088"
"16547","13612","329149","1210084","Bank Plus","Estherville","IA","51334","9/30/2018","11/14/2018","NM","1202 Central Avenue","SWEA CITY BANCORPORATION, INC.","4","0","0","2","1","Emmet","","","3/1/1947","3/1/1947","11/30/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankplusiowa.com","105948","0","740","493","1409","3160","3805","2164","6694","30895","14605","15824","26134"
"34147","14169","2434113","2631510","Bank Rhode Island","Providence","RI","2903","9/30/2018","11/14/2018","SM","One Turks Head Place","BROOKLINE BANCORP, INC.","20","0","0","4","0","Providence","39300","Providence-Warwick, RI-MA","3/22/1996","3/22/1996","9/28/2012","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.bankri.com","1819129","10416","17100","38200","78073","47154","28294","424686","93526","330895","461940","190241","91177"
"21897","9969","1006559","1097445","Bank Star","Pacific","MO","63069","9/30/2018","11/14/2018","NM","1999 West Osage Street","BANCSTAR, INC.","2","0","0","4","0","Franklin","41180","St. Louis, MO-IL","1/15/1975","1/15/1975","8/27/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bank-star.com","106549","2599","3878","12276","13446","1944","6868","8276","10894","25468","15589","3037","2278"
"15205","0","502652","4953337","Bank3","Memphis","TN","38119","9/30/2018","11/14/2018","NM","5210 Poplar Avenue","BANC3 HOLDINGS, INC","4","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","7/1/1910","6/28/1935","12/7/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.bank3.com","137376","0","106","700","4959","2221","0","51456","1299","8458","47132","20549","497"
"57074","0","3010363","3780938","bankcda","Coeur D Alene","ID","83814","9/30/2018","11/14/2018","NM","912 Northwest Boulevard","COEUR D'ALENE BANCORP","3","0","0","4","0","Kootenai","17660","Coeur d'Alene, ID","5/17/2001","5/17/2001","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","www.bankcda.com","75463","146","138","2878","1085","264","1180","12798","4801","21954","19958","8263","1685"
"22434","13150","436739","1249048","BankChampaign, National Association","Champaign","IL","61820","9/30/2018","11/14/2018","N","2101 South Neil","MARKET PLACE BANCSHARES, INC.","2","0","0","4","1","Champaign","16580","Champaign-Urbana, IL","3/14/1977","3/14/1977","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.bankchampaign.com","166769","3823","6661","14293","17758","141","419","26037","18925","29099","49022","46","0"
"8537","10311","748254","1128228","BankCherokee","Saint Paul","MN","55107","9/30/2018","11/14/2018","NM","607 South Smith Avenue","CHEROKEE BANCSHARES, INC.","4","0","0","4","0","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/15/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.bankcherokee.com","157377","1083","1133","4770","4432","5111","0","41333","11878","37408","31361","16696","1770"
"953","11653","811046","1201671","Bankers Trust Company","Des Moines","IA","50309","9/30/2018","11/14/2018","NM","453 7th Street","BTC FINANCIAL CORPORATION","25","0","1","4","0","Polk","19780","Des Moines-West Des Moines, IA","6/1/1917","1/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankerstrust.com","3735696","21363","43706","28081","37919","92061","153189","2042449","157229","441266","483540","203734","7678"
"23537","0","408642","1209958","Bankers' Bank","Madison","WI","53717","9/30/2018","11/14/2018","SM","7700 Mineral Point Road","BANKERS' BANCORPORATION, INC.","1","0","0","4","0","Dane","31540","Madison, WI","9/1/1981","9/1/1981","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","0","www.bankersbankusa.com","391234","8780","166","225","2981","9265","2827","69256","26314","73915","112766","79516","5207"
"27351","0","1218446","1250754","Bankers' Bank of Kansas","Wichita","KS","67208","9/30/2018","11/14/2018","SM","555 N Woodlawn St","BBOK BANCSHARES, INC.","1","0","0","4","0","Sedgwick","48620","Wichita, KS","10/5/1988","10/5/1988","12/27/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","0","www.bbok.com","126154","2261","915","1328","1337","0","207","64917","11191","19269","20105","4312","313"
"23210","0","732758","2249401","Bankers' Bank of the West","Denver","CO","80202","9/30/2018","11/14/2018","SM","1099 18th St., Suite 2700","BANKERS' BANK OF THE WEST BANCORP, INC.","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","10/1/1980","10/1/1980","12/13/2011","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.bbwest.com","226638","1300","1880","1825","0","1090","379","89676","26594","31308","37947","25856","8007"
"28808","2402","454676","3035928","BankFinancial, National Association","Olympia Fields","IL","60461","9/30/2018","11/14/2018","N","21110 South Western Avenue","BANKFINANCIAL CORPORATION","20","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","4/3/1935","11/30/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.bankfinancial.com","1275890","11084","24245","8987","3467","6906","2101","111826","225566","397451","372909","89160","20710"
"20130","11510","117458","2834076","BankFirst","Norfolk","NE","68701","9/30/2018","11/14/2018","NM","100 North 13th Street","NORTH CENTRAL BANCORP, INC.","9","0","0","2","0","Madison","","","2/9/1970","2/9/1970","6/2/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.bankfirstonline.com","364455","855","2005","9807","6933","3067","1125","86611","19692","97692","83088","39545","13083"
"8870","10529","914648","1247455","BankFirst Financial Services","Columbus","MS","39703","9/30/2018","11/14/2018","SM","900 Main Street","BANKFIRST CAPITAL CORPORATION","17","0","1","4","0","Lowndes","","","6/1/1888","1/1/1934","9/1/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.bankfirstfs.com","773980","22115","22792","52747","60279","13550","6533","80078","73218","172555","175882","81915","3188"
