cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,sc,scus,scust,scage,scmuni,SCDOMO,idscod,sccmmb,scabs,scsfp,scodot,scford,IDSCEQ,sceq,SCEQFV,idahta,scres,scpledge,scmtgbk,idscgtpc,scgty,scodpc,idsccmo,sccol,scodpi,idsccmt,sccmpt,sccmot,scha,scaf,scrdebt,scsnhaa,scsnhaf,trade,idtrrval,trlreval
"19123","0","687951","1127650","First Western Bank & Trust","Minot","ND","58701","9/30/2018","11/14/2018","SM","900 South Broadway","WESTBRAND, INC.","5","0","1","4","0","Ward","","","5/11/1964","5/11/1964","8/6/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.firstwestern.bank","284237","158127","0","158127","111647","14406","0","0","0","0","14406","0","57","57","0","","","161100","108794","66638","66638","0","36166","36166","0","5990","5990","0","130501","153736","284180","2000","1914","0","0","0"
"31972","7674","715470","0","First Western Federal Savings Bank","Rapid City","SD","57709","9/30/2018","11/14/2018","SA","402 Main Street","","1","0","0","5","1","Pennington","39660","Rapid City, SD","6/6/1979","6/6/1979","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.fwfsb.com","11","11","0","11","0","0","0","0","0","0","0","0","0","0","0","","","0","11","11","11","0","0","0","0","0","0","0","11","0","11","0","0","0","0","0"
"57607","0","3158546","3189906","First Western Trust Bank","Denver","CO","80202","9/30/2018","11/14/2018","NM","1900 16th St., Suite 1200","FIRST WESTERN FINANCIAL, INC.","10","0","1","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","3/17/2004","3/17/2004","4/22/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.myfw.com","45162","43052","249","42803","0","1423","1423","0","0","0","0","0","687","0","687","","","5545","39784","3839","3839","0","35945","34522","1423","0","0","0","0","44475","44475","0","0","0","0","0"
"19742","12727","222754","1840687","First Westroads Bank, Inc.","Omaha","NE","68118","9/30/2018","11/14/2018","SM","15750 W Dodge Rd","AMERIWEST CORPORATION","2","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","8/15/1967","8/15/1967","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.FIRSTWESTROADS.BANK","35991","18364","0","18364","17627","0","0","0","0","0","0","0","0","0","0","","","4279","13763","2720","2720","0","10720","10720","0","323","0","323","0","35991","35991","0","0","0","0","0"
"254","0","740249","1200571","First Whitney Bank and Trust","Atlantic","IA","50022","9/30/2018","11/14/2018","NM","223 Chestnut Street","WHITNEY CORPORATION OF IOWA","2","0","0","2","1","Cass","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.firstwhitneybank.com","55425","78","0","78","54347","1000","0","0","0","0","1000","0","0","0","0","","","21239","78","78","78","0","0","0","0","0","0","0","0","55425","55425","0","0","0","0",""
"11063","0","491224","1075612","First-Citizens Bank & Trust Company","Raleigh","NC","27601","9/30/2018","11/14/2018","NM","239 Fayetteville Street","FIRST CITIZENS BANCSHARES, INC.","546","0","1","4","0","Wake","39580","Raleigh, NC","1/1/1898","1/1/1934","10/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","0","https://www.firstcitizens.com","6916772","6796196","1495438","5300758","0","120576","0","0","0","0","120576","0","0","0","0","","","3527358","5266803","3550407","3550407","0","1553988","1553988","0","162408","93771","68637","2253416","4663356","6916772","4708","4700","0","0","0"
"13599","0","631150","1995998","First-Lockhart National Bank","Lockhart","TX","78644","9/30/2018","11/14/2018","N","111 Main Street","LOCKHART BANKSHARES, INC.","3","0","0","4","0","Caldwell","12420","Austin-Round Rock, TX","1/9/1934","1/9/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.firstlockhart.com","50725","41701","0","41701","9024","0","0","0","0","0","0","0","0","0","0","","","28485","24130","22937","22937","0","1193","1193","0","0","0","0","0","50725","50725","0","0","0","0",""
"19288","52465","427353","3017915","Firstar Bank","Sallisaw","OK","74955","9/30/2018","11/14/2018","NM","1720 East Cherokee Street","FIRSTAR FINANCIAL CORP.","7","0","1","4","0","Sequoyah","22900","Fort Smith, AR-OK","11/19/1964","11/19/1964","6/4/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.firstar-bank.com","34765","19849","0","19849","14916","0","0","0","0","0","0","0","0","0","0","","","24606","18864","14751","14751","0","3094","3094","0","1019","1019","0","0","34765","34764","0","0","0","0",""
"8663","11468","436159","1132104","FirstBank","Nashville","TN","37201","9/30/2018","11/14/2018","NM","211 Commerce St., Suite 300","FB FINANCIAL CORPORATION","96","0","1","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","1/1/1906","1/1/1934","6/4/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","0","www.firstbankonline.com","609568","475829","7131","468698","130672","0","0","0","0","0","0","0","3067","0","3067","","","358220","467714","241124","241124","0","216456","216456","0","10134","10134","0","0","606501","606501","0","0","0","0","0"
"14331","14320","296456","1133370","FirstBank","Antlers","OK","74523","9/30/2018","11/14/2018","SM","100 North High Street","FIRST ANTLERS BANCORPORATION, INC.","6","0","0","8","1","Pushmataha","","","1/1/1901","5/3/1934","3/31/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.firstbank-ok.com","2008","245","0","245","1763","0","0","0","0","0","0","0","0","0","0","","","245","245","245","245","0","0","0","0","0","0","0","0","2008","2008","0","0","0","0",""
"18714","11104","288853","1060627","FirstBank","Lakewood","CO","80215","9/30/2018","11/14/2018","SM","10403 West Colfax Avenue","FIRSTBANK HOLDING COMPANY","118","0","1","5","0","Jefferson","19740","Denver-Aurora-Lakewood, CO","2/27/1963","2/27/1963","11/23/2013","Stock","0","1","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","https://www.efirstbank.com/","6332165","5289775","298365","4991410","1039710","2468","2468","0","0","0","0","0","212","0","212","","","1206621","4228650","319686","319686","0","3908964","3906496","2468","0","0","0","2369269","3962684","6331952","145000","144714","0","0","0"
"5486","11622","540056","1020854","FirstBank of Nebraska","Wahoo","NE","68066","9/30/2018","11/14/2018","SM","201 East 5th","BANK MANAGEMENT, INC.","4","0","0","2","1","Saunders","36540","Omaha-Council Bluffs, NE-IA","7/15/1882","1/1/1934","12/19/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.firstbankne.com","95570","6815","0","6815","83464","5291","0","0","4314","0","977","0","0","0","0","","","65584","6815","0","0","0","6292","6292","0","523","523","0","3416","92154","95570","0","0","0","0",""
"30387","5266","510871","2744894","FirstBank Puerto Rico","Santurce","PR","909","9/30/2018","11/14/2018","NM","1519 Ave Ponce De Leon","FIRST BANCORP","12","1","1","4","0","San Juan","41980","San Juan-Carolina-Caguas, PR","1/17/1949","1/17/1949","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","58","1","http://www.1firstbank.com","2156431","1989210","7426","1981784","148941","17869","17369","0","0","0","500","0","411","0","411","","","845011","1383216","1255653","1252855","2798","74413","59842","14571","53150","45694","7456","144799","2011221","2156020","0","0","0","0","0"
"3387","0","840363","1108707","FirstBank Southwest","Amarillo","TX","79120","9/30/2018","11/14/2018","NM","2401 South Georgia","FIRSTPERRYTON BANCORP, INC.","9","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fbsw.com","333006","315467","62984","252483","17539","0","0","0","0","0","0","0","0","0","0","","","150339","44111","44111","44111","0","0","0","0","0","0","0","230","332776","333006","0","0","0","0","0"
"35028","0","2746263","3121344","FirstCapital Bank of Texas, National Association","Midland","TX","79701","9/30/2018","11/14/2018","N","310 W. Wall St., Suite 100","FIRST BANCSHARES OF TEXAS, INC.","11","0","0","4","0","Midland","33260","Midland, TX","11/17/1998","11/17/1998","9/2/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","https://www.FCBTexas.com","143306","104413","0","104413","38893","0","0","0","0","0","0","0","0","0","0","","","57510","99442","15348","15348","0","84094","84094","0","0","0","0","80976","62330","143306","0","0","0","0","0"
"58537","0","3629484","0","FirstCity Bank of Commerce","Palm Beach Garde","FL","33408","9/30/2018","11/14/2018","NM","11760 Us Hwy. 1, Suite 102w","","2","0","0","4","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/27/2007","8/27/2007","10/17/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.firstcityboc.com","12732","12483","0","12483","0","249","0","0","0","0","249","0","0","0","0","","","0","12483","1449","1449","0","11034","11034","0","0","0","0","0","12732","12732","0","0","0","0",""
"17478","0","536554","3391147","FirsTier Bank","Kimball","NE","69145","9/30/2018","11/14/2018","NM","115 South Walnut","FIRSTIER II BANCORP.","7","0","1","2","1","Kimball","","","7/15/1955","7/15/1955","10/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.firstierbanks.com","28711","10614","0","10614","17266","831","0","0","0","318","513","0","0","0","0","","","25596","10614","3249","3249","0","7365","7365","0","0","0","0","17266","11445","28712","0","0","0","0",""
"4660","11567","916857","4328083","FirstOak Bank","Independence","KS","67301","9/30/2018","11/14/2018","SM","113 North Penn Avenue","FNB BANCSHARES, INC.","5","0","1","2","1","Montgomery","","","1/1/1881","1/1/1934","5/4/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.firstoakbank.com","13421","218","0","218","13203","0","0","0","0","0","0","0","0","0","0","","","4441","218","82","82","0","136","136","0","0","0","0","0","13421","13418","0","0","0","0",""
"26647","2706","932978","0","Firstrust Savings Bank","Conshohocken","PA","19428","9/30/2018","11/14/2018","SB","15 East Ridge Pike","","18","0","1","4","1","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1934","3/19/1986","3/20/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.firstrust.com","265517","227632","84888","142744","37375","0","0","0","0","0","0","0","510","0","510","","","227632","67924","67924","67924","0","0","0","0","0","0","0","0","265007","265007","80000","74820","0","0","0"
"20468","12638","540739","1132980","FirstState Bank","Lineville","AL","36266","9/30/2018","11/14/2018","NM","88730 Highway 9","FIRST STATE CAPITAL CORPORATION","3","0","0","2","0","Clay","","","8/24/1971","8/24/1971","1/31/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.firststatedirect.com","76532","19762","0","19762","56770","0","0","0","0","0","0","0","0","0","0","","","37191","939","939","939","0","0","0","0","0","0","0","0","76532","76532","0","0","0","0",""
"20488","11710","554857","2482196","Five Points Bank","Grand Island","NE","68803","9/30/2018","11/14/2018","SM","2015 North Broadwell Avenue","HOMETOWN BANC CORP","12","0","0","4","1","Hall","24260","Grand Island, NE","9/10/1971","9/10/1971","3/28/2011","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.5pointsbank.com","229524","48014","974","47040","152533","28977","25582","0","746","0","2649","0","0","0","0","","","123960","65754","40176","40172","4","25578","0","25578","0","0","0","30918","198606","229524","0","0","0","0","0"
"14312","16651","386450","2482196","Five Points Bank of Hastings","Hastings","NE","68902","9/30/2018","11/14/2018","SM","2815 Osborne Drive West","HOMETOWN BANC CORP","3","0","0","2","0","Adams","","","1/1/1893","5/2/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.5pointsbank.com","106423","50116","0","50116","52325","3682","139","1021","0","0","2522","300","0","0","0","","","52914","4308","3148","3148","0","139","0","139","1021","1021","0","106423","0","106423","25363","24111","0","0","0"
"35361","0","2867337","3162927","Five Star Bank","Rocklin","CA","95677","9/30/2018","11/14/2018","NM","6810 Five Star Boulevard","FIVE STAR BANCORP","6","0","0","4","1","Placer","40900","Sacramento-Roseville-Arden-Arcade, CA","12/20/1999","12/20/1999","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.fivestarbank.com","80869","55288","0","55288","25581","0","0","0","0","0","0","0","0","0","0","","","53856","42095","17949","17949","0","1923","1923","0","22223","22223","0","9467","71402","80870","0","0","0","0",""
"659","14115","601416","1032464","Five Star Bank","Warsaw","NY","14569","9/30/2018","11/14/2018","SM","55 North Main Street","FINANCIAL INSTITUTIONS, INC.","53","0","0","4","0","Wyoming","","","12/26/1881","1/1/1934","2/13/2013","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.five-starbank.com","917933","675446","0","675446","241637","850","850","0","0","0","0","0","0","0","0","","","905154","524487","146631","146631","0","166659","165809","850","211197","193770","17427","459623","458310","917930","0","0","561","0","361"
"35218","0","2845755","4899967","FLAGLER BANK","West Palm Beach","FL","33406","9/30/2018","11/14/2018","SM","1801 Forest Hill Boulevard","FLAGLER BANCSHARES CORPORATION","3","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","4/10/2000","4/10/2000","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.flaglerbankusa.com","47814","33694","0","33694","12225","1895","0","0","0","0","1895","0","0","0","0","","","35264","32270","376","376","0","5188","5188","0","26706","14679","12027","0","47814","47815","0","0","0","0",""
"8188","0","83151","1128675","Flagship Bank Minnesota","Wayzata","MN","55391","9/30/2018","11/14/2018","NM","1415 Wayzata Boulevard East","FLAGSHIP FINANCIAL GROUP, INC.","6","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1875","1/1/1934","1/28/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.flagshipbanks.com","12810","11604","1948","9656","1206","0","0","0","0","0","0","0","0","0","0","","","9363","2496","2272","2272","0","224","224","0","0","0","0","0","12810","12810","0","0","0","0",""
"58113","0","3404999","0","Flagship Community Bank","Clearwater","FL","33761","9/30/2018","11/14/2018","NM","29750 Us Highway 19 North","","3","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","1/23/2006","1/23/2006","11/6/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.flagshipcommunitybank.com","4856","4856","0","4856","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","4856","4856","0","0","0","0",""
"32541","8412","146672","0","Flagstar Bank, FSB","Troy","MI","48098","9/30/2018","11/14/2018","SA","5151 Corporate Drive","","109","0","1","5","0","Oakland","19820","Detroit-Warren-Dearborn, MI","5/20/1987","6/3/1987","3/17/2018","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","0","www.flagstar.com","2579981","2491108","0","2491108","32209","56664","15854","0","0","0","40810","0","0","0","0","","","1950538","2506962","403446","403446","0","649985","634131","15854","1453531","3225","1450306","723639","1856342","2579980","0","0","21773","0","1238"
"11734","0","979133","2494153","Flanagan State Bank","Flanagan","IL","61740","9/30/2018","11/14/2018","NM","301 West Falcon Highway","HOMETOWN FINANCIAL GROUP, INC.","15","0","1","2","1","Livingston","","","1/1/1913","1/1/1934","6/2/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.flanaganstatebank.com","59123","41991","0","41991","17132","0","0","0","0","0","0","0","0","0","0","","","8428","41011","16944","16944","0","24067","24067","0","0","0","0","0","59123","59123","0","0","0","0",""
"57280","0","3022610","3700936","FlatIrons Bank","Boulder","CO","80302","9/30/2018","11/14/2018","SM","1095 Canyon Blvd, Suite 100","FBHC HOLDING COMPANY","3","0","0","4","1","Boulder","14500","Boulder, CO","12/22/2001","12/22/2001","9/4/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.flatironsbank.com","39291","14691","0","14691","24600","0","0","0","0","0","0","0","0","0","0","","","7386","14691","14132","14132","0","0","0","0","559","559","0","0","39291","39291","0","0","0","0",""
"13561","10267","551016","1138768","Fleetwood Bank","Fleetwood","PA","19522","9/30/2018","11/14/2018","SM","Main And Franklin Streets","FLEETWOOD BANK CORPORATION","7","0","0","8","0","Berks","39740","Reading, PA","1/1/1934","1/4/1934","1/1/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.fleetwoodbank.com","62398","47336","0","47336","15062","0","0","0","0","0","0","0","0","0","0","","","16184","12317","12317","12317","0","0","0","0","0","0","0","38320","24078","62399","17996","17326","0","0",""
"58074","0","3341393","3341656","Flint Community Bank","Albany","GA","31721","9/30/2018","11/14/2018","NM","2910 Meredyth Drive","FLINT COMMUNITY BANCSHARES, INC.","2","0","0","4","1","Dougherty","10500","Albany, GA","2/3/2006","2/3/2006","6/4/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.flintcommunitybank.com","4945","4945","0","4945","0","0","0","0","0","0","0","0","0","0","0","","","1597","0","0","0","0","0","0","0","0","0","0","0","4945","4945","0","0","0","0",""
