cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,sc,scus,scust,scage,scmuni,SCDOMO,idscod,sccmmb,scabs,scsfp,scodot,scford,IDSCEQ,sceq,SCEQFV,idahta,scres,scpledge,scmtgbk,idscgtpc,scgty,scodpc,idsccmo,sccol,scodpi,idsccmt,sccmpt,sccmot,scha,scaf,scrdebt,scsnhaa,scsnhaf,trade,idtrrval,trlreval
"29268","3193","794475","0","Eureka Homestead","Metairie","LA","70005","9/30/2018","11/14/2018","SA","1922 Veterans Boulevard","","1","0","0","5","0","Jefferson","35380","New Orleans-Metairie, LA","1/1/1884","8/3/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.eurekahomestead.com","7087","7087","0","7087","0","0","0","0","0","0","0","0","0","0","0","","","0","5148","1512","1512","0","3636","3636","0","0","0","0","0","7087","7086","0","0","0","0",""
"28401","1520","587677","0","Eureka Savings Bank","La Salle","IL","61301","9/30/2018","11/14/2018","SB","250 Marquette Street","","4","0","0","5","0","La Salle","","","1/1/1885","3/16/1942","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.eurekasavings.com","180712","161215","7922","153293","19497","0","0","0","0","0","0","0","0","0","0","","","2476","114000","83031","83031","0","22976","22976","0","7993","0","7993","0","180712","180711","3946","3943","0","0",""
"26799","15503","498531","0","EvaBank","Eva","AL","35621","9/30/2018","11/14/2018","NM","4113 Eva Road","","7","0","0","4","0","Morgan","19460","Decatur, AL","10/13/1986","10/13/1986","12/20/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.evabank.com","71258","4413","0","4413","62765","4080","72","0","149","0","3859","0","0","0","0","","","11039","4485","0","0","0","4485","4413","72","0","0","0","876","70382","71260","0","0","0","0",""
"6947","13454","292908","1401190","Evans Bank, National Association","Angola","NY","14006","9/30/2018","11/14/2018","N","8599 Erie Rd","EVANS BANCORP, INC.","15","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1920","1/1/1934","3/1/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","https://www.evansbank.com","137909","113957","0","113957","23952","0","0","0","0","0","0","0","0","0","0","","","123744","78676","45336","45336","0","24324","24324","0","9016","9016","0","1370","136539","137909","0","0","0","0","0"
"57109","16425","3029253","0","Everence Trust Company","Goshen","IN","46527","9/30/2018","11/14/2018","SA","1110 North Main Street","","1","0","0","7","0","Elkhart","21140","Elkhart-Goshen, IN","6/1/2001","6/1/2001","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","www.everence.com","5123","4994","0","4994","0","0","0","0","0","0","0","0","129","129","0","","","0","4796","517","517","0","1089","1089","0","3190","2359","831","0","5123","4995","0","0","0","0",""
"26444","12018","952172","0","Everett Co-operative Bank","Everett","MA","2149","9/30/2018","11/14/2018","SB","419 Broadway","","2","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","11/26/1985","4/5/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.everettbank.com","34784","16343","0","16343","18441","0","0","0","0","0","0","0","0","0","0","","","0","16182","15468","15468","0","714","714","0","0","0","0","34784","0","34784","0","0","0","0","0"
"35230","0","2834759","3477425","Evergreen Bank Group","Oak Brook","IL","60523","9/30/2018","11/14/2018","NM","1515 W 22nd St, Suite 100w","BANCORP FINANCIAL, INC.","3","0","0","6","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/5/1999","10/5/1999","7/2/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.evergreenbankgroup.com","100273","69072","0","69072","29222","1979","0","0","0","0","1979","0","0","0","0","","","22960","41634","41634","41634","0","0","0","0","0","0","0","0","100273","100273","28443","27438","0","0","0"
"28914","2610","55970","0","Evergreen Federal Bank","Grants Pass","OR","97526","9/30/2018","11/14/2018","SA","969 S E Sixth Street","","5","0","0","4","0","Josephine","24420","Grants Pass, OR","6/1/1934","11/5/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.evergreenfederal.bank","37899","37899","10718","27181","0","0","0","0","0","0","0","0","0","0","0","","","4899","0","0","0","0","0","0","0","0","0","0","0","37899","37899","0","0","0","0",""
"23404","0","427858","1129627","Evergreen National Bank","Evergreen","CO","80439","9/30/2018","11/14/2018","N","28145 Colorado Highway 74","EVERGREEN BANCORPORATION","4","0","0","4","0","Jefferson","19740","Denver-Aurora-Lakewood, CO","4/15/1981","4/15/1981","9/20/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.enbcolorado.com","29730","29321","29321","0","0","0","0","0","0","0","0","0","409","409","0","","","3928","0","0","0","0","0","0","0","0","0","0","0","29730","29321","0","0","0","0",""
"34010","0","2297998","3462494","EverTrust Bank","Pasadena","CA","91101","9/30/2018","11/14/2018","NM","2 N. Lake Ave., Suite 1030","O-BANK CO., LTD.","8","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/3/1995","5/3/1995","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.evertrustbank.com","78372","77765","6876","70889","607","0","0","0","0","0","0","0","0","0","0","","","73621","36372","32213","32213","0","4159","4159","0","0","0","0","0","78372","78372","0","0","0","0",""
"1299","13695","592448","1142411","Evolve Bank & Trust","West Memphis","AR","72301","9/30/2018","11/14/2018","SM","301 Shoppingway Boulevard","EVOLVE BANCORP, INC","19","0","1","4","0","Crittenden","32820","Memphis, TN-MS-AR","6/5/1925","1/1/1934","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","www.getevolved.com","20237","16710","0","16710","3501","26","26","0","0","0","0","0","0","0","0","","","7171","975","329","329","0","164","138","26","482","482","0","0","20237","20237","6410","6321","0","0","0"
"1435","13868","492650","1061893","Exchange Bank","Gibbon","NE","68840","9/30/2018","11/14/2018","NM","14 La Barre","EXCHANGE COMPANY","7","0","1","4","1","Buffalo","","","1/1/1930","1/1/1934","10/1/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","https://www.eb-us.com","209367","3110","0","3110","125974","80283","471","0","79812","0","0","0","0","0","0","","","46836","3581","2374","2374","0","1207","736","471","0","0","0","0","209367","209367","486","493","0","0","0"
"8468","0","507068","1025998","Exchange Bank","Santa Rosa","CA","95401","9/30/2018","11/14/2018","NM","545 Fourth Street","FRANK P. DOYLE TRUST, ARTICLE IX","21","0","0","4","0","Sonoma","42220","Santa Rosa, CA","5/1/1890","1/1/1934","3/2/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.exchangebank.com","838373","647498","178950","468548","159324","31318","0","0","0","23328","7990","0","233","233","0","","","205748","176257","176257","176257","0","0","0","0","0","0","0","0","838373","838141","23995","23328","0","0","0"
"160","12322","613839","1085862","Exchange Bank","Milledgeville","GA","31061","9/30/2018","11/14/2018","NM","250 West Hancock Street","EXCHANGE BANKSHARES, INC.","5","0","0","4","0","Baldwin","","","6/1/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.exch.bank","69358","38289","0","38289","28130","2939","0","0","0","0","2939","0","0","0","0","","","28780","25207","14949","14949","0","6085","6085","0","4173","3184","989","0","69358","69358","0","0","0","0",""
"4619","14175","144052","1054000","Exchange Bank & Trust","Atchison","KS","66002","9/30/2018","11/14/2018","NM","600 Commercial Street","EXCHANGE BANKSHARES CORPORATION OF KANSAS","10","0","1","2","0","Atchison","","","2/19/1857","1/1/1934","2/21/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://WWW.MYEXCHANGEBANK.COM","96571","51723","36575","15148","44848","0","0","0","0","0","0","0","0","0","0","","","57767","0","0","0","0","0","0","0","0","0","0","2008","94563","96572","0","0","0","0",""
"13366","0","456755","1064175","Exchange Bank and Trust Company","Perry","OK","73077","9/30/2018","11/14/2018","SM","523 Delaware Street","PERRY BANCSHARES, INC.","2","0","0","4","1","Noble","","","2/20/1896","1/1/1934","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.easybanking.net","73623","24316","0","24316","48932","375","0","0","0","0","375","0","0","0","0","","","41635","24316","19148","19148","0","4076","4076","0","1092","1092","0","0","73623","73624","0","0","0","0","0"
"10528","11399","985451","1106525","Exchange Bank and Trust Company, Natchitoches, Louisiana","Natchitoches","LA","71457","9/30/2018","11/14/2018","NM","700 Front Street","EXCHANGE BANCSHARES, INC.","3","0","0","5","1","Natchitoches","","","9/28/1892","1/1/1934","1/25/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.exchange-bank.com","73426","56369","0","56369","14386","2179","0","0","0","0","2179","492","0","0","0","","","62821","51548","51548","51548","0","0","0","0","0","0","0","0","73426","73426","0","0","0","0","0"
"1616","0","686459","1249495","Exchange Bank of Missouri","Fayette","MO","65248","9/30/2018","11/14/2018","SM","101 South Church Street","NORTHERN MISSOURI BANCSHARES, INC.","5","0","0","2","0","Howard","","","11/19/1927","1/1/1934","11/16/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","www.ebmo.com","15354","9724","0","9724","5630","0","0","0","0","0","0","0","0","0","0","","","14083","8795","0","0","0","8795","8795","0","0","0","0","0","15354","15354","0","0","0","0","0"
"8274","0","2747466","1097173","Exchange Bank of Northeast Missouri","Kahoka","MO","63445","9/30/2018","11/14/2018","SM","268 North Johnson Street","LINCOLN COUNTY BANCORP, INC.","6","0","0","2","1","Clark","","","9/8/1903","1/1/1934","4/20/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","ebnemo.com","28426","12296","0","12296","10919","5211","0","0","0","0","5211","0","0","0","0","","","13558","12093","5573","5573","0","6520","6520","0","0","0","0","0","28426","28426","191","185","0","0",""
"12402","13579","769334","1204430","Exchange State Bank","Lanark","IL","61046","9/30/2018","11/14/2018","NM","126 North Broad Street","LANARK BANCSHARES, INC.","1","0","0","2","1","Carroll","","","4/6/1878","1/1/1934","6/4/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.lanarkbank.com","40208","18950","4427","14523","21258","0","0","0","0","0","0","0","0","0","0","","","15989","14523","6611","6611","0","984","984","0","6928","0","6928","0","40208","40208","0","0","0","0",""
"10132","9819","805045","1247905","Exchange State Bank","Collins","IA","50055","9/30/2018","11/14/2018","NM","104 Main Street","MID AMERICA BANKS, INC.","3","0","0","2","1","Story","11180","Ames, IA","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.esb1.com","10329","6289","0","6289","4040","0","0","0","0","0","0","0","0","0","0","","","6715","889","147","147","0","742","742","0","0","0","0","0","10329","10329","0","0","0","0",""
"18838","11764","787141","3403732","Exchange State Bank","Adair","IA","50002","9/30/2018","11/14/2018","SM","322 Audubon","EXCHANGE FINANCIAL, INC.","1","0","0","2","1","Adair","","","1/1/1879","7/18/1963","7/31/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.esbanks.com","10299","8570","2427","6143","1729","0","0","0","0","0","0","0","0","0","0","","","2971","0","0","0","0","0","0","0","0","0","0","0","10299","10299","198","199","0","0",""
"8212","16119","85258","1206658","Exchange State Bank","Luverne","MN","56156","9/30/2018","11/14/2018","NM","310 Gabrielson Rd","LARCH BANCORPORATION, INC.","3","0","0","2","1","Rock","","","1/1/1900","1/1/1934","9/8/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.exchangestatebankmn.com","56889","46568","24336","22232","10321","0","0","0","0","0","0","0","0","0","0","","","55162","17804","17804","17804","0","0","0","0","0","0","0","10321","46568","56889","0","0","0","0",""
"15064","11978","618544","2668468","Exchange State Bank","Carsonville","MI","48419","9/30/2018","11/14/2018","NM","3992 Chandler Street","EXCHANGE STATE BANK CORP.","6","0","0","2","0","Sanilac","","","6/1/1901","3/23/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.exchangestatebank.com","47752","19081","4407","14674","24851","2837","0","0","0","0","2837","983","0","0","0","","","0","4499","14","14","0","4485","4485","0","0","0","0","0","47752","47752","0","0","0","0",""
"20711","11264","1002430","1082731","Executive National Bank","Miami","FL","33176","9/30/2018","11/14/2018","N","9600 North Kendall Drive","EXECUTIVE BANKING CORPORATION","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","6/7/1972","6/7/1972","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://executivebank.com","40620","33887","2966","30921","2888","3845","1909","0","0","0","1936","0","0","0","0","","","1576","26974","11612","11612","0","11341","9432","1909","4021","4021","0","0","40620","40622","0","0","0","0",""
"5551","0","537560","1104923","Extraco Banks, National Association","Temple","TX","76501","9/30/2018","11/14/2018","N","18-20 South Main Street","EXTRACO CORPORATION","17","0","0","4","1","Bell","28660","Killeen-Temple, TX","9/20/1933","1/1/1934","8/22/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.extracobanks.com","314888","110162","16690","93472","199946","3380","0","0","0","0","3380","0","1400","1400","0","","","133372","25123","16553","16553","0","8570","8570","0","0","0","0","176358","138530","313488","18503","17082","0","0","0"
"9378","12104","14155","2168931","F & C Bank","Holden","MO","64040","9/30/2018","11/14/2018","NM","1006 Eagle Crest Drive","F&C BANCORP, INC.","3","0","0","2","1","Johnson","","","3/24/1881","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.fandcbank.com","12252","2404","0","2404","9816","0","0","0","0","0","0","0","32","32","0","","","7783","2154","1202","1202","0","952","952","0","0","0","0","0","12252","12220","0","0","0","0",""
"12761","11845","163857","1054550","F & M Bank","Edmond","OK","73012","9/30/2018","11/14/2018","NM","17100 North May Ave","F&M BANCSHARES, INC.","8","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","1/1/1902","1/1/1934","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fmbankok.com","87485","41506","3934","37572","45979","0","0","0","0","0","0","0","0","0","0","","","73372","23711","5345","5345","0","13692","13692","0","4674","1862","2812","12274","75211","87485","0","0","0","0",""
"16916","15988","937834","1129458","F & M Bank and Trust Company","Manchester","GA","31816","9/30/2018","11/14/2018","NM","142 West Main Street","F & M HOLDING COMPANY, INC.","1","0","0","4","0","Meriwether","12060","Atlanta-Sandy Springs-Roswell, GA","2/2/1948","6/15/1950","1/23/2007","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.fmbankandtrust.com","2850","2539","0","2539","311","0","0","0","0","0","0","0","0","0","0","","","501","2539","2539","2539","0","0","0","0","0","0","0","0","2850","2849","0","0","0","0",""
"10184","0","114251","2466235","F & M Bank Minnesota","Olivia","MN","56277","9/30/2018","11/14/2018","NM","815 East Depue","INDEPENDENT BANCSHARES, INC.","3","0","0","2","1","Renville","","","1/28/1919","1/1/1934","7/14/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","fmbankminnesota.com","32278","5299","0","5299","26258","721","0","0","721","0","0","0","0","0","0","","","15475","1328","1328","1328","0","0","0","0","0","0","0","0","32278","32285","0","0","0","0",""
"10967","0","171759","1122178","F & M Community Bank, National Association","Preston","MN","55965","9/30/2018","11/14/2018","N","100 St. Anthony Street N.","F & M FINANCIAL SERVICES, INC.","3","0","0","2","1","Fillmore","40340","Rochester, MN","3/11/1911","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.fmcommunity.com","18234","5031","0","5031","13203","0","0","0","0","0","0","0","0","0","0","","","15956","4541","2400","2400","0","2141","2141","0","0","0","0","0","18234","18234","0","0","0","0",""
"14922","0","542153","1057113","F&M Bank","West Point","NE","68788","9/30/2018","11/14/2018","NM","204 North Main Street","WEST POINT BANCORP, INC.","6","0","1","2","1","Cuming","","","1/1/1931","12/4/1934","9/25/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.fmbankne.com","43208","3307","0","3307","35948","3953","0","0","0","0","3953","0","0","0","0","","","20229","0","0","0","0","0","0","0","0","0","0","0","43208","43208","0","0","0","0",""
"5401","0","259059","3675959","F&M Bank","Falls City","NE","68355","9/30/2018","11/14/2018","NM","1701 Stone Street","AMBAGE, INC.","2","0","0","2","1","Richardson","","","1/1/1882","1/1/1934","12/17/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.fmbankfc.com","39235","3462","0","3462","34977","796","0","0","0","0","796","0","0","0","0","","","15550","433","0","0","0","433","433","0","0","0","0","0","39235","39235","74","72","0","0",""
"9963","9294","741330","1138450","F&M Bank","Clarksville","TN","37040","9/30/2018","11/14/2018","NM","50 Franklin Street","F&M FINANCIAL CORPORATION","20","0","0","4","0","Montgomery","17300","Clarksville, TN-KY","1/1/1906","1/1/1934","1/30/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.myfmbank.com","91021","54050","0","54050","32216","0","0","0","0","0","0","0","4755","4755","0","","","19559","53852","24378","24378","0","29474","29474","0","0","0","0","0","91021","86265","0","0","0","0","0"
"16897","10426","510330","1137015","F&M Bank","Washington","GA","30673","9/30/2018","11/14/2018","NM","911 E. Robert Toombs Avenue","WASHINGTON/WILKES HOLDING COMPANY","6","0","0","4","0","Wilkes","","","3/14/1950","3/14/1950","11/18/2010","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.fmbanknow.com","97257","64532","10108","54424","22942","9783","0","0","0","0","9783","0","0","0","0","","","49311","54424","16701","16701","0","22196","22196","0","15527","14576","951","0","97257","97258","0","0","0","0",""
"30595","5608","413673","0","F&M Bank and Trust Company","Hannibal","MO","63401","9/30/2018","11/14/2018","SM","505 Broadway","","3","0","0","4","0","Marion","","","1/1/1886","11/3/1952","11/10/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankfm.com","11858","11858","0","11858","0","0","0","0","0","0","0","0","0","0","0","","","9285","2148","1598","1598","0","550","550","0","0","0","0","0","11858","11858","0","0","0","0",""
"8083","0","682648","2524537","Fairfax State Savings Bank","Fairfax","IA","52228","9/30/2018","11/14/2018","NM","409 Vanderbilt Street","VANDERBILT HOLDING COMPANY, INC.","2","0","0","2","1","Linn","16300","Cedar Rapids, IA","10/20/1924","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.thebankhere.com","54109","13285","0","13285","36869","3955","55","0","476","0","3424","0","0","0","0","","","4361","11324","99","99","0","3943","3888","55","7282","3320","3962","0","54109","54109","800","801","0","0",""
"18213","6745","882701","0","Fairfield County Bank","Ridgefield","CT","6877","9/30/2018","11/14/2018","SB","150 Danbury Road","","16","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","5/14/1871","7/1/1960","1/1/2012","Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","http://www.fairfieldcountybank.com","242965","220378","9877","210501","9174","12426","922","0","0","0","11504","0","987","987","0","","","23485","210729","210318","209396","922","411","411","0","0","0","0","2370","240595","241978","0","0","0","0","0"
"27806","311","666974","0","Fairfield Federal Savings and Loan Association of Lancaster","Lancaster","OH","43130","9/30/2018","11/14/2018","SA","111 East Main Street","","3","0","0","5","0","Fairfield","18140","Columbus, OH","1/1/1895","11/4/1935","7/2/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.fairfieldfederal.com","8892","8892","0","8892","0","0","0","0","0","0","0","0","0","0","0","","","3022","0","0","0","0","0","0","0","0","0","0","0","8892","8892","0","0","0","0",""
"30056","4652","798277","3793657","Fairport Savings Bank","Fairport","NY","14450","9/30/2018","11/14/2018","SB","45 South Main St","FSB BANCORP, INC.","5","0","0","5","0","Monroe","40380","Rochester, NY","1/1/1888","6/29/1943","6/30/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.fairportsavingsbank.com","23362","17489","0","17489","5873","0","0","0","0","0","0","0","0","0","0","","","0","6634","6467","6467","0","0","0","0","167","167","0","6335","17027","23361","6106","5972","0","0",""
"28652","2049","618777","0","Fairview Savings and Loan Association","Fairview","OK","73737","9/30/2018","11/14/2018","SA","301 North Main","","1","0","0","2","0","Major","","","1/1/1901","7/26/1948","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fairviewsavings.com","1317","106","0","106","1211","0","0","0","0","0","0","0","0","0","0","","","65","106","89","89","0","17","17","0","0","0","0","1317","0","1317","0","0","0","0",""
"11731","0","601032","0","Fairview State Banking Company","Fairview","IL","61432","9/30/2018","11/14/2018","NM","420 Carter Street","","1","0","0","2","0","Fulton","","","7/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.fairviewstate.com","4736","3219","0","3219","1517","0","0","0","0","0","0","0","0","0","0","","","2932","4","4","4","0","0","0","0","0","0","0","0","4736","4736","0","0","0","0","0"
"26856","11011","564557","2270254","Falcon International Bank","Laredo","TX","78045","9/30/2018","11/14/2018","NM","7718 Mcpherson Rd. Bldg. F","FALCON BANCSHARES INCORPORATED","17","1","0","4","0","Webb","29700","Laredo, TX","12/10/1986","12/10/1986","7/11/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.falconbank.com","112091","99128","0","99128","0","0","0","0","0","0","0","0","12963","12963","0","","","62838","86484","32216","32216","0","54268","54268","0","0","0","0","0","112091","99129","0","0","0","0","0"
"57603","0","3184228","3184219","Falcon National Bank","Foley","MN","56329","9/30/2018","11/14/2018","N","183 Cedar Drive","CENTRA VENTURES, INC.","5","0","0","4","0","Benton","41060","St. Cloud, MN","7/1/2003","7/1/2003","6/25/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.falconnational.com","55195","47802","444","47358","7393","0","0","0","0","0","0","0","0","0","0","","","21768","39783","39293","39293","0","490","490","0","0","0","0","0","55195","55195","0","0","0","0",""
"23286","12488","833404","3320978","Fall River Five Cents Savings Bank","Fall River","MA","2720","9/30/2018","11/14/2018","SM","79 North Main Street","BANKFIVE, MHC","15","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","4/10/1855","1/2/1981","8/11/2014","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.bankfive.com","136221","124952","0","124952","6283","4986","0","0","0","0","4986","0","0","0","0","","","64752","64047","34537","34537","0","29510","29510","0","0","0","0","9514","126707","136222","0","0","0","0",""
"29357","3330","156970","0","Family Bank","Pelham","GA","31779","9/30/2018","11/14/2018","SA","134 Hand Avenue","","3","0","0","5","0","Mitchell","","","1/1/1931","5/11/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.familybankonline.com","8982","7998","0","7998","984","0","0","0","0","0","0","0","0","0","0","","","5516","2293","1862","1862","0","431","431","0","0","0","0","0","8982","8983","1999","1859","0","0","0"
"29962","4434","969974","0","Family Federal Savings, F.A.","Fitchburg","MA","1420","9/30/2018","11/14/2018","SA","130 Whalon Street","","3","0","0","5","0","Worcester","49340","Worcester, MA-CT","1/1/1877","12/29/1952","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.familyfederal.com","21756","18624","0","18624","1181","1223","0","0","0","0","1223","728","0","0","0","","","0","15779","10023","10023","0","5756","5756","0","0","0","0","0","21756","21756","1000","958","0","0",""
"5589","12679","377663","1137284","Fannin Bank","Bonham","TX","75418","9/30/2018","11/14/2018","NM","230 East 3rd Street","FANNIN BANCORP, INC.","2","0","0","2","1","Fannin","","","4/22/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fanninbank.com","27694","17628","0","17628","10066","0","0","0","0","0","0","0","0","0","0","","","8961","17628","7208","7208","0","10420","10420","0","0","0","0","0","27694","27694","0","0","0","0","0"
"35157","15205","2819167","0","Farm Bureau Bank FSB","Sparks","NV","89431","9/30/2018","11/14/2018","SA","2165 Green Vista Drive","","2","0","1","6","0","Washoe","39900","Reno, NV","7/12/1999","7/12/1999","7/21/2011","Stock","0","0","OCC","DIF","San Francisco","DALLAS","Phoenix","San Francisco","Western","West","0","1","www.farmbureaubank.com","14002","13002","9977","3025","0","0","0","0","0","0","0","0","1000","1000","0","","","0","37","37","37","0","0","0","0","0","0","0","13002","1000","13002","0","0","0","0",""
"924","13696","744238","1203899","Farmers & Mechanics Bank","Galesburg","IL","61401","9/30/2018","11/14/2018","SM","21 East Main Street","CENTRAL BANCSHARES, INC.","5","0","0","4","0","Knox","","","3/31/1869","1/1/1934","7/1/2016","Stock","0","1","FED","DIF","Chicago","KANSAS CITY","Princeton","Chicago","Central","Central","0","1","WWW.THEFMBANK.COM","100271","60106","9283","50823","40165","0","0","0","0","0","0","0","0","0","0","","","41640","43939","12652","12652","0","27438","27438","0","3849","3849","0","0","100271","100270","500","477","0","0",""
"11286","0","271631","1084128","Farmers & Merchants Bank","Monticello","FL","32344","9/30/2018","11/14/2018","NM","200 East Washington Street","FMB BANKING CORPORATION","6","0","1","4","1","Jefferson","45220","Tallahassee, FL","1/5/1907","1/1/1934","10/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.FMBBANK.com","98701","92292","0","92292","4068","944","0","0","0","0","944","926","471","471","0","","","35501","49617","17917","17917","0","24585","24585","0","7115","0","7115","0","98701","98230","3929","3806","0","0",""
