cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,nclnlsr,ncrer,ncreconr,ncrenrer,ncremulr,ncreresr,ncrelocr,ncrereor,idnccir,idncconr,idnccrdr,idnccoor,idncator,idnccotr,nccomrer,idncgtpr
"57137","0","2963275","3392443","Mission Bank","Kingman","AZ","86401","9/30/2018","11/14/2018","NM","2439 Hualapai Mountain Road","COMMUNITY BANCSHARES, INC.","3","0","0","4","0","Mohave","29420","Lake Havasu City-Kingman, AZ","4/30/2001","4/30/2001","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.missionbankaz.com","0.54637218132148","0.606455149729322","0","0.947892679269533","0","0","0","0","0","0","","0","","0","","0"
"23749","14614","519360","3195297","Mission National Bank","San Francisco","CA","94103","9/30/2018","11/14/2018","N","3060 Sixteenth Street","MNB HOLDINGS CORPORATION","3","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","2/16/1982","2/16/1982","2/23/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.mnbsf.com","0.823563793855131","0.400993127999231","0","0.747612448265784","0","0","","0","15.7295736368269","0","","0","","0","","0"
"57101","0","3039636","3364600","Mission Valley Bank","Sun Valley","CA","91352","9/30/2018","11/14/2018","NM","9116 Sunland Boulevard","MISSION VALLEY BANCORP","2","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/12/2001","7/12/2001","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.missionvalleybank.com","0.993901521161599","0.728646461167556","0","0.998937614354011","0","0","0","0","1.83142174834348","0","","0","0","0","","0"
"30526","5497","343378","0","Mississippi County Savings and Loan Association","Charleston","MO","63834","9/30/2018","11/14/2018","SA","501 S Main St","","1","0","0","7","0","Mississippi","","","1/1/1945","11/26/1951","10/26/2018","Non-Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","3.37837837837838","3.40136054421769","0","0","","3.60522757999099","","3.60522757999099","","0","","0","","0","","0"
"23222","11791","742636","0","Mississippi River Bank","Belle Chasse","LA","70037","9/30/2018","11/14/2018","NM","8435 Hwy 23","","2","0","0","4","1","Plaquemines","35380","New Orleans-Metairie, LA","10/10/1980","10/10/1980","12/23/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.mississippiriverbank.net","0.828797244518252","0","0","0","0","0","","0","2.20558147147884","0","","0","0","0","","0"
"13029","10226","761347","1201420","Mitchell Bank","Milwaukee","WI","53204","9/30/2018","11/14/2018","NM","1039 West Mitchell Street","M.S. INVESTMENT CO.","3","0","0","7","0","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1907","1/1/1934","6/30/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.mitchellbank.com","0.377064879099832","0.480036574215178","0","0","0","1.03908955962395","","1.03908955962395","0","0","0","0","0","0","","0"
"33661","0","887461","0","Mizrahi Tefahot Bank, Ltd.","Los Angeles","CA","90017","9/30/2018","11/14/2018","OI","800 Wilshire Blvd, 14th Floo","","1","0","0","9","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","6/1/1923","8/18/1981","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","","0","","","","","","","","","","","","","","",""
"21843","0","229913","5034792","Mizuho Bank (USA)","New York","NY","10020","9/30/2018","11/14/2018","SM","1251 Avenue Of The Americas","MIZUHO AMERICAS LLC","3","2","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1974","11/29/1974","12/31/2017","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","4.00467432445308E-02","0","","0","","0","","0","0","","","","","","","0"
"5434","13908","575759","2846275","MNB BANK","Mccook","NE","69001","9/30/2018","11/14/2018","SM","220 Norris Avenue","GRAFF FAMILY, INC.","4","0","1","2","0","Red Willow","","","10/1/1907","1/1/1934","6/30/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.mnb.bank","5.1215230949901","4.91777340466561","0","0","0","0.392099912866686","0","0.392270812145867","2.42013109043407","7.78210116731518E-02","","7.78210116731518E-02","0","0.131665569453588","","0"
"22398","0","2398701","3720000","Modern Bank, National Association","New York","NY","10019","9/30/2018","11/14/2018","N","250 West 55th Street","MODERN BANK MANAGEMENT LLC","3","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1977","1/1/1977","5/27/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.modernbank.com","0.847464127751689","0","","0","0","0","","0","1.38469019938135","","","","","","","0"
"33458","13938","1872996","1889967","Monona Bank","Monona","WI","53716","9/30/2018","11/14/2018","NM","5515 Monona Drive","MONONA BANKSHARES, INC.","9","0","0","4","0","Dane","31540","Madison, WI","7/1/1991","7/1/1991","6/9/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.mononabank.com","0.457689122410588","0.435058548803589","0","0.493536782364814","0.279263687853996","0.577625162756261","0.165663482246397","0.701489315778114","0.753042267152957","0.124973963757551","0.190355329949239","0","0","0","","0"
"12181","0","364449","2907822","Monroe Bank & Trust","Monroe","MI","48161","9/30/2018","11/14/2018","NM","102 East Front Street","MBT FINANCIAL CORP.","20","0","0","4","0","Monroe","33780","Monroe, MI","1/1/1905","1/1/1934","10/10/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.monroe.bank","0.597560084739572","0.797444321662452","2.78562616896812E-02","1.08632976521379","0","0.648749758760101","0.287225639675435","0.742972639143616","7.06929203310245E-02","0.03113740491971","","0.03113740491971","0","3.30594124870124E-02","0","0"
"29578","3692","576578","0","Monroe Federal Savings and Loan Association","Tipp City","OH","45371","9/30/2018","11/14/2018","SA","24 East Main Street","","3","0","0","4","0","Miami","19380","Dayton, OH","1/1/1875","4/3/1936","12/30/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.monroefederal.com","0.93724183118252","0.926776960784314","0","1.18547418967587","0","0.913198723417702","0","0.983930273730083","1.20591581342435","0","","0","0","0","0","0"
"30103","4752","927077","0","Monroe Savings Bank","Williamstown","NJ","8094","9/30/2018","11/14/2018","SB","114 South Main Street","","2","0","0","5","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1870","2/28/1964","6/25/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.monroesavings.com","0.411165808905795","0.422622544220351","","2.51431899815552","0","0","0","0","0","0.362393870366536","","0.362393870366536","0","0.443655723158829","","0"
"90245","8424","951102","3370508","Monson Savings Bank","Monson","MA","1057","9/30/2018","11/14/2018","SB","146 Main Street","MONSON FINANCIAL SERVICES MHC","4","0","0","4","0","Hampden","44140","Springfield, MA","3/27/1872","7/1/1985","6/30/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.monsonsavings.bank","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"21956","12016","514066","1138919","Montecito Bank & Trust","Santa Barbara","CA","93101","9/30/2018","11/14/2018","NM","1000 State Street","MONTECITO BANCORP","14","0","0","4","0","Santa Barbara","42200","Santa Maria-Santa Barbara, CA","3/17/1975","3/17/1975","3/19/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","www.montecito.bank","0.363281980778685","9.66372340509227E-02","0","0","0","0.360963090666876","1.34808853118712","0","2.11496837195255","0.538057742782152","0","0.538269659971117","0","0.538411030860145","0","52.3053892215569"
"22460","10362","297761","2349888","Monterey County Bank","Monterey","CA","93940","9/30/2018","11/14/2018","NM","601 Munras Avenue","NORTHERN CALIFORNIA BANCORP, INC.","4","0","0","4","0","Monterey","41500","Salinas, CA","5/5/1977","5/5/1977","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://montereycountybank.com","4.66988537768701","6.66971541140465","36.4790764790765","0","0","0","0","0","0.567004688692618","2.3121387283237","2.83687943262411","0","","0","","0"
"1860","0","700140","4516255","Montezuma State Bank","Montezuma","IA","50171","9/30/2018","11/14/2018","NM","101 South 4th Street","CHIEF IOWA INVESTMENT CORPORATION","1","0","0","8","0","Poweshiek","","","1/10/1891","1/1/1934","5/27/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.montestatebank.com","5.67493112947658","2.93558606124604","0","0","","2.01775625504439","0","2.04081632653061","3.14431604407417","1.77383592017738","","1.77383592017738","2.47875354107649","0.593119810201661","","0"
"8255","9737","613558","1119495","Montgomery Bank, National Association","Sikeston","MO","63801","9/30/2018","11/14/2018","N","One Montgomery Bank Plaza","MONTGOMERY BANCORPORATION, INC.","10","0","0","4","1","Scott","","","1/1/1934","1/1/1934","9/30/2018","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.montgomerybank.com","0.442997256599734","0.410814492260096","0.766392279307409","0.661069610629999","0","0.229340393419954","0.335951134380454","0.217937110909922","0.659658362119865","0.264797507788162","","0.264797507788162","0.525827404887102","0","0","0"
"8594","0","753052","1062694","Montrose Savings Bank","Montrose","MO","64770","9/30/2018","11/14/2018","NM","401 Missouri Avenue","MONTROSE SAVINGS BANCSHARES, INC.","1","0","0","2","1","Henry","","","1/1/1895","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","1.44488884084603","2.06284076218313","0","0","0","1.16772823779193","","1.16772823779193","0.281491907107671","7.14285714285714E-02","","7.14285714285714E-02","0","0.201612903225806","","0"
"58757","0","3616309","5045387","Monument Bank","Doylestown","PA","18901","9/30/2018","11/14/2018","SM","465 North Main Street","MONUMENT BANCORP INC","2","0","0","4","0","Bucks","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/22/2008","2/22/2008","4/3/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.monumentbankpa.com","0.272662609657789","0.279620526578134","0","0.415866373988201","0","0.186762629253405","0","0.190518675476994","0","0","","0","","0","","0"
"32992","0","1456501","2162966","Morgan Stanley Bank, National Association","Salt Lake City","UT","84111","9/30/2018","11/14/2018","N","201 S Main St, 5th Floor","MORGAN STANLEY","1","0","0","9","0","Salt Lake","41620","Salt Lake City, UT","5/25/1990","5/25/1990","12/12/2014","Stock","0","0","OCC","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","","0.171742420377833","0","0","0","0","0","","0","1.15905439522607","0","","0","","0","0","0"
"34221","13521","2489805","2162966","Morgan Stanley Private Bank, National Association","Purchase","NY","10577","9/30/2018","11/14/2018","N","2000 Westchester Avenue","MORGAN STANLEY","2","0","1","9","0","Westchester","35620","New York-Newark-Jersey City, NY-NJ-PA","8/12/1996","8/12/1996","12/12/2014","Stock","0","1","OCC","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","0","0","","0.12488646684832","0.220345207491737","0","0","0","0.247441232707232","0","0.249056603773585","0","0","","0","","0","0","0"
"30434","5332","332671","0","Morganton Savings Bank, S.S.B.","Morganton","NC","28655","9/30/2018","11/14/2018","SB","100 South King Street","","1","0","0","4","0","Burke","25860","Hickory-Lenoir-Morganton, NC","1/1/1903","12/28/1959","6/6/2012","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.morgantonsavings.com","3.66634043514266","3.69948343968399","1.73223247531164","7.1053717789964","0.156849076333217","2.63644773358002","5.34280420012353","2.20989096573209","0","0","","0","","0","","0"
"275","0","330949","1119217","Morgantown Bank & Trust Company, Incorporated","Morgantown","KY","42261","9/30/2018","11/14/2018","NM","201 N Main Street","MORGANTOWN DEPOSIT BANCORP, INC.","5","0","0","8","0","Butler","14540","Bowling Green, KY","9/1/1880","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","https://www.morgantownbank.com","6.72630658505415E-04","0","0","0","0","0","0","0","0","1.29718510831496E-02","","1.29718510831496E-02","2.66951414842499E-02","0","","0"
"17910","0","423739","1417212","Morris Bank","Dublin","GA","31021","9/30/2018","11/14/2018","NM","301 Bellevue Avenue","MORRIS STATE BANCSHARES, INC.","6","0","0","4","1","Laurens","","","11/29/1954","10/2/1958","9/25/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://morrisstate.com","1.38154130026043","0.6279276118941","1.88761605889362E-02","0.57744014339977","0","1.04808276627829","0","1.10568513696408","6.04681404421326","0.724793684965913","","0.724793684965913","0.52111903455842","0.856366643042759","","0"
"18429","10842","825146","2762795","Morton Community Bank","Morton","IL","61550","9/30/2018","11/14/2018","NM","721 West Jackson Street","HOMETOWN COMMUNITY BANCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST","39","0","0","4","1","Tazewell","37900","Peoria, IL","8/26/1961","8/26/1961","3/17/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.hometownbanks.com","1.73756554066852","1.68042433989796","2.12879879968227","1.74583309078914","0.29428345924005","2.79954654014577","0.389581251147327","3.13156859439105","2.40521417713767","0.251940192689936","0.413223140495868","0.245784209350315","0.167607621736062","0.259471481304153","","0"
"9037","13222","259442","2510428","Mound City Bank","Platteville","WI","53818","9/30/2018","11/14/2018","NM","25 East Pine Street","MOUND CITY FINANCIAL SERVICES, INC.","6","0","0","2","0","Grant","","","2/15/1915","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.moundcitybank.com","0.12396241404816","0.165656861488898","0","0","0","0.495605268201856","0","0.536988414697462","0","0","","0","0","0","","0"
"8028","13899","807432","2349516","Mount Vernon Bank","Mount Vernon","GA","30445","9/30/2018","11/14/2018","NM","101 Railroad Avenue","HEART OF GEORGIA BANCSHARES, INC.","3","0","0","4","1","Montgomery","","","1/24/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.mvbankonline.com","3.83449795877476","4.2573220169139","3.35923790423665","1.37443851499213","100","8.91194724592708","0","9.36321956189506","0.505430691472201","6.03719599427754","","6.03719599427754","15.0251617541337","9.50570342205323E-02","","0"
"10494","13676","890649","1140912","Mount Vernon Bank and Trust Company","Mount Vernon","IA","52314","9/30/2018","11/14/2018","NM","206 First Street West","MOUNT VERNON BANCORP.","2","0","0","8","0","Linn","16300","Cedar Rapids, IA","1/1/1884","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.mountvernonbank.com","0.501838930326883","0","0","0","0","0","0","0","5.50063371356147","8.30564784053156E-02","0","8.39806844425782E-02","8.77000657750493E-02","0","","99.0867579908676"
"4931","12534","1016231","3416965","Mountain Commerce Bank","Knoxville","TN","37919","9/30/2018","11/14/2018","NM","6101 Kingston Pike","MOUNTAIN COMMERCE BANCORP, INC.","5","0","0","4","0","Knox","28940","Knoxville, TN","1/1/1910","1/1/1934","11/20/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.mcb.com","7.68165398289476E-02","6.63731245923027E-02","0","0","0","5.42546704628932E-02","0","6.59807779892796E-02","0.171487520263662","2.39444488786016E-02","0","2.73248929775025E-02","0","2.96296296296296E-02","","0"
"58341","0","3459207","5217483","Mountain Pacific Bank","Everett","WA","98201","9/30/2018","11/14/2018","NM","3732 Broadway","MOUNTAIN PACIFIC BANCORP, INC.","3","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","7/24/2006","7/24/2006","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.mountainpacificbank.com","0.648401499129756","0.161087090796788","0","0","0","1.20428518655338","0","1.42016989762579","0","0","0","0","0","0","0","0"
"17411","0","475653","2511014","Mountain Valley Bank","Walden","CO","80480","9/30/2018","11/14/2018","SM","461 Main","PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.","4","0","0","4","0","Jackson","","","2/21/1955","2/21/1955","8/26/2014","Stock","0","0","FED","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.bankmvb.com","0.964898290585898","1.19399333847688","0","0.782046922815369","0","0.648441147481455","0","0.858840908310145","0.254839902996424","0","0","0","0","0","","51.0142749812171"
"1705","0","714437","1134751","Mountain Valley Bank","Dunlap","TN","37327","9/30/2018","11/14/2018","NM","17114 Rankin Avenue","SEQUATCHIE COUNTY BANCORP, INC.","5","0","0","8","0","Sequatchie","16860","Chattanooga, TN-GA","1/1/1905","1/1/1934","6/4/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.mtnvalleybankonline.com","1.06057596822244","1.01168730266312","0.628930817610063","0","0","1.36334657446913","","1.36334657446913","1.28552097428958","1.53667054714785","0","1.54693542716512","2.62996941896024","1.2902290518991","","0"
"6786","11246","1011432","1404641","Mountain Valley Bank, N.A.","Elkins","WV","26241","9/30/2018","11/14/2018","N","317 Davis Avenue","MOUNTAIN-VALLEY BANCSHARES, INC.","4","0","0","4","0","Randolph","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.mountainvalleybank.com","0.144940077012936","0.16459894361872","0","0","0","0.325503437219132","","0.325503437219132","0","0","","0","0","0","","0"
"58772","0","3636259","4181130","Mountain View Bank of Commerce","Westminster","CO","80234","9/30/2018","11/14/2018","NM","12365 Huron Street","NBC BANCSHARES LLC","1","0","0","4","0","Adams","19740","Denver-Aurora-Lakewood, CO","2/8/2008","2/8/2008","2/8/2008","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","mvbofc.com","0.611441666409758","0","0","0","0","0","0","0","7.88079470198676","0","","0","","0","","0"
"90253","12401","97804","2634212","MountainOne Bank","North Adams","MA","1247","9/30/2018","11/14/2018","SB","93 Main Street","MOUNTAINONE FINANCIAL, MHC","7","0","0","4","0","Berkshire","38340","Pittsfield, MA","1/1/1848","7/19/1985","9/22/2015","Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.mountainone.com","0.886526578117729","0.843609640598059","0","0.598571849677252","0","1.38239499850354","1.35107378414771","1.38773730697216","1.26158715803753","0","","0","","0","","8.0248883216337"
"9502","14489","722227","0","Movement Bank","Danville","VA","24543","9/30/2018","11/14/2018","NM","201 N. Union Street","","1","0","0","4","0","Danville City","","","9/8/1919","1/1/1934","7/25/2017","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.movementbank.com","1.83975177952181","1.78610324548029","","1.56810035842294","","2.09139391404371","0","4.37349661054013","0.54858934169279","4.93827160493827","0","5.15796260477112","1.75879396984925","6.33130962705985","","0"
"58619","0","3482111","3482102","MRV Banks","Sainte Genevieve","MO","63670","9/30/2018","11/14/2018","NM","871 Ste. Genevieve Drive","MRV FINANCIAL CORP","4","0","0","4","0","Sainte Genevieve","","","7/16/2007","7/16/2007","6/28/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.mrvbanks.com","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"19525","7136","542667","0","Mt. McKinley Bank","Fairbanks","AK","99701","9/30/2018","11/14/2018","SB","500 Fourth Ave","","5","0","0","4","0","Fairbanks North St","21820","Fairbanks, AK","12/3/1965","12/3/1965","5/31/2018","Non-Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","www.mtmckinleybank.com","1.86175179755346","1.6000344402032","0","1.64632044409048","0","2.92144931544738","0.128747471031819","4.60387811634349","3.07672585090699","0","","0","0","0","","0"
"15523","0","765662","0","Muenster State Bank","Muenster","TX","76252","9/30/2018","11/14/2018","NM","201 North Main Street","","2","0","0","5","1","Cooke","","","7/3/1923","7/31/1937","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.msbtx.com","3.66236569690428","4.90501346954483","0","16.6865032135206","","0","","0","0.163360560093349","2.23344855091731","","2.23344855091731","0","3.14606741573034","","0"
"22826","0","212465","2961897","MUFG Union Bank, National Association","San Francisco","CA","94104","9/30/2018","11/14/2018","N","400 California Street","MITSUBISHI UFJ FINANCIAL GROUP, INC.","356","1","1","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","3/9/1979","3/9/1979","10/16/2015","Stock","0","1","OCC","DIF","San Francisco","WASHINGTON","San Francisco","San Francisco","Western","Western","0","0","www.unionbank.com","0.501944302692151","0.251236099287646","5.30710444381545E-03","0.094292911362735","7.74179516435564E-02","0.3228821303426","0.861911957982407","0.291308073248011","1.73215068131136","0.329436026494696","1.43125247579404","0.147615118359999","","0.147615118359999","0","0.971610638008962"
"23546","0","460332","0","Municipal Trust and Savings Bank","Bourbonnais","IL","60914","9/30/2018","11/14/2018","NM","720 Main Street, N.W.","","3","0","0","4","1","Kankakee","28100","Kankakee, IL","10/2/1981","10/2/1981","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","WWW.MUNICIPALBANK.COM","0.425142783802862","0.441860594371974","0","0","0","0.277427490542245","0","0.291107974594213","0","0","","0","0","0","0","0"
"25726","13217","855563","0","Murphy Bank","Fresno","CA","93704","9/30/2018","11/14/2018","NM","5180 North Palm Avenue","","1","0","0","4","1","Fresno","23420","Fresno, CA","2/1/1984","10/29/1984","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","http://www.murphybank.com","0.451174064167877","1.21036373951964","0","0","0","1.43784323514728","0","1.44858285340643","0.259685754006768","0.296865609120877","","0.296865609120877","0","0.299577283587576","","0"
"10860","0","478140","2232748","Murphy-Wall State Bank and Trust Company","Pinckneyville","IL","62274","9/30/2018","11/14/2018","NM","105 East Water Street","MURPHY-WALL BANCORP, INC.","3","0","0","4","0","Perry","","","11/1/1874","1/1/1934","5/11/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.murphywall.com","1.88895718090555","1.88234496091167","0","2.42951645928493","0","1.83291816931256","0","2.03190042451469","2.39103702691625","4.79686735193343","","4.79686735193343","0","7.66823161189358","","0"
"29755","4032","121679","0","Mutual Bank","Whitman","MA","2382","9/30/2018","11/14/2018","SM","570 Washington St","","9","0","0","6","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","12/14/1936","9/25/2013","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.mymutualbank.com","0.405413280832313","0.446419326495534","0","0","0","0.663918305930388","0","0.794938522647056","0","0.23195941984655","","0.23195941984655","0","0.235531628532974","","0"
"28302","1330","235174","0","Mutual Federal Bank","Chicago","IL","60608","9/30/2018","11/14/2018","SA","2212 West Cermak Road","","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1905","4/10/1935","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.mutualfederalbank.com","2.33589934608062","2.33589934608062","","0","1.07163406214039","3.09670453708929","0","4.11557526741456","","","","","","","","0"
"32325","8146","786274","0","Mutual of Omaha Bank","Omaha","NE","68131","9/30/2018","11/14/2018","SA","3333 Farnam Street","","30","0","1","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","5/23/1985","5/23/1985","7/21/2011","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","0","www.mutualofomahabank.com","1.32063206580939","0.555925269104052","0.441651944935169","7.06351894691455E-02","2.01407800717086","0.349324718810241","0.477879048120342","0.344616439822502","6.43273337544667","0","","0","0","0","","0"
"27716","165","809070","0","Mutual Savings and Loan Association","Metairie","LA","70006","9/30/2018","11/14/2018","SA","2900 Clearview Parkway","","2","0","0","5","0","Jefferson","35380","New Orleans-Metairie, LA","1/1/1910","1/16/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.mutualsavings.com","0.450888725408766","0.451767838885322","1.93621867881549","0","0","0.415258072244257","0","0.424235831611008","","0","","0","","0","","0"
"29988","4492","636276","0","Mutual Savings Association, FSA","Leavenworth","KS","66048","9/30/2018","11/14/2018","SA","100 South 4th St","","6","0","0","5","0","Leavenworth","28140","Kansas City, MO-KS","1/1/1888","10/24/1949","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.MSA.bank","3.41498525258373","3.77520191833237","0.531172872625818","4.63442203581415","0","4.68478889531521","50.3649635036496","4.34558733858182","1.01153145862836E-02","0.124172185430464","","0.124172185430464","0","0.168823860438942","","0"
"29999","4516","729570","0","Mutual Savings Bank","Hartsville","SC","29550","9/30/2018","11/14/2018","SA","330 West Carolina Ave","","1","0","0","4","0","Darlington","22500","Florence, SC","11/13/1936","11/13/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.mutualsavings.net","0.130670776653488","0.145887105824262","0","0","0","0.323115161557581","0","0.388523610280932","0","0","","0","0","0","","0"
"27742","207","841472","3252659","Mutual Savings Bank","Franklin","IN","46131","9/30/2018","11/14/2018","SB","80 East Jefferson Street","THIRD CENTURY BANCORP","5","0","0","4","0","Johnson","26900","Indianapolis-Carmel-Anderson, IN","1/1/1890","8/24/1935","2/25/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.mutualsavingsbank.net","2.98633178911903E-02","3.15258511979823E-02","0","0","0","7.40325743327064E-02","0","9.65301330550483E-02","0","3.46800762961679E-02","0.446428571428571","0","0","0","","0"
