cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"8503","0","944748","1249187","The Farmers State Bank","Marcus","IA","51035","9/30/2018","11/14/2018","NM","106 E. Cedar St","WEST IOWA BANC CORP.","1","0","0","2","1","Cherokee","","","12/28/1928","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.fsbmarcus.com","10","68392","5833","5100","21149","0","40260","785","0","225","0","0","925","68392","59318","56492","45350","56492","85.8279691589446","2750","0","0","0","76","9074","9074","0","200","800","8074","0","88","0","793","66509","12673","67896.25","67703.5","49195","68684","0","0","0","0","4603","2115","0","0","5210","9510","617","5210","0"
"11747","11417","481944","1099793","The Farmers State Bank and Trust Company","Jacksonville","IL","62650","9/30/2018","11/14/2018","NM","200 West State Street","FARMERS HOLDING COMPANY","2","0","0","4","0","Morgan","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","http://www.fsbtco.com","54","204905","5815","50","71482","3559","110612","1616","0","5090","213","0","8134","204905","181172","175748","127274","175748","83.6186889945621","4889","0","0","0","535","23733","23733","0","1500","3072","19161","0","3090","0","901","185703","53527","207722.75","205524","132491","206302","5891","5891","0","0","6392","608","0","630","16785","23933","1616","16785","0"
"18120","0","138051","0","The Farmers State Bank of Aliceville, Kansas","Westphalia","KS","66093","9/30/2018","11/14/2018","NM","305 Dobell Street","","3","0","0","2","0","Coffey","","","1/1/1908","11/30/1959","7/11/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.fsbaliceville.com","22","148642","17858","14579","21219","0","105804","1519","0","1190","0","608","1963","148642","127153","126827","114297","126827","79.4870382754416","0","0","0","0","326","21489","21489","0","30","625","20834","0","355","0","1950","141602","801","147683.5","147824","100486","146192","0","0","0","0","21354","4466","0","0","9846","20881","1259","9846","0"
"17629","0","1017854","1055865","The Farmers State Bank of Blue Mound","Blue Mound","KS","66010","9/30/2018","11/14/2018","NM","205 South Fifth Street","DALE SPRAGUE ENTERPRISES, INC.","3","0","0","2","1","Linn","28140","Kansas City, MO-KS","8/1/1913","7/12/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","WWW.FSBKANSAS.COM","16","44473","4252","2490","3103","3395","31104","411","0","493","27","0","2099","44473","36698","36439","26415","36439","94.9888916316959","0","0","0","0","259","7775","7775","0","120","240","7415","0","26","0","735","40092","1675","46060","44951","35585","44754","1317","1317","0","0","1352","59","0","0","4128","7809","411","4128","0"
"10407","0","621151","1062528","The Farmers State Bank of Brush","Brush","CO","80723","9/30/2018","11/14/2018","NM","200 Clayton Street","FIRST PIONEER BANK CORP.","3","0","0","2","0","Morgan","","","10/9/1915","1/1/1934","11/11/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.fsbbrushakron.com","24","104801","10260","8475","24879","0","66563","921","0","381","305","0","2413","104801","85586","84008","64617","84008","80.9942529419464","0","0","1398","0","180","19215","19215","0","563","3000","15652","0","278","0","1909","99917","10632","106494.5","105276","69000","105453","0","0","0","0","8913","19","1398","0","7983","19465","863","7983","0"
"18101","0","14753","0","The Farmers State Bank of Bucklin, Kansas","Bucklin","KS","67834","9/30/2018","11/14/2018","NM","111 N Main St","","1","0","0","2","0","Ford","","","1/1/1909","10/15/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.fsbbucklin.com","9","43793","9771","8575","11753","905","20551","502","0","107","0","0","706","43793","38893","38781","24886","38781","85.8757498519606","0","0","0","0","112","4900","4900","977","300","1277","2346","0","52","0","650","41784","3070","43522.25","44017","25646","43496","0","0","0","0","762","1458","0","0","6030","3979","1299","6030","0"
"1867","13340","278256","1248836","The Farmers State Bank of Oakley, Kansas","Oakley","KS","67748","9/30/2018","11/14/2018","NM","100 Center Avenue","SECURITY BANCSHARES, INC.","1","0","0","2","0","Logan","","","3/17/1907","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.fsboakley.com","14","143638","4400","2040","32441","0","101380","1143","0","1062","0","0","4355","143638","120888","98437","81909","98437","81.9988026261048","3694","0","17710","0","1047","22750","22750","0","200","2000","20550","0","0","0","1567","135861","49698","142004.75","143261.5","122486","142766","1451","1451","0","0","20264","5159","17710","0","31732","22749","1143","31732","0"
"6084","0","496957","0","The Farmers State Bank of Turton","Turton","SD","57477","9/30/2018","11/14/2018","NM","123 E. Center St.","","1","0","0","2","1","Spink","","","8/13/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","5","29171","3290","2115","4626","0","18662","296","0","127","0","0","2466","29171","25644","25504","22768","25504","75.579894386857","0","0","0","0","140","3527","3527","0","50","2300","1177","0","0","0","505","25403","6153","29594","29231","18175","29346","1910","1910","0","0","2451","1254","0","0","5058","3509","269","5058","0"
"13033","12942","879747","1209284","The Farmers State Bank of Waupaca","Waupaca","WI","54981","9/30/2018","11/14/2018","SM","112 West Fulton Street","FARMERS STATE BANCORPORATION, INC.","4","0","0","4","0","Waupaca","","","1/11/1911","9/17/1935","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.fsbwaupaca.com","41","190614","6850","4142","48441","2944","120697","1171","0","2710","0","168","8804","190614","164062","160843","125292","160843","91.9822240980157","0","0","0","0","3219","26552","26552","0","600","4259","21693","0","679","0","961","176224","53622","188706.5","189264","153381","192409","6454","6454","0","0","8446","540","0","0","15494","27616","1171","15494","0"
"15164","52779","615851","0","The Farmers State Bank of Westmoreland","Westmoreland","KS","66549","9/30/2018","11/14/2018","NM","307 Main Street","","3","0","0","2","0","Pottawatomie","31740","Manhattan, KS","1/1/1898","5/24/1935","11/8/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.bankwithfarmers.com","36","165275","10611","8933","28252","238","119614","2279","0","2543","1086","351","2580","165275","139506","139216","118414","139216","88.2492509282755","0","0","0","0","290","25769","25769","0","94","377","25298","0","125","0","1842","157037","73975","168781","166010.5","178017","166418","0","0","0","0","7954","124","0","0","25046","25252","2225","25046","234"
"6923","11584","976226","1076600","The Fauquier Bank","Warrenton","VA","20186","9/30/2018","11/14/2018","SM","10 Court House Square","FAUQUIER BANKSHARES, INC.","11","0","0","4","0","Fauquier","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","2/14/1902","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","tfb.bank","150","669311","20792","11708","72629","18","527804","5214","0","18302","1356","0","28410","669311","607822","566513","452199","566513","81.0008188389428","5000","0","29800","0","6509","61489","61489","0","2000","1300","58189","0","4222","0","1944","612159","279083","661233.25","660050.5","537597","657719","13505","13505","0","0","32303","4049","29800","0","89275","62900","5214","89275","5576"
"6762","15828","488420","2355759","The Fayette County National Bank of Fayetteville","Fayetteville","WV","25840","9/30/2018","11/14/2018","N","101 N. Court St","FCNB BANCORP, INC.","3","0","0","6","0","Fayette","13220","Beckley, WV","6/1/1900","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.fcnbonline.com","31","95504","8953","7127","22700","0","61782","742","0","1198","58","0","813","95504","84352","84172","67134","84172","81.5989079470592","0","0","0","0","180","11152","11152","0","300","300","10552","0","1305","0","321","91609","51358","91445.25","92363","47420","92082","0","0","0","0","1633","480","0","62","2355","11470","594","2355","0"
"35518","16195","2806877","0","The Federal Savings Bank","Chicago","IL","60607","9/30/2018","11/14/2018","SA","300 N Elizabeth St, Fl 3e","","2","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/3/2000","7/3/2000","3/28/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.thefederalsavingsbank.com","1087","387916","21899","17981","893","0","340393","947","0","7210","459","7540","9522","387916","314105","277000","249310","277000","91.3909196538759","5000","0","19000","0","13105","73811","73811","0","80","7346","66385","0","4922","0","298","359267","294973","328775.5","343193","216396","321145","0","0","0","0","49473","0","19000","271396","15556","73581","959","15556","769096"
"11507","12777","584920","1249002","The Fidelity Bank","Fuquay Varina","NC","27526","9/30/2018","11/14/2018","NM","100 South Main Street","FIDELITY BANCSHARES (N.C.), INC.","57","0","1","4","0","Wake","39580","Raleigh, NC","1/1/1909","1/1/1934","12/4/2015","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","0","http://www.fidelitybanknc.com","430","1952611","184220","143834","560376","0","1120311","17111","0","49384","1313","19801","17206","1952611","1748399","1735849","1045158","1735849","75.6980211049124","0","0","0","0","12550","204212","204212","0","730","26425","177057","0","2480","0","5263","1824521","636444","1919655.75","1946574","1360323","1933376","0","0","0","0","13433","10201","0","4625","388867","197828","17007","388867","21444"
"11868","11124","1007819","2858773","The Fidelity Deposit and Discount Bank","Dunmore","PA","18512","9/30/2018","11/14/2018","NM","Blakely And Drinker Streets","FIDELITY D&D BANCORP, INC.","12","0","0","4","0","Lackawanna","42540","Scranton-Wilkes-Barre-Hazleton, PA","5/11/1903","1/1/1934","3/17/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.bankatfidelity.com","180","949052","16944","3162","171451","0","695764","9944","0","17806","577","1404","45106","949052","859881","780297","572473","780297","65.5234386508765","8491","0","63482","0","7611","89171","89171","0","1410","7388","80373","0","3791","0","3300","870377","458839","908586.5","936196.5","678577","930349","20464","20464","0","0","94025","5137","63482","3998","173827","91505","8501","173827","0"
"10920","9668","638850","1060234","The Fidelity State Bank and Trust Company","Dodge City","KS","67801","9/30/2018","11/14/2018","SM","510 North Second Avenue","FIDELITY BANC CORPORATION, DODGE CITY, KANSAS","3","0","0","2","0","Ford","","","1/2/1933","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.fidelitybankdc.com","33","168542","75533","72280","56918","0","34185","1023","0","567","0","0","1339","168542","137277","137043","88168","137043","74.0799369724911","0","0","0","0","234","31265","31265","0","1400","2800","27065","0","621","0","894","163383","14849","173227.5","171249","42024","171899","0","0","0","0","1969","2513","0","0","11048","31329","531","11048","0"
"2832","14230","257233","1135356","The First  Bank of Alabama","Talladega","AL","35160","9/30/2018","11/14/2018","NM","120 East North Street","FIRSTBANC OF ALABAMA, INC.","7","0","0","4","0","Talladega","","","1/1/1848","1/1/1934","10/1/2017","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.firstbankal.com","80","526131","20646","12260","139606","0","325123","2978","0","12701","246","6181","21628","526131","458625","436959","341934","436959","71.6480057103899","0","0","17000","0","4666","67506","67506","0","1219","21078","45209","0","354","0","2364","476989","176322","533622.25","523538.5","358089","513341","13295","8489","4806","0","67919","3986","17000","0","51321","64167","2978","51321","0"
"16082","10825","696551","1123858","The First and Farmers Bank","Portland","ND","58274","9/30/2018","11/14/2018","NM","509 Parke Avenue","FULL SERVICE INSURANCE AGENCY, INC.","2","0","0","2","0","Traill","","","1/1/1886","8/30/1943","7/17/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ffbnk.com","12","54389","1220","557","9713","0","39089","164","0","965","0","1866","1536","54389","47525","43750","36484","43750","88.5724051498234","3576","0","0","0","199","6864","6864","0","210","6732","-78","0","0","0","589","49359","14095","55464.5","54039","41602","52223","827","827","0","0","5204","43","0","0","10772","5182","166","10772","0"
"22918","11070","223322","1988646","The First Bank and Trust Company","Lebanon","VA","24266","9/30/2018","11/14/2018","SM","359 West Main Street","FIRST BANCORP, INC.","26","0","1","2","0","Russell","","","8/3/1979","8/3/1979","2/1/2007","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.firstbank.com","355","1754413","160590","150671","41857","0","1459357","16493","0","24990","7016","5784","54819","1754413","1549966","1463629","1112932","1463629","82.8143181805766","0","0","78534","0","7803","204447","204447","0","4360","15783","184304","0","4356","1846","7164","1651885","320040","1746470.5","1767023.5","1342925","1755260","33481","13324","0","20157","98824","4729","78534","3340","271420","204111","16634","271420","6334"
"3818","0","303747","1097678","The First Bank and Trust Company of Murphysboro","Murphysboro","IL","62966","9/30/2018","11/14/2018","NM","1403 Walnut Street","FIRST OF MURPHYSBORO CORP.","2","0","0","4","0","Jackson","16060","Carbondale-Marion, IL","1/1/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.fb-t.com","30","79120","5248","3519","17445","2802","49521","566","0","641","732","0","2731","79120","72767","71334","59049","71334","90.8835020795698","1222","0","0","0","211","6353","6353","0","319","2431","3603","0","1561","0","342","73287","27730","79404.5","79892.5","45856","79476","1790","1703","87","0","4491","586","0","322","4288","7044","571","4288","0"
"5336","10712","143952","1128639","The First Bank of Baldwin","Baldwin","WI","54002","9/30/2018","11/14/2018","SM","990 Main Street","BALDWIN BANCSHARES, INC.","4","0","0","2","1","Saint Croix","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/23/1883","1/1/1934","4/7/2015","Stock","0","0","FED","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.firstbankbaldwin.com","37","171471","7083","4291","49025","11","107613","1846","0","3179","752","1825","1983","171470","155792","132731","98007","132731","83.9503754980905","7713","0","15000","0","348","15678","15678","0","390","10670","4618","0","2718","0","881","160940","63003","169879.25","170501","117496","167406","0","0","0","0","24620","0","15000","0","17973","17373","1473","17973","0"
"3133","0","871956","1107492","The First Bank of Celeste","Celeste","TX","75423","9/30/2018","11/14/2018","NM","301 N. Hwy 69","METROPLEX NORTH BANCSHARES, INC.","1","0","0","8","1","Hunt","19100","Dallas-Fort Worth-Arlington, TX","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.firstbankceleste.com","12","50110","12369","10903","14564","0","22666","316","0","329","0","0","182","50110","46087","45808","26278","45808","90.6138838574515","0","0","0","0","279","4023","4023","0","100","2300","1623","0","0","0","164","48133","21636","49761.75","50145","24319","49652","0","0","0","0","886","609","0","0","1561","4023","304","1561","0"
"58307","0","3466988","4894588","The First Bank of Greenwich","Cos Cob","CT","6807","9/30/2018","11/14/2018","NM","444 East Putnam Avenue","FIRST GREENWICH FINANCIAL, INC.","2","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","12/20/2006","12/20/2006","2/11/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","http://www.greenwichfirst.com","40","340017","5710","4427","19909","0","303589","3278","0","923","2953","173","6760","340017","308421","254495","195590","254495","68.7636776533174","0","0","52800","0","1126","31596","31596","0","125","34355","-2884","0","2226","0","1288","327925","216242","341382.75","345875.5","271096","346834","0","0","0","0","59368","10210","52800","0","32166","30835","3298","32166","0"
"1165","0","918150","0","The First Bank of Okarche","Okarche","OK","73762","9/30/2018","11/14/2018","NM","203 Oklahoma Avenue","","1","0","0","2","1","Canadian","36420","Oklahoma City, OK","10/28/1892","1/1/1934","1/18/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.firstbankokarche.com","9","100363","28625","25788","32262","0","35729","808","0","117","275","0","3355","100364","88451","88014","63505","88014","77.0845871705484","0","0","0","0","437","11913","11913","0","300","400","11213","0","202","0","645","93779","11879","99732.25","99206.5","56003","99650","2293","2293","0","0","2873","2448","0","0","10454","11913","701","10454","0"
"15214","0","538222","2024318","The First Central National Bank of St. Paris","St. Paris","OH","43072","9/30/2018","11/14/2018","N","103 South Springfield","CENTRAL BANCSHARES, INC.","3","0","0","2","0","Champaign","","","8/8/1880","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.firststparis.com","20","93979","7583","4855","27654","1642","50943","471","0","539","0","0","5618","93979","78548","77124","65960","77124","89.9966362201465","0","0","0","0","1424","15431","15431","0","1000","1000","13431","0","66","0","150","85094","35943","94797.5","94263.5","59386","93895","3594","3594","0","0","2583","558","0","0","1648","16349","471","1648","0"
"14355","0","230423","0","The First Citizens National Bank of Upper Sandusky","Upper Sandusky","OH","43351","9/30/2018","11/14/2018","N","100 North Sandusky","","7","0","0","4","0","Wyandot","","","12/1/1902","5/11/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.firstcitizensnational.com","65","278757","19777","15528","58084","0","177306","2604","0","8464","83","253","14790","278757","239567","218770","153646","218770","85.3252599108877","6418","0","10000","0","4379","39190","39190","0","3208","3208","32774","0","4533","0","1499","250918","40123","277162.25","275449","189805","276284","10380","10380","0","0","23566","2104","10000","0","34924","40171","2375","34924","0"
"2721","10796","511618","1071043","The First Commonwealth Bank of Prestonsburg, Inc.","Prestonsburg","KY","41653","9/30/2018","11/14/2018","NM","311 North Arnold Avenue","FIRST PRESTONSBURG BANCSHARES, INC.","10","0","0","8","1","Floyd","","","5/12/1904","1/1/1934","5/31/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.myfcb.com","95","309549","14550","9242","140539","23","137318","1772","0","8184","628","1971","6336","309549","279412","246332","179524","246332","88.0574301703183","8327","0","22149","0","2604","30137","30137","0","859","21506","7772","0","1242","0","1264","287122","146161","313211.25","310203.5","160086","307433","0","0","0","0","34759","1212","22149","0","12579","34578","1766","12579","0"
"3745","10420","459644","5043794","The First Community Bank of Moultrie County","Sullivan","IL","61951","9/30/2018","11/14/2018","NM","1 South Main Street","SULLIVAN BANCSHARES, INC. EMPLOYEE SAVINGS & RETIREMENT PLAN","3","0","0","2","1","Moultrie","","","4/5/1905","1/1/1934","3/6/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.firstmoco.com","20","84272","20693","19452","7037","0","51936","663","0","735","0","449","3422","84272","75385","74886","61259","74886","85.9027425427938","0","0","0","0","499","8887","8887","0","367","3585","4935","0","525","0","466","78425","18186","83608","82667.5","49217","82162","2708","1877","0","831","362","3685","0","0","7410","8584","615","7410","0"
"4222","12805","353957","0","The First Farmers National Bank of Waurika","Waurika","OK","73573","9/30/2018","11/14/2018","N","319 E D Ave","","1","0","0","2","1","Jefferson","","","3/26/1906","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.ffnbank.com","13","43007","3337","2736","25063","0","13948","990","0","58","40","0","561","43007","34552","34528","26322","34528","76.334220884464","0","0","0","0","24","8455","8455","0","25","150","8280","0","72","0","347","41747","21289","44707","43446.5","18216","44097","0","0","0","0","3873","592","0","0","5111","9398","237","5111","0"
"3301","0","629353","1233627","The First Liberty National Bank","Liberty","TX","77575","9/30/2018","11/14/2018","N","1900 Sam Houston Street","FIRST LIBERTY NATIONAL BANCSHARES, INC.","4","0","0","4","1","Liberty","26420","Houston-The Woodlands-Sugar Land, TX","1/1/1913","1/1/1934","9/8/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","flnb.com","74","304023","41885","38007","67275","1203","182330","2354","0","7174","298","0","3858","304023","265768","261553","243088","261553","78.8644582227965","0","0","2170","0","2045","38255","38255","0","2000","2000","34255","0","563","0","1356","288815","86301","311353.5","308983.5","186102","309579","0","0","0","0","9168","3841","2170","0","29472","39201","2327","29472","0"
"3817","14344","388940","1407071","The First National Bank","Mattoon","IL","61938","9/30/2018","11/14/2018","N","511 Lake Land Boulevard","MGB BANCSHARES, INC.","3","0","0","4","1","Coles","","","9/1/1904","1/1/1934","12/12/2015","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.fnbbankingcenters.com","23","90646","6220","3901","23771","0","52193","532","0","3938","0","209","4315","90646","83772","80353","66481","80353","84.3204795006031","2251","0","750","0","418","6874","6874","0","3000","3000","874","0","943","0","399","79865","23667","89470","88898","64977","89989","3415","3018","0","397","10451","1894","750","0","6309","7800","532","6309","0"
"3840","0","137447","1099654","The First National Bank","Vandalia","IL","62471","9/30/2018","11/14/2018","N","432 West Gallatin Street","FIRST VANDALIA CORP.","7","0","0","2","0","Fayette","","","1/1/1865","1/1/1934","9/27/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.thefnb.com","86","322602","9737","4521","95665","0","195332","1958","0","4952","33","3250","13633","322602","278939","268259","223147","268259","84.2907665303963","3200","0","4856","0","2624","43663","43663","0","188","3818","39657","0","777","0","3028","295518","58510","323593","321741.5","222072","317704","8966","8966","0","0","11172","2015","4856","118","27729","41021","1958","27729","0"
"4086","13889","114457","2293507","The First National Bank & Trust","Elk City","OK","73648","9/30/2018","11/14/2018","N","102 South Main Steet","WESTERN OKLAHOMA FINANCIAL SERVICES, INC.","3","0","0","2","1","Beckham","","","4/19/1901","1/1/1934","6/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fnbec.com","45","311670","19518","18093","107927","1459","174915","3800","0","4118","642","0","3091","311670","279587","279327","225039","279327","76.4405381959939","0","0","0","0","260","32083","32083","0","200","500","31383","0","4834","0","2442","302394","100399","314505.25","313597","186516","315179","0","0","0","0","16264","286","0","0","17181","34419","2349","17181","0"
"5062","11932","251558","1416671","The First National Bank & Trust Company of Iron Mountain","Iron Mountain","MI","49801","9/30/2018","11/14/2018","N","233 South Stephenson Avenue","FNB BANCSHARES, INC.","9","0","0","4","0","Dickinson","","","1/1/1887","1/1/1934","4/23/2013","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","www.fnbimk.com","76","317157","33152","27985","101719","0","167904","1780","0","5377","335","1541","7129","317157","288459","270937","182677","270937","82.1040982699472","14363","0","2748","0","411","28698","28698","0","2160","2840","23698","0","2148","1609","1315","297608","62577","312054.75","311197","208030","311331","4130","4130","0","0","20459","15404","2748","428","37671","29460","1780","37671","0"
"2779","0","670430","1141302","The First National Bank and Trust","Atmore","AL","36502","9/30/2018","11/14/2018","N","111 South Main Street","FIRST SUNCOAST TRUST BANCSHARES, INC.","4","0","0","4","1","Escambia","","","1/1/1915","1/1/1934","6/1/2010","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.fnbandt.com","49","141430","3373","701","42540","3175","80850","1278","0","4481","0","0","7011","141430","126010","124599","83811","124599","85.6921682349449","0","0","1000","0","411","15420","15420","0","150","1850","13420","0","2181","0","763","127266","50248","141154.5","140624.5","99278","140914","4884","4884","0","0","9218","4308","1000","0","10741","17335","1241","10741","0"
"4062","0","154154","1065163","The First National Bank and Trust Co., Chickasha, Oklahoma","Chickasha","OK","73018","9/30/2018","11/14/2018","N","302 Chickasha Avenue","FIRST INDEPENDENT BANCORP, INC.","11","0","0","4","0","Grady","36420","Oklahoma City, OK","8/21/1892","1/1/1934","3/1/2007","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankfnbt.com","161","616791","22125","8696","190715","0","357358","5052","0","13296","344","7759","25194","616791","539331","508764","322531","508764","78.3310933484237","0","0","28235","0","2332","77460","77460","0","1200","19743","56517","0","5902","0","4187","556769","241837","596171","604337","427973","591453","16121","12692","0","3429","41280","3906","28235","0","64741","71408","5251","64741","20450"
"5285","10388","207845","1209042","The First National Bank and Trust Company","Beloit","WI","53511","9/30/2018","11/14/2018","N","345 East Grand Avenue","CENTRE 1 BANCORP, INC.","17","0","1","4","0","Rock","27500","Janesville-Beloit, WI","7/1/1882","1/1/1934","2/2/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.bankatfirstnational.com","291","1118704","28912","6271","213972","591","799454","9215","0","23205","443","29837","22290","1118704","990035","956970","722171","956970","84.5109243627237","3755","0","23000","0","6310","128669","128669","0","1200","37596","89873","0","1205","0","5007","1020288","312328","1117987.75","1114746.5","838093","1092073","1758","1758","0","0","44805","2399","23000","1117","198909","105840","9215","198909","29577"
"4050","9945","145554","1062050","The First National Bank and Trust Company of Broken Arrow","Broken Arrow","OK","74012","9/30/2018","11/14/2018","N","121 South Main Street","FIRST BROKEN ARROW CORPORATION","3","0","0","4","0","Tulsa","46140","Tulsa, OK","1/29/1904","1/1/1934","7/24/2013","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","fnbba.com","45","190622","32283","26196","11856","580","136279","2177","0","6252","60","0","3312","190622","170621","169950","104457","169950","82.6684238084872","0","0","0","0","671","20001","20001","0","1280","2720","16001","0","616","0","493","174911","37029","187365","191986.5","141011","191683","2017","2017","0","0","5908","3696","0","0","25699","20217","1767","25699","0"
"4148","0","837158","1061316","The First National Bank and Trust Company of Miami","Miami","OK","74354","9/30/2018","11/14/2018","N","2 North Main Street","FIRST MIAMI BANCSHARES, INC.","3","0","0","2","0","Ottawa","","","1/1/1900","1/1/1934","4/23/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.fnbmiami.com","36","136448","15930","9538","25751","7287","81052","990","0","2604","553","1246","2025","136448","124495","123486","79586","123486","74.3469106810268","0","0","0","0","1009","11953","11953","0","607","3361","7985","0","887","0","1156","123628","21196","139612.25","137523","78695","136450","0","0","0","0","788","3567","0","0","12957","13268","984","12957","0"
