cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","9/30/2018","11/14/2018","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","1207982","1207982","1072291","38","131250","4403","0","0","","97585","97585","1110397","462155","257330","390911","1110397","76416","1131566","1040305","809884","25563","10008","10008","743","",""
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","9/30/2018","11/14/2018","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","18275","18275","16527","0","1748","0","0","0","","5171","2337","13104","892","1067","11145","15938","2337","15938","17381","16247","641","0","0","1091","",""
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","9/30/2018","11/14/2018","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","225520","225520","175645","0","49820","55","0","0","","120850","54675","104670","39420","27000","38250","170845","54675","170845","215559","136494","5018","0","0","0","",""
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","9/30/2018","11/14/2018","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albaybank.com","488790","488790","469612","0","19178","0","0","0","","172428","127250","316362","121797","55906","138659","361540","127250","361540","412951","280314","11252","6920","6920","0","",""
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","9/30/2018","11/14/2018","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","177718","177718","136235","0","41483","0","0","0","","94323","45733","83395","19581","39330","24483","131985","94323","83395","175064","139931","6946","0","0","0","",""
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","9/30/2018","11/14/2018","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","285731","285731","258260","1","27470","0","0","0","","95614","67506","190117","54208","72790","63119","218225","67506","218225","272407","233538","16292","0","0","0","",""
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","9/30/2018","11/14/2018","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","20","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","1826328","1826328","1675094","0","149497","1737","0","0","","258664","164893","1567664","1289108","57231","221326","1661435","563494","1262833","1759671","945084","33130","38988","38988","0","",""
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","9/30/2018","11/14/2018","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","128734","128734","116424","0","12310","0","0","0","","48478","29591","80256","29307","29833","21117","99143","29591","99143","119432","108233","5193","8500","8500","0","",""
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","9/30/2018","11/14/2018","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.allamerica.bank","358407","358407","341487","325","16595","0","0","0","","199107","50789","159300","45484","14330","99486","307618","51507","306900","338828","331314","9153","10112","10112","0","",""
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","9/30/2018","11/14/2018","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","17","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","9/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","2441015","2441015","2186367","0","123236","131411","0","0","","109750","109750","2331264","1366561","60329","904374","2331264","796941","1644074","1901385","1317792","24034","365447","242265","0","",""
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","9/30/2018","11/14/2018","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","515584","515584","495812","0","18772","1000","0","0","","215475","166984","300109","132625","29086","138398","348600","166984","348600","435765","354594","10185","23000","23000","0","",""
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","9/30/2018","11/14/2018","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","241786","241786","214033","0","27754","0","0","0","","92822","34799","148965","49910","64695","34359","206988","54704","187082","234376","211649","4585","3246","3246","0","",""
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","9/30/2018","11/14/2018","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","146078","146078","140477","6","5595","0","0","0","","64244","19820","81834","8159","23349","50326","126258","19820","126258","140176","139526","15794","1","1","0","",""
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","9/30/2018","11/14/2018","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","82514","82514","81453","0","1044","17","0","0","","28595","25300","53919","25017","4498","24404","57214","25300","57214","80482","67217","3020","0","0","0","",""
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","9/30/2018","11/14/2018","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","13","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.alliancebank.com","650806","650806","594146","2","56657","0","0","0","","193698","159247","457107","275212","69932","111963","491558","159247","491559","638961","495920","19341","0","0","0","",""
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","9/30/2018","11/14/2018","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","194350","194350","161462","0","11589","21299","0","0","","72711","43046","121639","22562","24393","74684","151304","25791","168559","175816","165419","5168","7000","0","13072","",""
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","9/30/2018","11/14/2018","NM","292 West Main Ave","PBD HOLDINGS, LLC","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","www.alliancebanknc.com","139509","139509","135557","0","3952","0","0","0","","53618","39114","85891","58303","10068","17519","100395","39114","100395","136204","92080","3190","0","0","0","",""
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","9/30/2018","11/14/2018","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","4","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","264427","264427","180162","0","64776","19489","0","0","","63017","46170","201410","71261","6853","123296","218257","46555","217872","196237","156427","5307","0","0","18997","",""
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","9/30/2018","11/14/2018","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","144930","144930","123470","0","8493","12967","0","0","","63141","33366","81789","18406","12013","51369","111564","36112","108818","132907","123654","2075","1603","1603","10626","",""
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","9/30/2018","11/14/2018","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","74337","74337","72633","0","103","1601","0","0","","30452","23385","43885","19357","14746","9782","50952","23820","50516","71005","69305","1187","3075","3075","0","",""
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","9/30/2018","11/14/2018","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","45221","45221","36630","1","8590","0","0","0","","35221","6411","10000","3839","2810","3351","38810","6407","38814","45221","33212","810","0","0","0","",""
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","9/30/2018","11/14/2018","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","102744000","102744000","102744000","0","0","0","0","0","0","3278000","1368000","99466000","6982000","44184000","48300000","101376000","271000","102473000","80634000","94200000","3140000","16567000","16567000","5168000","0","0"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","9/30/2018","11/14/2018","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","941441","941441","914941","0","0","26500","0","0","","249392","210317","692049","166498","91785","433767","731124","221781","719660","790938","707857","28386","106273","106273","13221","",""
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","9/30/2018","11/14/2018","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/11/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","108314","108314","59330","0","7178","41806","0","0","","28536","20416","79778","854","11204","67720","87898","14676","93638","90393","94784","714","14108","13608","17520","",""
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","9/30/2018","11/14/2018","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","45","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","3234704","3234704","2967175","108","255342","12079","0","0","","385898","288067","2848806","2563280","128536","156990","2946637","1162361","2072343","3189500","1921544","20366","0","0","0","",""
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","9/30/2018","11/14/2018","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.alpinecapitalbank.com","209168","209168","201210","0","6745","1213","0","0","","94319","78638","114849","68301","1257","45291","130530","78638","130530","166329","89766","939","22675","22675","0","",""
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","9/30/2018","11/14/2018","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.altamahabank.com","140316","140316","134282","0","6034","0","0","0","","71027","71027","69289","0","17885","51404","69289","40179","100137","133327","127137","7733","0","0","0","",""
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","9/30/2018","11/14/2018","SM","3725 Westwind Blvd, # 100","ALTAPACIFIC BANCORP","6","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","6/20/2016","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.apbconnect.com","339672","339672","338567","0","1105","0","0","0","","143842","124989","195830","175940","5213","14678","214683","124989","214683","331324","180307","1384","4790","0","0","",""
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","9/30/2018","11/14/2018","NM","520 Broadway St","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","50917","50917","42080","0","8837","0","0","0","","14078","8382","36839","17281","5032","14527","42535","8381","42536","50485","40658","1886","1","1","0","",""
