cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"12815","12535","696430","1209181","Home State Bank, National Association","Crystal Lake","IL","60014","9/30/2018","11/14/2018","N","40 Grant Street","HOME STATE BANCORP, INC.","8","0","0","4","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1915","1/1/1934","7/20/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.homestateonline.com","501120","501120","473692","0","27428","0","0","0","","49353","40749","451767","134693","206886","110188","460371","133401","367719","483853","409023","22152","0","0","0","",""
"14492","15595","697156","1094480","HomeBank","Palmyra","MO","63461","9/30/2018","11/14/2018","NM","400 South Main Street","BYRON B. WEBB, INC.","7","0","1","2","1","Marion","","","6/1/1934","6/20/1934","10/31/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.myhomebank.bank","295185","295185","278670","0","7810","8705","0","0","","106069","56724","189116","30600","55780","102736","238461","48804","246381","289304","272374","13538","0","0","8165","",""
"17094","0","522669","4276344","HomeBank Texas","Seagoville","TX","75159","9/30/2018","11/14/2018","NM","601 North Highway 175","MTA BANCSHARES, INC.","4","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","4/7/1952","4/7/1952","8/3/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.homebanktx.com","162291","162291","161716","0","439","136","0","0","","86813","74782","75478","31192","9812","34473","87509","74782","87509","151135","115470","7458","6026","0","0","",""
"57632","0","3223408","0","Homeland Community Bank","Mcminnville","TN","37110","9/30/2018","11/14/2018","NM","900 North Chancery Street","","3","0","0","4","0","Warren","","","11/24/2003","11/24/2003","5/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.homelandcb.com","134068","134068","130138","0","3930","0","0","0","","43550","22738","90518","20050","21693","48776","111330","22738","111330","125776","110323","11482","0","0","0","",""
"32459","8286","251978","0","Homeland Federal Savings Bank","Columbia","LA","71418","9/30/2018","11/14/2018","SA","7840 Us Highway 165 South","","4","0","0","4","1","Caldwell","","","3/12/1986","3/18/1986","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.homelandfsbank.com","225780","225780","205559","0","20221","0","0","0","","50523","0","175257","21749","22856","130652","225780","25801","199979","171445","178864","13706","14156","14156","14556","",""
"11466","0","747051","1095870","HomePride Bank","Mansfield","MO","65704","9/30/2018","11/14/2018","NM","110 East Commercial","BANC 60, INC.","5","0","0","5","1","Wright","","","3/3/1892","1/1/1934","10/13/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.homepridebank.com","82882","82882","67118","0","8307","7457","0","0","","30318","17887","52564","7605","10684","34275","64995","17349","65533","78653","75815","4795","0","0","7457","",""
"16375","9073","300036","1209088","HomeStar Bank and Financial Services","Manteno","IL","60950","9/30/2018","11/14/2018","NM","303 Section Line Road","HOMESTAR FINANCIAL GROUP, INC.","5","0","0","4","0","Kankakee","28100","Kankakee, IL","2/23/1946","2/23/1946","10/20/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.homestarbank.com","329343","329343","281029","0","48314","0","0","0","","173439","62494","155904","8617","99867","47420","266849","62494","266849","328563","284761","7564","0","0","0","",""
"11482","0","140157","1055696","Homestead Bank","Cozad","NE","69130","9/30/2018","11/14/2018","NM","915 Meridian Avenue","C.S.B. CO.","8","0","0","2","0","Dawson","","","1/1/1905","1/1/1934","3/1/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.homesteadbank.com","200515","200515","176774","0","23741","0","0","0","","90568","49372","109947","33369","28535","48041","151143","49348","151167","196589","167392","10368","0","0","0","",""
"28667","18109","132778","0","Homestead Savings Bank","Albion","MI","49224","9/30/2018","11/14/2018","SA","415 South Superior Street","","5","0","0","5","0","Calhoun","12980","Battle Creek, MI","1/1/1889","2/25/1939","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.homesteadsavings.com","60922","60922","50201","0","10721","0","0","0","","30542","28041","30380","7967","15970","6443","32881","28041","32881","60922","47302","1211","0","0","0","",""
"32489","8324","258771","3843507","HomeStreet Bank","Seattle","WA","98101","9/30/2018","11/14/2018","NM","601 Union St., Suite 2000","HOMESTREET, INC.","84","0","1","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","8/18/1986","8/18/1986","9/15/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","0","WWW.HOMESTREET.COM","5175127","5175127","4960745","0","187772","26610","0","0","","236005","147303","4939122","1907522","1483687","1547913","5027824","1004682","4170445","4330754","4427649","104143","759213","759213","26610","",""
"31028","6278","788773","0","HomeTown  Bank","Redwood Falls","MN","56283","9/30/2018","11/14/2018","SA","1000 East Cook St","","11","0","0","4","0","Redwood","","","1/1/1924","9/22/1958","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.htbmn.com","257898","257898","240004","0","16422","1472","0","0","","124891","120520","133007","26799","82473","23735","137378","66826","191072","255675","216609","4409","5","5","0","",""
"58163","0","3357910","3848342","HomeTown Bank","Roanoke","VA","24011","9/30/2018","11/14/2018","SM","202 South Jefferson Street","HOMETOWN BANKSHARES CORPORATION","6","0","0","4","0","Roanoke City","40220","Roanoke, VA","11/14/2005","11/14/2005","1/7/2010","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.hometownbank.com","483601","483601","471902","0","8913","2786","0","0","","221111","146888","262490","83582","47981","130926","336713","121702","361899","468350","399912","12049","1141","883","0","",""
"26523","0","1004470","3728930","Hometown Bank","Oxford","MA","1540","9/30/2018","11/14/2018","SM","31 Sutton Avenue","HOMETOWN FINANCIAL GROUP MHC","13","0","1","4","0","Worcester","49340","Worcester, MA-CT","1/1/1889","2/3/1986","11/21/2016","Non-Stock","0","1","FED","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.hometowncoop.com","664647","664647","560922","0","86881","16844","0","0","","91532","40058","573115","92798","305403","174914","624589","107253","557394","597484","506763","30907","0","0","16996","",""
"30219","4984","940674","3311202","Hometown Bank","Kent","OH","44240","9/30/2018","11/14/2018","NM","142 North Water Street","HOMETOWN BANCORP, INC.","5","0","0","4","0","Portage","10420","Akron, OH","1/1/1898","12/29/1943","9/8/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.htbnk.com","161598","161598","149936","0","11217","445","0","0","","52000","26263","109598","23159","25195","61244","135335","26263","135335","132978","138369","7418","3822","3097","0","",""
"12781","13928","63742","2628453","Hometown Bank","Fond Du Lac","WI","54935","9/30/2018","11/14/2018","NM","80 Sheboygan Street","HOMETOWN BANCORP, LTD.","7","0","0","4","0","Fond Du Lac","22540","Fond du Lac, WI","1/1/1907","1/1/1934","2/20/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","HTTP://HTBWI.COM","249028","249028","217886","0","31132","10","0","0","","113020","113020","136008","78960","26164","30884","136008","91566","157462","243674","173944","3442","10","10","0","",""
"35455","0","2897633","2955300","Hometown Bank of Corbin, Inc.","Corbin","KY","40702","9/30/2018","11/14/2018","NM","1030 Cumberland Falls Hwy","HOMETOWN BANCSHARES, INC.","5","0","0","4","0","Whitley","","","4/3/2000","4/3/2000","5/1/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.ahometownbank.com","136228","136228","127793","0","8219","216","0","0","","90439","53367","45789","0","14910","30879","82861","32504","103725","131655","115745","4326","0","0","0","",""
"58470","0","3594087","0","Hometown Bank of Pennsylvania","Bedford","PA","15522","9/30/2018","11/14/2018","NM","638 East Pitt Street","","4","0","0","4","0","Bedford","","","4/9/2007","4/9/2007","10/23/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.hometownbankpa.com","161566","161566","158478","0","3088","0","0","0","","55487","35805","106079","9791","20354","75934","125761","35805","125761","152084","142330","9698","0","0","0","",""
"19603","12778","393953","1107522","HomeTown Bank, National Association","Galveston","TX","77552","9/30/2018","11/14/2018","N","1801 45th Street","MOODY BANCSHARES, INC.","7","0","0","4","0","Galveston","26420","Houston-The Woodlands-Sugar Land, TX","6/27/1966","6/27/1966","5/29/2012","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","WWW.HTBNA.BANK","524689","524689","505240","0","19448","1","0","0","","209420","161821","315269","145458","52861","116950","362868","161679","363010","484214","378027","13995","0","0","0","",""
"10197","0","156457","2752125","Hometown Community Bank","Cyrus","MN","56323","9/30/2018","11/14/2018","NM","100 East Main Street","CYRUS BANCSHARES, INC.","4","0","1","2","1","Pope","","","10/7/1901","1/1/1934","6/15/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.hcbmn.com","54048","54048","46172","70","7806","0","0","0","","18066","10554","35982","4728","9371","21883","43494","10554","43494","50242","51035","1356","0","0","0","",""
"3691","0","770639","1209323","Hometown National Bank","La Salle","IL","61301","9/30/2018","11/14/2018","N","260 Bucklin Street","LASALLE BANCORP, INC.","4","0","0","4","0","La Salle","","","12/16/1880","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.myhtnb.com","202564","202564","187016","0","13288","2260","0","0","","98024","53874","104540","57342","20969","26228","148690","54394","148170","198413","144228","3564","1200","1200","0","",""
"27677","13558","212577","4366003","HomeTrust Bank","Asheville","NC","28801","9/30/2018","11/14/2018","SM","10 Woodfin Street","HOMETRUST BANCSHARES, INC.","42","0","1","4","0","Buncombe","11700","Asheville, NC","1/1/1926","8/27/1948","1/1/2017","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","0","www.hometrustbanking.com","2233243","2233243","2106114","55","127074","0","0","0","","86532","28506","2146711","1406747","203372","536592","2204737","364897","1868346","2046783","1965946","101439","117536","117536","0","",""
"31267","6639","359472","0","Homewood Federal Savings Bank","Baltimore","MD","21224","9/30/2018","11/14/2018","SA","3228-30 Eastern Ave","","1","0","0","5","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","1/1/1916","3/8/1962","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.homewoodfsb.com","36574","36574","36574","0","0","0","0","0","","2123","1715","34451","10730","3404","20317","34859","408","36166","33519","34436","7387","0","0","0","",""
"8165","0","815147","1881680","Honor  Bank","Honor","MI","49640","9/30/2018","11/14/2018","NM","2254 Henry Street","HONOR BANCORP, INC.","9","0","0","4","0","Benzie","","","6/15/1917","1/1/1934","8/2/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.myhonorbank.com","214009","214009","190268","0","23742","0","0","0","","119523","51498","94487","13639","42012","38835","162512","51600","162409","210233","193977","8196","0","0","0","",""
"15566","15896","157744","3823657","Hoosier Heartland State Bank","Crawfordsville","IN","47933","9/30/2018","11/14/2018","NM","1400 Darlington Avenue","HOOSIER HEARTLAND STATE BANCORP","6","0","0","2","1","Montgomery","","","12/1/1899","1/1/1934","4/17/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.myhhsb.com","186107","186107","118255","0","67852","0","0","0","","74606","36297","111501","63155","24911","23436","149810","36495","149613","184766","112006","4952","0","0","0","",""
"109","0","458142","1139091","Horatio State Bank","Horatio","AR","71842","9/30/2018","11/14/2018","NM","Pride And Main","PIONEER BANCSHARES, INC. OF HORATIO, ARK","2","0","0","6","0","Sevier","","","5/5/1905","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","http://www.horatiostatebank.com","177859","177859","143955","0","22842","11062","0","0","","29352","9276","148507","0","28076","120432","168583","9276","168583","140440","164027","14651","19371","19371","0","",""
"11236","11580","528849","1202883","Horicon Bank","Horicon","WI","53032","9/30/2018","11/14/2018","NM","326 East Lake Street","SWORD FINANCIAL CORPORATION","15","0","0","4","1","Dodge","","","9/7/1896","1/1/1934","8/22/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.horiconbank.com","647697","647697","627499","2","20196","0","0","0","","212311","144654","435386","208774","63132","163480","503043","144654","503043","579694","538922","13995","52024","50899","0","",""
"4360","9216","130541","1209136","Horizon Bank","Michigan City","IN","46360","9/30/2018","11/14/2018","NM","515 Franklin Street","HORIZON BANCORP","70","0","1","4","0","La Porte","33140","Michigan City-La Porte, IN","4/21/1873","1/1/1934","10/17/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","www.horizonbank.com","3149136","3149136","2323849","0","825287","0","0","0","","291287","184446","2857849","414908","1541935","901006","2964690","642057","2507079","2693121","2039540","114170","109139","6901","21043","",""
"14327","9440","663955","0","Horizon Bank","Waverly","NE","68462","9/30/2018","11/14/2018","NM","10841 North 142nd","","4","0","0","4","0","Lancaster","30700","Lincoln, NE","2/18/1907","5/7/1934","8/27/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.horizonbankne.com","220831","220831","197275","0","23556","0","0","0","","70931","16380","149900","79243","13083","57574","204451","17361","203470","194433","186043","3330","21827","600","0","",""
"3256","0","703552","3412798","Horizon Bank, SSB","Austin","TX","78701","9/30/2018","11/14/2018","SB","600 Congress Ave, Suite 400","FRONTIER BANCSHARES, INC.","7","0","0","4","0","Travis","12420","Austin-Round Rock, TX","1/1/1905","1/1/1934","1/1/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.horizonbanktexas.com","878705","878705","837217","0","41488","0","0","0","","295341","275327","583364","483814","13516","86035","603378","441054","437651","834141","467409","14501","12133","12133","0","",""
"57411","0","3154780","3382985","Horizon Community Bank","Lake Havasu City","AZ","86403","9/30/2018","11/14/2018","NM","225 N. Lake Havasu Avenue","HORIZON BANCORP, INC.","5","0","0","4","0","Mohave","29420","Lake Havasu City-Kingman, AZ","12/9/2002","12/9/2002","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.horizoncommunitybank.com","248043","248043","237470","0","10351","222","0","0","","114648","70143","133395","54651","14535","64210","177900","70143","177901","233568","200248","8104","2493","2493","0","",""
"15598","15571","877350","1126626","Horizon Financial Bank","Munich","ND","58352","9/30/2018","11/14/2018","NM","416 Main Street","MUNICH BANCSHARES, INC.","4","0","0","2","0","Cavalier","","","1/1/1905","5/2/1938","9/30/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.HorizonFinancialBank.com","125079","125079","106942","0","7206","10931","0","0","","36308","23088","88771","41375","8660","38736","101991","23094","101986","110422","98812","3488","10601","10601","0","",""
"15405","0","528241","4771988","Houghton State Bank","Red Oak","IA","51566","9/30/2018","11/14/2018","NM","116 East Coolbaugh Street","RED OAK FINANCIAL CORPORATION","6","0","0","2","0","Montgomery","","","1/1/1879","7/28/1936","4/12/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","www.houghtonstatebank.com","158692","158692","122070","3","36619","0","0","0","","70061","32023","88631","33830","25527","29273","126669","32023","126669","149866","121786","7110","0","0","0","",""
"57776","0","3282852","3386910","Howard Bank","Baltimore","MD","21224","9/30/2018","11/14/2018","NM","3301 Boston Street","HOWARD BANCORP, INC.","21","0","0","4","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","8/9/2004","8/9/2004","4/6/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.howardbank.com","1627429","1627429","1557355","0","26143","43931","0","0","","621098","423020","1006331","367299","140336","498695","1204409","423020","1204409","1478599","1153229","49197","74305","70496","43036","",""
"28747","2281","447070","0","Hoyne Savings Bank","Chicago","IL","60630","9/30/2018","11/14/2018","SB","4786 Milwaukee Avenue","","8","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1887","11/4/1937","4/4/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.hoyne.com","371705","371705","371705","0","0","0","0","0","","33264","11355","338441","48646","90567","199229","360350","11464","360241","354495","354696","40160","0","0","0","",""
"57890","0","413208","1857108","HSBC Bank USA, National Association","Tysons","VA","22102","9/30/2018","11/14/2018","N","1800 Tysons Blvd","HSBC HOLDINGS PLC","230","19","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/1/2004","7/1/2004","2/9/2018","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.banking.us.hsbc.com","127371326","118038073","108196905","4298","581326","510821","6060679","2684044","9333253","27064812","22662099","90973261","15546036","42416268","33010958","95375974","25834314","92203760","81575087","45639586","0","18191942","12759695","0","275539","9057714"
"58188","0","3357620","1857108","HSBC Trust Company (Delaware), National Association","Wilmington","DE","19801","9/30/2018","11/14/2018","N","300 Delaware Ave, # 1401","HSBC HOLDINGS PLC","1","0","0","7","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/1/2005","11/24/2006","12/9/2011","Stock","0","1","OCC","DIF","New York","WASHINGTON","Claymont","Philadelphia","Northeastern","Northeast","0","0","http://www.hsbc.com","500","500","500","0","0","0","0","0","","500","500","0","0","0","0","0","500","0","500","250","0","0","0","0","",""
"30031","4599","646471","0","Huntingdon Savings Bank","Huntingdon","PA","16652","9/30/2018","11/14/2018","SB","423 Penn Street","","1","0","0","5","0","Huntingdon","","","1/1/1923","11/1/1998","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","","12668","12668","12668","0","0","0","0","0","","0","0","12668","0","2825","9843","12668","0","12668","11665","12170","3672","0","0","0","",""
"30464","5390","582177","5042966","Huntingdon Valley Bank","Huntingdon Valle","PA","19006","9/30/2018","11/14/2018","SB","2617 Huntingdon Pike","HV BANCORP, INC","5","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1891","6/28/1951","1/11/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.myhvb.com","253092","253092","241428","0","10682","981","0","0","","119954","119954","133137","30020","29592","73525","133137","37055","216037","216699","218755","6551","31020","31020","5503","",""
"27884","470","609476","0","Huntington Federal Savings Bank","Huntington","WV","25701","9/30/2018","11/14/2018","SA","1049 5th Avenue","","5","0","0","5","0","Cabell","26580","Huntington-Ashland, WV-KY-OH","1/1/1929","11/10/1934","2/27/2014","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.huntingtonfederal.com","446007","446007","446007","0","0","0","0","0","","38054","6448","407953","3861","165638","238454","439559","6857","439150","414254","425599","68094","0","0","0","",""
"18344","10077","917555","1109601","Huntington State Bank","Huntington","TX","75949","9/30/2018","11/14/2018","NM","208 Hwy 69 South","HUNTINGTON BANCSHARES, INC.","6","0","0","4","0","Angelina","","","1/23/1961","1/23/1961","6/19/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.huntingtonstatebank.com","204460","204460","190947","0","13513","0","0","0","","116050","93745","88410","23126","35586","29697","110715","93745","110715","198155","172947","5214","0","0","0","",""
"11810","0","475345","1416608","Huron Community Bank","East Tawas","MI","48730","9/30/2018","11/14/2018","SM","301 North Newman Street","HURON COMMUNITY FINANCIAL SERVICES, INC.","7","0","0","4","0","Iosco","","","6/14/1927","1/1/1934","2/8/2018","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.bankhcb.com","191751","191751","137905","0","52606","1240","0","0","","46527","40923","145224","84369","29111","31744","150828","46381","145370","188100","146655","5244","0","0","1240","",""
"23126","0","753641","1491771","Huron National Bank","Rogers City","MI","49779","9/30/2018","11/14/2018","N","200 East Erie","HURON NATIONAL BANCORP, INC.","1","0","0","8","0","Presque Isle","","","5/12/1980","5/12/1980","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.huronnationalbank.com","55660","55660","44577","0","11083","0","0","0","","22954","9836","32706","0","13136","19570","45824","10314","45346","54394","46677","7352","0","0","0","",""
"57990","0","3358270","4859596","Huron Valley State Bank","Milford","MI","48381","9/30/2018","11/14/2018","NM","130 South Milford Road","HURON VALLEY BANCORP, INC.","3","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","8/15/2005","8/15/2005","8/31/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.HVSB.com","132986","132986","121016","0","11470","500","0","0","","52604","50061","80382","34231","7318","38833","82925","50061","82925","113052","101904","3016","6628","6628","0","",""
"12354","14162","467144","2999854","Hustisford State Bank","Hustisford","WI","53034","9/30/2018","11/14/2018","NM","200 South Lake Street","HUSTISFORD COMMUNITY BANCORP., INC.","1","0","0","5","0","Dodge","","","1/6/1902","1/1/1934","12/17/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.hustisfordstatebank.com","39924","39924","34235","0","5436","253","0","0","","9311","8145","30613","3985","13608","13020","31779","8147","31777","37940","35326","3112","753","453","0","",""
"281","9820","211114","1071539","Hyden Citizens Bank","Hyden","KY","41749","9/30/2018","11/14/2018","NM","22023 Main Street","MIDDLEFORK FINANCIAL GROUP INC.","4","0","0","4","1","Leslie","","","9/1/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.hydencitizensbank.com","102294","102294","89899","0","11753","642","0","0","","40773","23365","61521","1855","16103","43563","78929","23364","78930","96853","88555","13571","0","0","0","",""
"58371","0","3517590","0","Hyperion Bank","Philadelphia","PA","19123","9/30/2018","11/14/2018","NM","199 West Girard Avenue","","1","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","11/20/2006","11/20/2006","8/22/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.hyperionbank.com","64566","64566","56436","0","0","8130","0","0","","24460","7815","40106","11891","1005","27210","56751","7815","56751","60039","52740","778","0","0","8130","",""
"28100","898","808176","2291914","Iberiabank","Lafayette","LA","70501","9/30/2018","11/14/2018","SM","200 West Congress Street","IBERIABANK CORPORATION","192","0","1","4","0","Lafayette","29180","Lafayette, LA","3/12/1887","4/5/1935","3/24/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","0","https://www.iberiabank.com","23316082","23316082","21695758","45","1587174","33105","0","0","","2297011","1542396","21019071","8342401","9433458","3243212","21773686","6659282","16656800","21317624","11438087","229452","1033108","1005881","39149","",""
"58378","0","3559938","4114071","Icon Bank of Texas, National Association","Houston","TX","77064","9/30/2018","11/14/2018","N","7908 N Sam Houston Pkwy W","ICON CAPITAL CORPORATION","8","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","2/15/2007","2/15/2007","9/30/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.iconbanktx.com","676103","676103","582391","0","65638","28074","0","0","","286829","270105","389274","157774","64995","166504","405998","270105","405998","637074","419064","11516","0","0","26143","",""
"58095","0","3384952","0","Idaho First Bank","Mccall","ID","83638","9/30/2018","11/14/2018","NM","475 E. Deinhard Lane","","5","0","0","4","0","Valley","","","10/3/2005","10/3/2005","8/11/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","http://www.idahofirstbank.com","174897","174897","143773","0","15662","15461","0","0","","55062","55062","119834","56999","8723","54113","119834","39275","135622","161876","136138","1845","4699","4699","15100","",""
"33845","13616","2110640","0","Idaho Independent Bank","Coeur D Alene","ID","83814","9/30/2018","11/14/2018","NM","1260 West Riverstone Drive","","11","0","0","4","0","Kootenai","17660","Coeur d'Alene, ID","10/11/1993","10/11/1993","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","http://www.theidahobank.com","626589","626589","626466","0","123","0","0","0","","122038","97117","504551","270081","218055","16416","529472","260673","365916","623146","433257","4381","0","0","0","",""
"35103","0","2753917","3439713","Idaho Trust  Bank","Boise","ID","83702","9/30/2018","11/14/2018","NM","888 West Broad Street","IDAHO TRUST BANCORP","2","0","0","4","0","Ada","14260","Boise City, ID","8/30/1994","8/30/2006","8/4/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","www.idahotrust.com","105617","105617","105617","0","0","0","0","0","","38905","25863","66712","55263","1815","9633","79754","25863","79754","96896","56879","253","0","0","0","",""
"10788","14248","180845","4361361","Illini State Bank","Oglesby","IL","61348","9/30/2018","11/14/2018","SM","301 South Columbia Avenue","ISB BANCORP, INC.","3","0","0","2","1","La Salle","","","2/14/1914","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.illinistatebank.com","83266","83266","74020","0","9246","0","0","0","","29512","19236","53754","10074","21391","22289","64030","19236","64030","70642","69806","2260","11124","11124","0","",""
"34076","0","2339900","1206546","Illinois Bank & Trust","Rockford","IL","61114","9/30/2018","11/14/2018","NM","6855 E. Riverside Boulevard","HEARTLAND FINANCIAL USA, INC.","11","0","0","4","0","Winnebago","40420","Rockford, IL","10/16/1995","10/16/1995","8/22/2017","Stock","0","1","FDIC","DIF","Chicago","KANSAS CITY","Princeton","Chicago","Central","Central","0","0","http://www.illinoisbank.com","726790","726790","644741","0","82049","0","0","0","","155824","105157","570966","437869","76633","56464","621633","254197","472593","715430","407606","19826","0","0","0","",""
