cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"29999","4516","729570","0","Mutual Savings Bank","Hartsville","SC","29550","9/30/2018","11/14/2018","SA","330 West Carolina Ave","","1","0","0","4","0","Darlington","22500","Florence, SC","11/13/1936","11/13/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.mutualsavings.net","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27742","207","841472","3252659","Mutual Savings Bank","Franklin","IN","46131","9/30/2018","11/14/2018","SB","80 East Jefferson Street","THIRD CENTURY BANCORP","5","0","0","4","0","Johnson","26900","Indianapolis-Carmel-Anderson, IN","1/1/1890","8/24/1935","2/25/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.mutualsavingsbank.net","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27744","210","810777","3175794","MutualBank","Muncie","IN","47305","9/30/2018","11/14/2018","NM","110 East Charles St","MUTUALFIRST FINANCIAL, INC.","40","0","0","4","0","Delaware","34620","Muncie, IN","1/1/1889","6/9/1952","2/28/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.bankwithmutual.com","125352","8258","26511","90583","58458","13931","12382","32145","8992","1625","3483","3884","1937","1148","789","0","677","220","222","235","887","617","133","137","83","43","27","13","53","47","6","0"
"26395","4185","154770","0","MutualOne Bank","Framingham","MA","1701","9/30/2018","11/14/2018","SB","828 Concord Street","","3","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","10/11/1985","7/27/2015","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.mutualone.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34603","0","2757205","3211601","MVB Bank, Inc","Fairmont","WV","26554","9/30/2018","11/14/2018","NM","301 Virginia Avenue","MVB FINANCIAL CORP.","15","0","1","4","0","Marion","","","1/4/1999","1/4/1999","8/28/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.mvbbanking.com","46891","1469","9704","35718","31210","3497","6306","21407","440","0","0","440","0","0","0","0","211","38","77","96","285","138","67","80","1","0","0","1","0","0","0","0"
"57366","17935","3162767","0","MWABank","Rock Island","IL","61201","9/30/2018","11/14/2018","SA","100 17th Street","","1","0","0","5","0","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","1/27/2003","1/27/2003","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.mwabank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33616","13171","1972298","3129117","My Bank","Belen","NM","87002","9/30/2018","11/14/2018","SM","19339 Highway 314","BETHLEHEM FINANCIAL CORPORATION","5","0","0","4","0","Valencia","10740","Albuquerque, NM","7/1/1992","7/1/1992","4/21/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","WWW.MYBANKNM.COM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58590","0","3635029","5196177","Nano Banc","Murrieta","CA","92562","9/30/2018","11/14/2018","SM","25220 Hancock Ave, # No 140","ALLEGIANT UNITED HOLDINGS, LLC","1","0","0","4","0","Riverside","40140","Riverside-San Bernardino-Ontario, CA","9/17/2007","9/17/2007","8/13/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.nanobanc.com","16641","0","76","16565","10408","902","2693","6813","387","0","0","387","0","0","0","0","32","0","1","31","100","50","22","28","1","0","0","1","0","0","0","0"
"57784","0","3285778","0","Nantahala Bank & Trust Company","Franklin","NC","28734","9/30/2018","11/14/2018","NM","120 Siler Road","","3","0","0","4","0","Macon","","","10/4/2004","10/4/2004","6/27/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.nantahalabank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29677","3872","343770","0","Nashville Savings Bank","Nashville","IL","62263","9/30/2018","11/14/2018","SB","209 East Lebanon Street","","1","0","0","2","0","Washington","","","1/1/1893","9/25/1958","10/12/2017","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.nashvillesavingsbk.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33959","12209","2233875","1242188","Natbank, National Association","Hollywood","FL","33020","9/30/2018","11/14/2018","N","4031 Oakwood Boulevard","NATIONAL BANK OF CANADA","3","0","0","5","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12/6/1994","12/6/1994","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.natbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57160","16268","2809373","0","National Advisors Trust Company","Kansas City","MO","64131","9/30/2018","11/14/2018","N","800 E 101st Terrace, # 300","","1","0","0","7","0","Jackson","28140","Kansas City, MO-KS","10/1/2001","10/1/2001","8/1/2017","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.NationalAdvisorsTrust.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3289","12036","792659","3685109","National Bank & Trust","La Grange","TX","78945","9/30/2018","11/14/2018","N","141 West Colorado Street","NATIONAL BANK & TRUST EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS","1","0","0","5","1","Fayette","","","7/5/1888","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.nbt-texas.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57764","0","3275939","3551389","National Bank of Commerce","Birmingham","AL","35223","9/30/2018","11/14/2018","N","600 Luckie Drive Suite 200","NATIONAL COMMERCE CORPORATION","39","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","6/21/2004","6/21/2004","8/1/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","nationalbankofcommerce.com","273430","7606","64967","200857","171201","33734","49471","87996","3908","416","813","2679","709","15","115","579","1207","156","450","601","2033","1156","503","374","23","7","7","9","4","1","1","2"
"14266","14585","775456","2665739","National Bank of Commerce","Superior","WI","54880","9/30/2018","11/14/2018","N","1127 Tower Avenue","NATCOM BANCSHARES,INC.","7","0","1","4","1","Douglas","20260","Duluth, MN-WI","2/7/1934","4/23/1934","1/22/2013","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.nbcbanking.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18734","12245","502111","0","National Bank of New York City","Flushing","NY","11354","9/30/2018","11/14/2018","N","13629 38th Avenue","","1","0","0","4","1","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","4/1/1963","4/1/1963","4/1/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.nbnyc.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16718","13012","991041","1132618","National Bank of Petersburg","Petersburg","IL","62675","9/30/2018","11/14/2018","N","321 North Sixth Street","NBP FINANCIAL SERVICES, INC.","2","0","0","2","1","Menard","44100","Springfield, IL","7/27/1948","7/27/1948","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.nbpweb.com","1520","1520","0","0","4384","4384","0","0","15085","1585","5613","7887","11671","4117","3066","4488","37","37","0","0","150","150","0","0","125","47","49","29","189","147","26","16"
"16752","0","760340","3595431","National Bank of St. Anne","St. Anne","IL","60964","9/30/2018","11/14/2018","N","158 West Station Street","ST. ANNE BANCORP, INC.","1","0","0","2","0","Kankakee","28100","Kankakee, IL","12/4/1948","12/4/1948","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.nbsail.net","12872","3417","3225","6230","2942","1013","1123","806","7308","372","1575","5361","4633","1377","2338","918","113","79","24","10","50","40","8","2","33","7","13","13","78","57","16","5"
"32612","8527","99376","2398082","NATIONAL COOPERATIVE BANK, N.A.","Hillsboro","OH","45133","9/30/2018","11/14/2018","N","139 South High Street","NATIONAL CONSUMER COOPERATIVE BANK","1","0","0","4","0","Highland","","","9/16/1988","9/16/1988","9/1/2016","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","0","www.ncb.coop","19858","228","1290","18340","57577","627","3738","53212","1517","421","715","381","0","0","0","0","60","8","10","42","210","20","42","148","19","11","6","2","0","0","0","0"
"10044","10433","722544","1202052","National Exchange Bank and Trust","Fond Du Lac","WI","54935","9/30/2018","11/14/2018","N","130 South Main Street","NEB CORPORATION","32","0","0","4","0","Fond Du Lac","22540","Fond du Lac, WI","12/20/1933","1/1/1934","9/10/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.nebat.com","100632","10307","25501","64824","88942","34038","20118","34786","22511","5567","10493","6451","7777","3925","1894","1958","562","274","150","138","1815","1604","129","82","207","123","65","19","168","148","14","6"
"3214","10765","322056","3059773","National United","Gatesville","TX","76528","9/30/2018","11/14/2018","N","905 Main Street","NATIONAL UNITED BANCSHARES, INC.","6","0","0","4","0","Coryell","28660","Killeen-Temple, TX","8/21/1889","1/1/1934","1/26/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.nationalunited.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34710","14970","2729677","0","Nationwide Bank","Columbus","OH","43215","9/30/2018","11/14/2018","SA","1 Nationwide Plaza, 1-14-401","","2","0","0","9","0","Franklin","18140","Columbus, OH","9/1/1998","9/1/1998","3/31/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.nationwidebank.com","0","0","0","0","23040","10827","8242","3971","0","0","0","0","303","0","303","0","0","0","0","0","328","147","127","54","0","0","0","0","5","0","5","0"
"27026","10959","664653","2943419","Native American Bank, National Association","Denver","CO","80202","9/30/2018","11/14/2018","N","999 18th Street","NATIVE AMERICAN BANCORPORATION CO.","2","0","1","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","7/27/1987","7/27/1987","7/11/2018","Stock","0","1","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.nabna.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4032","0","39756","1066003","NBC OKLAHOMA","Oklahoma City","OK","73156","9/30/2018","11/14/2018","NM","13401 N. Pennsylvania Ave.","NBC CORP. OF OKLAHOMA","8","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","8/1/1931","1/1/1934","2/8/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.nbc.bank","54723","2076","9853","42794","67936","13444","14913","39579","12939","2112","6674","4153","23186","7833","7738","7615","276","90","76","110","1282","987","156","139","105","45","44","16","662","529","84","49"
"59052","0","4210227","3973888","NBH Bank","Greenwood Villag","CO","80111","9/30/2018","11/14/2018","SM","7800 E Orchard Rd Suite 200","NATIONAL BANK HOLDINGS CORPORATION","104","0","1","4","0","Arapahoe","19740","Denver-Aurora-Lakewood, CO","12/10/2010","12/10/2010","1/1/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.nbhbank.com","179637","5207","32177","142253","138826","19028","23323","96475","23957","4280","9153","10524","14490","4264","5340","4886","761","136","242","383","1365","838","236","291","259","121","95","43","250","182","50","18"
"35014","0","2747587","2772990","NBKC Bank","Overland Park","KS","66211","9/30/2018","11/14/2018","NM","10700 Nall Ave","AMERI-NATIONAL CORPORATION","4","0","1","4","1","Johnson","28140","Kansas City, MO-KS","3/30/1999","3/30/1999","12/18/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.nbkc.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7230","10286","702117","1139279","NBT Bank, National Association","Norwich","NY","13815","9/30/2018","11/14/2018","N","52 South Broad Street","NBT BANCORP INC.","154","0","1","4","0","Chenango","","","3/3/1856","1/1/1934","12/19/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","0","www.nbtbank.com","331413","12619","71156","247638","258019","48733","51914","157372","22892","2340","9537","11015","22595","6417","7210","8968","1701","321","629","751","3869","2580","623","666","227","60","96","71","472","302","104","66"
"5331","0","881544","1248555","NBW BANK","Waupun","WI","53963","9/30/2018","11/14/2018","SM","210 East Main Street","NATIONAL BANCSHARES WAUPUN, INC.","4","0","0","4","0","Fond Du Lac","22540","Fond du Lac, WI","9/1/1905","1/1/1934","8/1/2017","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.nbwbank.com","15262","1442","3527","10293","12973","4661","3528","4784","5205","1083","1299","2823","5000","1685","1671","1644","74","30","22","22","227","169","38","20","54","31","12","11","88","64","18","6"
"58724","18064","3614846","4181130","Nebraska Bank of Commerce","Lincoln","NE","68516","9/30/2018","11/14/2018","NM","6000 Village Drive, # 100","NBC BANCSHARES LLC","2","0","0","4","0","Lancaster","30700","Lincoln, NE","12/3/2007","12/3/2007","2/5/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.thenbcbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16516","0","514057","1840801","Nebraska State Bank","Lynch","NE","68746","9/30/2018","11/14/2018","NM","202 N 4th St","JDJ BANCO, INC.","1","0","0","2","0","Boyd","","","12/9/1946","12/9/1946","6/9/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9819","52466","911759","1051399","Nebraska State Bank","Oshkosh","NE","69154","9/30/2018","11/14/2018","NM","218 Main Street","O & F CATTLE COMPANY","1","0","0","2","1","Garden","","","6/21/1921","1/1/1934","7/24/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.fsa-loans.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13696","0","70955","0","Nebraska State Bank","Bristow","NE","68719","9/30/2018","11/14/2018","NM","301 Prairie Street","","1","0","0","2","0","Boyd","","","11/14/1924","1/19/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8322","52873","412153","1051072","Nebraska State Bank and Trust Company","Broken Bow","NE","68822","9/30/2018","11/14/2018","NM","945 South D Street","FIRST CENTRAL NEBRASKA CO.","5","0","0","2","1","Custer","","","2/23/1917","1/1/1934","1/5/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.nesb.bank","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34811","0","2667957","2947350","NebraskaLand National Bank","North Platte","NE","69101","9/30/2018","11/14/2018","N","1400 South Dewey","NEBRASKALAND FINANCIAL SERVICES, INC.","7","0","1","4","0","Lincoln","","","5/14/1998","5/14/1998","12/13/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.nebraskalandbank.com","38495","781","5521","32193","34948","4208","7778","22962","4516","285","1184","3047","6655","928","1602","4125","132","17","41","74","361","192","89","80","25","6","8","11","68","33","17","18"
"26483","12669","339773","0","Needham Bank","Needham","MA","2492","9/30/2018","11/14/2018","SM","1063 Great Plain Avenue","","10","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1892","1/13/1986","2/6/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.needhambank.com","49685","1120","2801","45764","16614","2314","3839","10461","0","0","0","0","0","0","0","0","136","13","24","99","241","149","44","48","0","0","0","0","0","0","0","0"
"34548","16008","2333140","2333131","Neighborhood National Bank","San Diego","CA","92113","9/30/2018","11/14/2018","N","3511 National Avenue","NEIGHBORHOOD BANCORP","2","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","9/19/1997","9/19/1997","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.mynnb.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18885","12860","705556","1124024","Neighborhood National Bank","Mora","MN","55051","9/30/2018","11/14/2018","N","45 North Union Street","PEOPLES BANKSHARES, INC.","6","0","0","4","1","Kanabec","","","9/26/1963","9/26/1963","6/12/2015","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.neighborhood.bank","22582","2580","5908","14094","19631","5123","5216","9292","2337","260","1019","1058","1608","734","212","662","141","55","52","34","282","205","50","27","19","5","9","5","34","29","3","2"
"16247","0","503640","4975496","Neighbors Bank","Clarence","MO","63437","9/30/2018","11/14/2018","NM","101 East Chestnut","COLUMBIA BANCSHARES, INC","1","0","0","2","1","Shelby","","","3/31/1945","4/7/1945","9/30/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.neighborsclarence.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2482","0","791942","1204074","Nekoosa Port Edwards State Bank","Nekoosa","WI","54457","9/30/2018","11/14/2018","NM","405 Market Street","NEKOOSA PORT EDWARDS BANCORPORATION, INC.","3","0","0","8","1","Wood","","","12/13/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.npesb.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28085","871","840578","0","Nelsonville Home and Savings","Nelsonville","OH","45764","9/30/2018","11/14/2018","NM","9 West Columbus Street","","1","0","0","5","0","Athens","","","1/1/1888","8/19/1936","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.nelsonvillehomebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22669","0","400767","0","Nevada Bank and Trust Company","Caliente","NV","89008","9/30/2018","11/14/2018","NM","210 Front Street","","4","0","0","7","0","Lincoln","","","6/21/1978","6/21/1978","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","www.nevadabankandtrust.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8506","14541","234841","0","New Albin Savings Bank","New Albin","IA","52160","9/30/2018","11/14/2018","NM","118 Main Street","","1","0","0","2","0","Allamakee","","","1/1/1898","1/1/1934","6/3/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.newalbinsavingsbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31257","6624","294676","0","New Buffalo Savings Bank","New Buffalo","MI","49117","9/30/2018","11/14/2018","SA","45 North Whittaker St","","3","0","0","4","0","Berrien","35660","Niles-Benton Harbor, MI","1/1/1921","12/14/1961","10/19/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.newbuffalosavings.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29173","3043","646873","0","New Carlisle Federal Savings Bank","New Carlisle","OH","45344","9/30/2018","11/14/2018","SA","400 North Main Street","","3","0","0","4","0","Clark","44220","Springfield, OH","1/1/1883","10/26/1935","9/25/2017","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.newcarlislefederal.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8108","0","392152","3333790","New Century Bank","Belleville","KS","66935","9/30/2018","11/14/2018","SM","1211 28th Street","REPUBLIC BANCORP, INC.","2","0","0","4","1","Republic","","","5/5/1905","1/1/1934","4/2/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.newcenturybankna.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14546","13764","1014657","1119628","New Era Bank","Fredericktown","MO","63645","9/30/2018","11/14/2018","NM","101 South Mine La Motte","NEW ERA BANCORPORATION, INC.","8","0","0","4","1","Madison","","","1/1/1934","7/3/1934","7/26/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.newerabank.com","27771","3306","7413","17052","6509","743","1795","3971","1147","124","848","175","76","75","1","0","198","80","65","53","47","18","17","12","14","6","7","1","4","3","1","0"
"32306","8122","918776","0","New Foundation Savings Bank","Cincinnati","OH","45239","9/30/2018","11/14/2018","SA","8249 Clara Avenue","","1","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","10/28/1891","4/12/1985","1/3/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.newfoundationsavingsbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35597","0","2917184","1097173","NEW FRONTIER BANK","Saint Charles","MO","63303","9/30/2018","11/14/2018","SM","1771 Zumbehl Road","LINCOLN COUNTY BANCORP, INC.","2","0","0","4","1","Saint Charles","41180","St. Louis, MO-IL","10/16/2000","10/16/2000","7/9/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.newfb.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58857","0","3816154","0","New Horizon Bank, National Association","Powhatan","VA","23139","9/30/2018","11/14/2018","N","1870 Stoneridge Commerce Dr","","1","0","0","4","0","Powhatan","40060","Richmond, VA","10/7/2009","10/7/2009","6/11/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.newhorizonbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1931","0","165758","1143904","New Market Bank","Elko New Market","MN","55020","9/30/2018","11/14/2018","NM","101 Old Town Road","MARKET BANCORPORATION, INC.","3","0","0","4","0","Scott","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/10/1905","1/1/1934","5/11/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.newmarketbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34726","0","2649122","1206546","New Mexico Bank & Trust","Albuquerque","NM","87102","9/30/2018","11/14/2018","NM","320 Gold Street, S.W.","HEARTLAND FINANCIAL USA, INC.","17","0","0","4","0","Bernalillo","10740","Albuquerque, NM","5/4/1998","5/4/1998","8/21/2015","Stock","0","1","FDIC","DIF","Dallas","KANSAS CITY","Albuquerque","Kansas City","Western","West","0","0","http://www.nmb-t.com","111385","2918","18778","89689","68435","13462","14003","40970","5511","335","1252","3924","4130","771","1314","2045","451","86","143","222","1066","694","189","183","42","13","16","13","70","32","22","16"
"35151","0","2833882","5011832","New Millennium Bank","Fort Lee","NJ","7024","9/30/2018","11/14/2018","NM","222 Bridge Plaza South","NMB FINANCIAL CORPORATION","6","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","7/19/1999","7/19/1999","11/22/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://WWW.NMBONLINE.COM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
